fecha,turno,planta_id,linea_id,producto_familia,unidades_producidas,toneladas_producidas_proxy,horas_planificadas,horas_operativas,scrap_pct,reproceso_pct,velocidad_media_proceso,utilization_rate
2024-01-06,A,PLT_BIZ,PLT_BIZ_L01,OCTG,632,56.8419,8.0,8.0,3.2937,1.3576,128.738,1.05
2024-01-06,B,PLT_BIZ,PLT_BIZ_L01,Mecanizado,909,55.4728,8.0,8.0,4.061,2.3392,114.5244,0.93514
2024-01-06,C,PLT_BIZ,PLT_BIZ_L01,Mecanizado,909,55.4405,8.0,8.0,2.9872,1.4538,120.9059,0.9978
2024-01-07,A,PLT_BIZ,PLT_BIZ_L01,Conduccion,752,56.3806,8.0,8.0,1.7602,0.8531,136.3096,1.04762
2024-01-07,B,PLT_BIZ,PLT_BIZ_L01,OCTG,650,58.4759,8.0,8.0,2.9694,1.5266,126.0283,0.94562
2024-01-07,C,PLT_BIZ,PLT_BIZ_L01,Conduccion,744,55.8361,8.0,8.0,3.423,1.5905,135.8557,1.03112
2024-01-08,A,PLT_BIZ,PLT_BIZ_L01,Mecanizado,908,55.3701,8.0,8.0,2.3446,1.5959,119.9177,0.9577
2024-01-08,B,PLT_BIZ,PLT_BIZ_L01,OCTG,655,58.9639,8.0,8.0,3.0365,1.371,126.1336,0.94968
2024-01-08,C,PLT_BIZ,PLT_BIZ_L01,Conduccion,750,56.2125,8.0,8.0,2.9179,1.8468,136.2019,1.04371
2024-01-09,A,PLT_BIZ,PLT_BIZ_L01,Conduccion,761,57.0375,8.0,8.0,2.9918,1.397,135.2993,1.01088
2024-01-09,B,PLT_BIZ,PLT_BIZ_L01,Mecanizado,925,56.4088,8.0,8.0,3.5617,1.692,119.5127,0.94126
2024-01-09,C,PLT_BIZ,PLT_BIZ_L01,Conduccion,730,54.7541,8.0,8.0,4.0052,1.28,136.375,1.05
2024-01-10,A,PLT_BIZ,PLT_BIZ_L01,Conduccion,725,54.3693,8.0,8.0,2.198,1.5704,134.2912,0.97423
2024-01-10,B,PLT_BIZ,PLT_BIZ_L01,OCTG,654,58.889,8.0,8.0,3.3195,1.2088,128.63,1.04584
2024-01-10,C,PLT_BIZ,PLT_BIZ_L01,OCTG,532,47.9008,8.0,8.0,4.8631,2.0237,124.291,1.05
2024-01-11,A,PLT_BIZ,PLT_BIZ_L01,OCTG,578,51.9881,8.0,8.0,3.7336,1.9888,121.3157,0.95806
2024-01-11,B,PLT_BIZ,PLT_BIZ_L01,OCTG,629,56.5738,8.0,8.0,3.0899,1.4035,127.6124,1.00664
2024-01-11,C,PLT_BIZ,PLT_BIZ_L01,Conduccion,691,51.8239,8.0,8.0,4.2585,1.5036,133.1525,1.02152
2024-01-12,A,PLT_BIZ,PLT_BIZ_L01,OCTG,647,58.2485,8.0,8.0,2.7521,1.6425,125.0713,0.99917
2024-01-12,B,PLT_BIZ,PLT_BIZ_L01,Mecanizado,879,53.6017,8.0,8.0,2.6237,1.5542,120.9873,1.00111
2024-01-12,C,PLT_BIZ,PLT_BIZ_L01,Conduccion,734,55.0131,8.0,8.0,3.4874,1.5307,133.7934,0.95612
2024-01-13,A,PLT_BIZ,PLT_BIZ_L01,Conduccion,754,56.5211,8.0,8.0,3.1113,1.5759,133.707,0.95298
2024-01-13,B,PLT_BIZ,PLT_BIZ_L01,Mecanizado,887,54.0971,8.0,8.0,3.2152,1.3675,116.9113,0.97128
2024-01-13,C,PLT_BIZ,PLT_BIZ_L01,OCTG,564,50.7274,8.0,8.0,4.059,1.7481,125.2648,1.0062
2024-01-14,A,PLT_BIZ,PLT_BIZ_L01,OCTG,621,55.9284,8.0,8.0,4.5249,1.6997,122.6713,1.0055
2024-01-14,B,PLT_BIZ,PLT_BIZ_L01,OCTG,595,53.5086,8.0,8.0,3.3836,1.2304,128.738,1.05
2024-01-14,C,PLT_BIZ,PLT_BIZ_L01,Conduccion,660,49.5017,8.0,7.65,2.9177,1.1195,132.0789,0.9022
2024-01-15,A,PLT_BIZ,PLT_BIZ_L01,OCTG,616,55.4366,8.0,8.0,2.6051,1.4375,128.738,1.05
2024-01-15,B,PLT_BIZ,PLT_BIZ_L01,OCTG,642,57.7749,8.0,8.0,2.8639,1.7395,128.5802,1.04392
2024-01-15,C,PLT_BIZ,PLT_BIZ_L01,Conduccion,716,53.6637,8.0,8.0,4.2572,1.9796,130.4687,0.97567
2024-01-16,A,PLT_BIZ,PLT_BIZ_L01,OCTG,648,58.3404,8.0,8.0,3.3265,1.2599,128.738,1.05
2024-01-16,B,PLT_BIZ,PLT_BIZ_L01,OCTG,647,58.2207,8.0,8.0,2.1896,1.8993,128.6181,1.04538
2024-01-16,C,PLT_BIZ,PLT_BIZ_L01,Mecanizado,829,50.5687,8.0,8.0,5.0353,2.0485,115.2242,0.96395
2024-01-17,A,PLT_BIZ,PLT_BIZ_L01,Mecanizado,902,55.0276,8.0,8.0,2.6096,1.3476,122.192,1.05
2024-01-17,B,PLT_BIZ,PLT_BIZ_L01,Mecanizado,972,59.3139,8.0,8.0,2.8195,1.5817,121.4727,1.02081
2024-01-17,C,PLT_BIZ,PLT_BIZ_L01,Conduccion,710,53.2371,8.0,8.0,3.9118,1.0263,136.1737,1.04268
2024-01-18,A,PLT_BIZ,PLT_BIZ_L01,Mecanizado,923,56.3224,8.0,8.0,1.3619,1.7131,122.0854,1.04567
2024-01-18,B,PLT_BIZ,PLT_BIZ_L01,OCTG,641,57.7223,8.0,8.0,2.3436,1.2587,126.3202,0.95687
2024-01-18,C,PLT_BIZ,PLT_BIZ_L01,Conduccion,673,50.4418,8.0,8.0,3.1915,1.6412,136.375,1.05
2024-01-19,A,PLT_BIZ,PLT_BIZ_L01,Conduccion,776,58.176,8.0,8.0,2.3993,1.2682,136.375,1.05
2024-01-19,B,PLT_BIZ,PLT_BIZ_L01,Mecanizado,947,57.7916,8.0,8.0,2.3994,1.3887,120.2445,0.97096
2024-01-19,C,PLT_BIZ,PLT_BIZ_L01,Mecanizado,844,51.4627,8.0,8.0,3.1793,1.8184,118.9282,0.91754
2024-01-20,A,PLT_BIZ,PLT_BIZ_L01,OCTG,603,54.295,8.0,8.0,3.2968,1.2451,127.6724,1.00895
2024-01-20,B,PLT_BIZ,PLT_BIZ_L01,OCTG,581,52.258,8.0,8.0,2.9521,1.5656,122.5434,0.89522
2024-01-20,C,PLT_BIZ,PLT_BIZ_L01,Conduccion,671,50.2953,8.0,8.0,3.0231,1.7165,135.0572,1.00208
2024-01-21,A,PLT_BIZ,PLT_BIZ_L01,Mecanizado,930,56.7509,8.0,8.0,3.7708,1.5745,119.7281,0.95
2024-01-21,B,PLT_BIZ,PLT_BIZ_L01,Mecanizado,972,59.3137,8.0,8.0,2.8469,1.5664,122.192,1.05
2024-01-21,C,PLT_BIZ,PLT_BIZ_L01,Conduccion,660,49.4779,8.0,8.0,3.6909,1.6919,132.9396,0.92508
2024-01-22,A,PLT_BIZ,PLT_BIZ_L01,OCTG,594,53.4746,8.0,8.0,3.5771,1.6956,124.9974,1.05
2024-01-22,B,PLT_BIZ,PLT_BIZ_L01,Mecanizado,934,56.9714,8.0,8.0,3.2206,1.7706,120.5844,0.98475
2024-01-22,C,PLT_BIZ,PLT_BIZ_L01,OCTG,446,40.1484,8.0,6.513,3.444,1.6142,121.1836,0.79396
2024-01-23,A,PLT_BIZ,PLT_BIZ_L01,OCTG,602,54.194,8.0,8.0,2.9642,1.1232,127.6227,1.00704
2024-01-23,B,PLT_BIZ,PLT_BIZ_L01,Conduccion,796,59.6933,8.0,8.0,2.1279,0.9532,134.2953,0.97438
2024-01-23,C,PLT_BIZ,PLT_BIZ_L01,Conduccion,712,53.3683,8.0,8.0,3.9357,1.633,131.8538,1.02561
2024-01-24,A,PLT_BIZ,PLT_BIZ_L01,OCTG,665,59.8301,8.0,8.0,3.3043,1.4637,128.0972,1.02532
2024-01-24,B,PLT_BIZ,PLT_BIZ_L01,Mecanizado,889,54.2402,8.0,8.0,4.3502,1.7851,118.1874,1.02923
2024-01-24,C,PLT_BIZ,PLT_BIZ_L01,Mecanizado,853,52.0483,8.0,8.0,3.0091,1.2118,122.192,1.05
2024-01-25,A,PLT_BIZ,PLT_BIZ_L01,OCTG,627,56.4233,8.0,8.0,2.611,1.4007,127.6841,1.0094
2024-01-25,B,PLT_BIZ,PLT_BIZ_L01,OCTG,599,53.8898,8.0,8.0,3.1753,1.1229,128.738,1.05
2024-01-25,C,PLT_BIZ,PLT_BIZ_L01,Conduccion,703,52.7305,8.0,8.0,4.2875,1.6744,133.2337,0.93577
2024-01-26,A,PLT_BIZ,PLT_BIZ_L01,OCTG,652,58.6498,8.0,8.0,2.6118,1.4195,128.738,1.05
2024-01-26,B,PLT_BIZ,PLT_BIZ_L01,OCTG,655,58.9516,8.0,8.0,2.6971,1.0589,125.8234,0.93773
2024-01-26,C,PLT_BIZ,PLT_BIZ_L01,OCTG,602,54.1749,8.0,8.0,2.9795,0.9503,127.0144,0.98361
2024-01-27,A,PLT_BIZ,PLT_BIZ_L01,OCTG,607,54.6515,8.0,8.0,2.423,1.724,125.8075,0.93711
2024-01-27,B,PLT_BIZ,PLT_BIZ_L01,Mecanizado,865,52.7564,8.0,8.0,3.148,1.4502,119.8722,0.95585
2024-01-27,C,PLT_BIZ,PLT_BIZ_L01,OCTG,517,46.5042,8.0,7.572,3.2848,1.4453,121.8968,0.93702
2024-01-28,A,PLT_BIZ,PLT_BIZ_L01,Mecanizado,883,53.8544,8.0,8.0,2.441,1.9967,122.192,1.05
2024-01-28,B,PLT_BIZ,PLT_BIZ_L01,Conduccion,777,58.2957,8.0,8.0,2.5222,1.4119,135.0742,1.0027
2024-01-28,C,PLT_BIZ,PLT_BIZ_L01,Conduccion,648,48.6034,8.0,8.0,4.2317,2.0567,130.1312,0.96576
2024-01-29,A,PLT_BIZ,PLT_BIZ_L01,OCTG,623,56.0308,8.0,8.0,2.874,1.156,128.2019,1.02935
2024-01-29,B,PLT_BIZ,PLT_BIZ_L01,OCTG,611,55.0204,8.0,8.0,3.5771,1.0537,127.5393,1.00382
2024-01-29,C,PLT_BIZ,PLT_BIZ_L01,Mecanizado,921,56.1561,8.0,8.0,2.9769,1.9831,122.192,1.05
2024-01-30,A,PLT_BIZ,PLT_BIZ_L01,Conduccion,749,56.2065,8.0,8.0,2.311,1.5157,135.0942,1.00343
2024-01-30,B,PLT_BIZ,PLT_BIZ_L01,Conduccion,724,54.3214,8.0,8.0,3.0788,1.6888,135.4231,1.01539
2024-01-30,C,PLT_BIZ,PLT_BIZ_L01,Mecanizado,896,54.6806,8.0,8.0,3.3777,1.7824,122.1341,1.04765
2024-01-31,A,PLT_BIZ,PLT_BIZ_L01,Conduccion,726,54.4246,8.0,8.0,3.164,1.5546,135.4254,1.01547
2024-01-31,B,PLT_BIZ,PLT_BIZ_L01,OCTG,609,54.7703,8.0,8.0,2.5373,1.2289,128.334,1.03444
2024-01-31,C,PLT_BIZ,PLT_BIZ_L01,Conduccion,725,54.3814,8.0,8.0,3.8731,1.0189,136.0437,1.03795
2024-02-01,A,PLT_BIZ,PLT_BIZ_L01,Mecanizado,907,55.307,8.0,8.0,4.0515,2.1447,116.9788,1.03814
2024-02-01,B,PLT_BIZ,PLT_BIZ_L01,OCTG,588,52.9604,8.0,8.0,3.2912,0.9511,127.6329,1.00743
2024-02-01,C,PLT_BIZ,PLT_BIZ_L01,Mecanizado,835,50.9578,8.0,8.0,2.5232,1.5735,121.4845,1.02129
2024-02-02,A,PLT_BIZ,PLT_BIZ_L01,OCTG,594,53.4622,8.0,8.0,3.875,1.1363,125.5515,1.02127
2024-02-02,B,PLT_BIZ,PLT_BIZ_L01,Conduccion,794,59.5478,8.0,8.0,2.5568,1.6467,135.9689,1.03523
2024-02-02,C,PLT_BIZ,PLT_BIZ_L01,Mecanizado,841,51.3055,8.0,8.0,3.4462,1.1007,120.0079,0.96136
2024-02-03,A,PLT_BIZ,PLT_BIZ_L01,Conduccion,732,54.917,8.0,8.0,3.4763,1.7004,130.896,0.99386
2024-02-03,B,PLT_BIZ,PLT_BIZ_L01,OCTG,612,55.0495,8.0,8.0,2.8517,1.299,127.2892,0.99419
2024-02-03,C,PLT_BIZ,PLT_BIZ_L01,Conduccion,674,50.5403,8.0,8.0,3.5588,1.1125,133.753,0.95466
2024-02-04,A,PLT_BIZ,PLT_BIZ_L01,Conduccion,761,57.0485,8.0,8.0,3.2264,0.872,136.375,1.05
2024-02-04,B,PLT_BIZ,PLT_BIZ_L01,OCTG,618,55.6259,8.0,8.0,2.683,1.4397,126.8142,0.9759
2024-02-04,C,PLT_BIZ,PLT_BIZ_L01,OCTG,585,52.6138,8.0,8.0,3.7059,1.7436,127.9676,1.02032
2024-02-05,A,PLT_BIZ,PLT_BIZ_L01,Mecanizado,904,55.1699,8.0,8.0,3.8577,1.5317,117.2628,0.99318
2024-02-05,B,PLT_BIZ,PLT_BIZ_L01,Mecanizado,896,54.6858,8.0,8.0,3.1586,2.3502,115.9633,0.93742
2024-02-05,C,PLT_BIZ,PLT_BIZ_L01,Conduccion,706,52.9872,8.0,8.0,3.2897,1.8774,135.2521,1.00917
2024-02-06,A,PLT_BIZ,PLT_BIZ_L01,Mecanizado,919,56.0566,8.0,8.0,3.4131,1.2167,121.5494,1.02392
2024-02-06,B,PLT_BIZ,PLT_BIZ_L01,Conduccion,741,55.5549,8.0,8.0,2.3326,1.9144,136.3342,1.04852
2024-02-06,C,PLT_BIZ,PLT_BIZ_L01,Conduccion,747,56.0057,8.0,8.0,3.1413,1.7145,135.5068,1.01843
2024-02-07,A,PLT_BIZ,PLT_BIZ_L01,Conduccion,768,57.5862,8.0,8.0,4.2,1.5453,133.3459,1.05
2024-02-07,B,PLT_BIZ,PLT_BIZ_L01,Conduccion,769,57.6749,8.0,8.0,3.3709,1.3293,136.375,1.05
2024-02-07,C,PLT_BIZ,PLT_BIZ_L01,OCTG,555,49.9208,8.0,8.0,3.6868,0.9824,128.2941,1.0329
2024-02-08,A,PLT_BIZ,PLT_BIZ_L01,Conduccion,763,57.2092,8.0,8.0,3.7185,1.5568,136.375,1.05
2024-02-08,B,PLT_BIZ,PLT_BIZ_L01,Mecanizado,880,53.6773,8.0,8.0,3.0613,1.8267,122.0453,1.04405
2024-02-08,C,PLT_BIZ,PLT_BIZ_L01,Mecanizado,844,51.4684,8.0,8.0,2.7615,1.3856,120.2343,0.97055
2024-02-09,A,PLT_BIZ,PLT_BIZ_L01,Mecanizado,925,56.4045,8.0,8.0,2.5352,1.6908,120.8284,0.99466
2024-02-09,B,PLT_BIZ,PLT_BIZ_L01,OCTG,644,57.925,8.0,8.0,2.5622,1.5866,128.026,1.02257
2024-02-09,C,PLT_BIZ,PLT_BIZ_L01,OCTG,587,52.8033,8.0,8.0,4.1197,1.5646,128.2722,1.03206
2024-02-10,A,PLT_BIZ,PLT_BIZ_L01,OCTG,603,54.2761,8.0,8.0,3.4091,1.5615,126.3195,0.95684
2024-02-10,B,PLT_BIZ,PLT_BIZ_L01,OCTG,652,58.7135,8.0,8.0,3.1473,1.6971,128.738,1.05
2024-02-10,C,PLT_BIZ,PLT_BIZ_L01,Mecanizado,828,50.4918,8.0,8.0,3.9249,1.6861,113.7727,0.8991
2024-02-11,A,PLT_BIZ,PLT_BIZ_L01,OCTG,653,58.782,8.0,8.0,2.2105,1.4666,127.9855,1.02101
2024-02-11,B,PLT_BIZ,PLT_BIZ_L01,Mecanizado,928,56.588,8.0,8.0,2.5802,1.0546,120.6458,0.98725
2024-02-11,C,PLT_BIZ,PLT_BIZ_L01,OCTG,551,49.5682,8.0,8.0,3.9863,1.4231,127.729,1.01113
2024-02-12,A,PLT_BIZ,PLT_BIZ_L01,Conduccion,764,57.3035,8.0,8.0,2.8845,1.7096,134.247,0.97262
2024-02-12,B,PLT_BIZ,PLT_BIZ_L01,Conduccion,789,59.1823,8.0,8.0,2.466,1.0101,136.375,1.05
2024-02-12,C,PLT_BIZ,PLT_BIZ_L01,OCTG,589,53.0044,8.0,8.0,3.253,1.6403,127.9055,1.01793
2024-02-13,A,PLT_BIZ,PLT_BIZ_L01,Conduccion,752,56.3913,8.0,8.0,3.0098,1.81,136.375,1.05
2024-02-13,B,PLT_BIZ,PLT_BIZ_L01,OCTG,596,53.6465,8.0,8.0,2.9857,1.9385,126.9338,0.9805
2024-02-13,C,PLT_BIZ,PLT_BIZ_L01,Conduccion,706,52.9803,8.0,8.0,3.249,1.4846,134.1988,0.97086
2024-02-14,A,PLT_BIZ,PLT_BIZ_L01,OCTG,643,57.8791,8.0,8.0,2.1829,1.2629,127.6903,1.00964
2024-02-14,B,PLT_BIZ,PLT_BIZ_L01,Conduccion,781,58.5572,8.0,8.0,3.1595,1.8319,134.0136,0.96413
2024-02-14,C,PLT_BIZ,PLT_BIZ_L01,Conduccion,748,56.0739,8.0,8.0,3.0456,1.0432,135.0007,1.00003
2024-02-15,A,PLT_BIZ,PLT_BIZ_L01,Mecanizado,927,56.5497,8.0,8.0,3.1839,0.9511,122.192,1.05
2024-02-15,B,PLT_BIZ,PLT_BIZ_L01,Conduccion,715,53.6457,8.0,8.0,3.1416,1.5746,135.1903,1.00692
2024-02-15,C,PLT_BIZ,PLT_BIZ_L01,Conduccion,691,51.8275,8.0,8.0,3.1646,1.4984,135.2041,1.00742
2024-02-16,A,PLT_BIZ,PLT_BIZ_L01,Mecanizado,865,52.7525,8.0,8.0,3.0263,1.7831,117.9675,0.96579
2024-02-16,B,PLT_BIZ,PLT_BIZ_L01,OCTG,605,54.4082,8.0,8.0,2.8341,1.6386,127.6023,1.00625
2024-02-16,C,PLT_BIZ,PLT_BIZ_L01,Mecanizado,893,54.5027,8.0,8.0,3.0629,1.0241,120.3347,0.97462
2024-02-17,A,PLT_BIZ,PLT_BIZ_L01,Conduccion,794,59.5322,8.0,8.0,2.3272,1.6825,136.375,1.05
2024-02-17,B,PLT_BIZ,PLT_BIZ_L01,OCTG,651,58.5454,8.0,8.0,2.5034,1.2623,128.738,1.05
2024-02-17,C,PLT_BIZ,PLT_BIZ_L01,Conduccion,737,55.2974,8.0,8.0,3.6682,1.4313,133.7362,0.95404
2024-02-18,A,PLT_BIZ,PLT_BIZ_L01,Conduccion,752,56.4028,8.0,8.0,2.5695,1.7139,134.8729,0.99538
2024-02-18,B,PLT_BIZ,PLT_BIZ_L01,Mecanizado,961,58.5941,8.0,8.0,2.8111,1.6094,122.192,1.05
2024-02-18,C,PLT_BIZ,PLT_BIZ_L01,OCTG,602,54.2121,8.0,8.0,2.9968,1.3884,126.6743,0.9705
2024-02-19,A,PLT_BIZ,PLT_BIZ_L01,OCTG,610,54.8882,8.0,8.0,2.4678,1.5922,128.738,1.05
2024-02-19,B,PLT_BIZ,PLT_BIZ_L01,OCTG,485,43.6493,8.0,6.657,2.7021,1.4885,125.0118,0.93901
2024-02-19,C,PLT_BIZ,PLT_BIZ_L01,Conduccion,695,52.1349,8.0,8.0,3.7781,1.7457,133.8765,1.05
2024-02-20,A,PLT_BIZ,PLT_BIZ_L01,Conduccion,778,58.365,8.0,8.0,2.9236,1.6993,136.375,1.05
2024-02-20,B,PLT_BIZ,PLT_BIZ_L01,OCTG,646,58.1326,8.0,8.0,2.6971,1.0537,127.24,0.9923
2024-02-20,C,PLT_BIZ,PLT_BIZ_L01,Mecanizado,816,49.7706,8.0,8.0,4.054,1.0907,120.1,0.9651
2024-02-21,A,PLT_BIZ,PLT_BIZ_L01,Mecanizado,930,56.7097,8.0,8.0,2.4587,1.2375,122.192,1.05
2024-02-21,B,PLT_BIZ,PLT_BIZ_L01,OCTG,612,55.1153,8.0,8.0,2.4871,1.74,127.077,0.98602
2024-02-21,C,PLT_BIZ,PLT_BIZ_L01,OCTG,560,50.4211,8.0,8.0,4.0859,1.751,124.8691,1.05
2024-02-22,A,PLT_BIZ,PLT_BIZ_L01,Mecanizado,971,59.2356,8.0,8.0,3.1606,1.6459,121.135,1.0071
2024-02-22,B,PLT_BIZ,PLT_BIZ_L01,Conduccion,711,53.305,8.0,8.0,3.4524,1.8436,130.4186,0.97241
2024-02-22,C,PLT_BIZ,PLT_BIZ_L01,Conduccion,663,49.694,8.0,8.0,4.0373,1.0657,134.3877,0.97773
2024-02-23,A,PLT_BIZ,PLT_BIZ_L01,Mecanizado,917,55.9463,8.0,8.0,3.2133,1.1291,121.8538,1.03627
2024-02-23,B,PLT_BIZ,PLT_BIZ_L01,Mecanizado,949,57.9116,8.0,8.0,2.9994,1.4919,121.637,1.02747
2024-02-23,C,PLT_BIZ,PLT_BIZ_L01,Mecanizado,909,55.4793,8.0,8.0,3.4133,1.3509,119.7703,0.95172
2024-02-24,A,PLT_BIZ,PLT_BIZ_L01,Conduccion,750,56.2288,8.0,8.0,3.4581,1.378,133.9299,0.96109
2024-02-24,B,PLT_BIZ,PLT_BIZ_L01,Conduccion,750,56.2455,8.0,8.0,2.7301,1.167,134.2423,0.97245
2024-02-24,C,PLT_BIZ,PLT_BIZ_L01,OCTG,586,52.7658,8.0,8.0,3.4148,1.2921,126.274,0.95508
2024-02-25,A,PLT_BIZ,PLT_BIZ_L01,OCTG,620,55.755,8.0,8.0,2.8503,1.4634,126.9264,0.98022
2024-02-25,B,PLT_BIZ,PLT_BIZ_L01,OCTG,634,57.0886,8.0,8.0,3.3795,1.5579,127.7591,1.01229
2024-02-25,C,PLT_BIZ,PLT_BIZ_L01,Conduccion,740,55.5297,8.0,8.0,2.4517,1.3754,134.2319,0.97207
2024-02-26,A,PLT_BIZ,PLT_BIZ_L01,OCTG,657,59.1222,8.0,8.0,2.8293,1.3801,128.738,1.05
2024-02-26,B,PLT_BIZ,PLT_BIZ_L01,Conduccion,738,55.3556,8.0,8.0,2.7992,2.1817,133.9024,1.05
2024-02-26,C,PLT_BIZ,PLT_BIZ_L01,Conduccion,661,49.5388,8.0,8.0,4.3853,1.7508,133.3507,0.94002
2024-02-27,A,PLT_BIZ,PLT_BIZ_L01,Conduccion,738,55.3388,8.0,8.0,3.1601,1.356,136.375,1.05
2024-02-27,B,PLT_BIZ,PLT_BIZ_L01,Conduccion,729,54.7035,8.0,8.0,2.8589,1.1499,135.1822,1.00662
2024-02-27,C,PLT_BIZ,PLT_BIZ_L01,Mecanizado,877,53.5124,8.0,8.0,3.6271,1.0806,121.6287,1.02714
2024-02-28,A,PLT_BIZ,PLT_BIZ_L01,OCTG,658,59.2376,8.0,8.0,2.7379,1.5565,128.738,1.05
2024-02-28,B,PLT_BIZ,PLT_BIZ_L01,Conduccion,777,58.3016,8.0,8.0,2.0945,1.54,136.256,1.04567
2024-02-28,C,PLT_BIZ,PLT_BIZ_L01,Mecanizado,924,56.388,8.0,8.0,2.6003,1.5134,121.7442,1.03183
2024-02-29,A,PLT_BIZ,PLT_BIZ_L01,Conduccion,797,59.7507,8.0,8.0,2.5739,1.9402,135.6646,1.02417
2024-02-29,B,PLT_BIZ,PLT_BIZ_L01,Conduccion,745,55.8737,8.0,8.0,3.4229,1.5144,131.8578,0.9728
2024-02-29,C,PLT_BIZ,PLT_BIZ_L01,OCTG,601,54.1265,8.0,8.0,3.7416,2.0155,128.334,1.03444
2024-03-01,A,PLT_BIZ,PLT_BIZ_L01,OCTG,650,58.5268,8.0,8.0,2.6989,1.1567,128.738,1.05
2024-03-01,B,PLT_BIZ,PLT_BIZ_L01,Conduccion,761,57.0659,8.0,8.0,2.3019,1.5806,136.375,1.05
2024-03-01,C,PLT_BIZ,PLT_BIZ_L01,Mecanizado,877,53.5271,8.0,8.0,3.4696,1.3107,119.9713,0.95987
2024-03-02,A,PLT_BIZ,PLT_BIZ_L01,OCTG,600,54.0287,8.0,8.0,1.9772,1.1766,128.738,1.05
2024-03-02,B,PLT_BIZ,PLT_BIZ_L01,OCTG,666,59.9213,8.0,8.0,2.1288,1.4776,127.8524,1.01589
2024-03-02,C,PLT_BIZ,PLT_BIZ_L01,Mecanizado,826,50.394,8.0,8.0,2.6762,1.1479,120.0124,0.96154
2024-03-03,A,PLT_BIZ,PLT_BIZ_L01,Conduccion,798,59.8182,8.0,8.0,2.3244,1.447,136.375,1.05
2024-03-03,B,PLT_BIZ,PLT_BIZ_L01,OCTG,671,60.3846,8.0,8.0,2.322,1.344,128.7228,1.04941
2024-03-03,C,PLT_BIZ,PLT_BIZ_L01,Conduccion,667,50.0411,8.0,8.0,3.1146,1.5072,132.5237,0.90995
2024-03-04,A,PLT_BIZ,PLT_BIZ_L01,OCTG,632,56.8716,8.0,8.0,2.7031,1.439,126.8971,0.97909
2024-03-04,B,PLT_BIZ,PLT_BIZ_L01,OCTG,629,56.5821,8.0,8.0,3.0807,1.6619,125.1331,1.05
2024-03-04,C,PLT_BIZ,PLT_BIZ_L01,Conduccion,695,52.1292,8.0,8.0,3.4792,1.6799,135.6589,1.02396
2024-03-05,A,PLT_BIZ,PLT_BIZ_L01,Conduccion,731,54.8481,8.0,8.0,2.6754,1.2112,136.375,1.05
2024-03-05,B,PLT_BIZ,PLT_BIZ_L01,Conduccion,731,54.8477,8.0,8.0,3.0779,1.2621,136.375,1.05
2024-03-05,C,PLT_BIZ,PLT_BIZ_L01,Mecanizado,886,54.0716,8.0,8.0,3.7715,1.4976,121.319,1.01457
2024-03-06,A,PLT_BIZ,PLT_BIZ_L01,Mecanizado,917,55.9636,8.0,8.0,3.2849,1.6711,122.1338,1.04764
2024-03-06,B,PLT_BIZ,PLT_BIZ_L01,Conduccion,699,52.4239,8.0,8.0,2.5739,1.1352,132.021,0.97878
