fecha,planta_id,linea_id,familia_proceso,production_volume_ton,utilization_rate,sec_kwh_ton,sec_target_kwh_ton,sec_gap,cost_energy_total,cost_energy_per_unit,emissions_kg,availability_rate,quality_rate_proxy,oee_synthetic,n_desvios,n_paradas,horas_parada,loss_value_proxy_eur,loss_value_per_ton
2024-02-11,PLT_BIZ,PLT_BIZ_L03,Acabado,169.7734,0.9903166666666667,411.0992138515805,507.04,-95.94078614841953,10216.4949,2.6188599966716213,15768.810169999999,1.0,0.9799983333333334,0.97050742356,0,0,0.0,12268.420484822,72.26350232028103
2024-03-17,PLT_BIZ,PLT_BIZ_L03,Acabado,163.3625,0.9952899999999999,433.23314842085915,507.04,-73.80685157914087,10388.648200000001,3.34003907108656,14650.01537,1.0,0.9752493333333332,0.9707545774733332,1,0,0.0,12478.376016117003,76.38458040319536
2024-03-24,PLT_BIZ,PLT_BIZ_L03,Acabado,166.4892,0.9447966666666668,418.2880749438369,507.04000000000013,-88.75192505616326,10909.5041,3.162847653429532,14479.14712,1.0,0.9729586666666666,0.9192165261866668,1,0,0.0,13083.8447673,78.5867477728285
2024-04-08,PLT_BIZ,PLT_BIZ_L03,Acabado,124.92999999999999,0.8048633333333332,525.3810372241271,507.04,18.341037224127092,9891.050799999999,3.869528597772597,13459.868470000003,0.7939583333333333,0.9717423333333336,0.6360581922979741,1,2,4.945,31702.763693006,253.7642175058513
2024-05-24,PLT_BIZ,PLT_BIZ_L03,Acabado,170.35120000000003,1.01847,422.5289069784167,507.04000000000013,-84.5110930215834,10654.9251,2.9286602659119296,14949.80545,1.0,0.9760993333333334,0.9939713595899998,1,0,0.0,12772.360281552998,74.97663815431294
2024-06-28,PLT_BIZ,PLT_BIZ_L03,Acabado,151.07160000000002,0.98294,471.2411310003036,507.04,-35.798868999696424,9843.934100000002,3.4484766379659333,14751.966,0.9545416666666666,0.9746903333333333,0.9174910735311504,0,1,1.091,16292.530031818998,107.84641211067465
2024-08-24,PLT_BIZ,PLT_BIZ_L03,Acabado,166.2869,0.9528766666666665,391.0798102953341,507.04,-115.96018970466594,6480.1394,2.0747904126368275,12713.61642,1.0,0.9765676666666665,0.9306632006266669,1,0,0.0,8372.372681681,50.348961233151854
2024-09-14,PLT_BIZ,PLT_BIZ_L03,Acabado,161.7458,0.9453466666666667,399.97998719600633,507.04000000000013,-107.0600128039938,6644.354699999999,1.9120658851915595,13514.107450000001,1.0,0.9770279999999999,0.9236235170400001,0,0,0.0,8571.746600116,52.99517267289784
2024-11-12,PLT_BIZ,PLT_BIZ_L03,Acabado,164.2165,0.9993266666666667,419.37461258867125,507.04,-87.66538741132877,8849.7837,2.6005965063191625,14302.061789999998,1.0,0.97154,0.9709020441799999,1,0,0.0,11049.526254900002,67.28633392442295
2024-12-16,PLT_BIZ,PLT_BIZ_L03,Acabado,169.1843,0.9536733333333333,382.02875373771377,507.04,-125.01124626228625,9036.870200000001,3.0928469489978654,14619.9344,1.0,0.9747773333333333,0.9294428746566665,0,1,4.541,29437.989057961004,173.99953221404706
2024-12-30,PLT_BIZ,PLT_BIZ_L03,Acabado,168.93999999999997,0.9867066666666667,401.1488987232364,507.04000000000013,-105.89110127676372,9317.0769,2.968003430819676,15279.818,1.0,0.9770466666666667,0.9640283698133333,0,1,4.31,28758.202201262007,170.22731266285078
2025-01-23,PLT_BIZ,PLT_BIZ_L03,Acabado,160.36109999999996,1.0037899999999997,450.43538665626625,507.04000000000013,-56.60461334373389,10277.3547,3.7136276089957128,16279.182220000002,1.0,0.977699,0.9814352381633333,0,0,0.0,12407.764357621001,77.3739040055288
2025-03-29,PLT_BIZ,PLT_BIZ_L03,Acabado,158.6574,1.0224900000000001,452.08061237803275,507.04,-54.95938762196727,11057.238200000002,3.7235506248610304,14958.944950000001,1.0,0.972921,0.99475247529,1,0,0.0,13221.976855895999,83.33665404762715
2025-04-25,PLT_BIZ,PLT_BIZ_L03,Acabado,162.93199999999996,1.0467533333333332,447.5817758110806,507.04,-59.45822418891942,11103.546999999999,3.692075894956617,15204.586190000002,1.0,0.9733986666666666,1.01890492138,2,0,0.0,13308.659170088999,81.68229181553656
2025-07-28,PLT_BIZ,PLT_BIZ_L03,Acabado,157.24949999999998,0.9705533333333333,451.2553630711259,507.04,-55.784636928874136,8644.411699999999,2.885479124318774,13842.797240000002,1.0,0.9748186666666666,0.9460801433733335,1,0,0.0,10654.003165468,67.75222283993273
2025-08-06,PLT_BIZ,PLT_BIZ_L03,Acabado,166.5695,1.01746,404.81142094602166,507.04000000000013,-102.22857905397848,8030.442499999999,2.309928041743861,13228.33625,1.0,0.9762383333333332,0.9934025925133335,0,0,0.0,9982.039765746998,59.927176138170545
2025-09-24,PLT_BIZ,PLT_BIZ_L03,Acabado,159.5375,0.9745333333333335,428.77906514988695,507.04,-78.26093485011307,8584.348399999999,2.4159324252083376,14101.5219,0.9812500000000002,0.9727926666666665,0.9306025808864997,3,0,0.0,10674.809840792002,66.91097604508033
2025-10-06,PLT_BIZ,PLT_BIZ_L03,Acabado,161.88639999999998,0.92387,421.1306955460357,507.04000000000013,-85.90930445396441,8449.606099999999,2.7157852321696194,14184.06949,1.0,0.9784706666666666,0.9039367859,1,0,0.0,10378.048175682,64.10697980609861
2025-10-28,PLT_BIZ,PLT_BIZ_L03,Acabado,165.3747,0.9474566666666666,412.37475534542136,507.04,-94.66524465457866,8263.916099999999,2.3567671663066556,14206.77839,1.0,0.9772056666666668,0.9256882080933334,0,0,0.0,10264.055976055999,62.06545484923631
2025-01-17,PLT_ALA,PLT_ALA_L01,Laminacion,200.34290000000001,0.9873866666666667,405.6264102607741,558.48,-152.85358973922592,11034.1369,3.5890396687770827,18252.911350000002,1.0,0.9668770000000001,0.9547173179399998,0,0,0.0,13977.447653609,69.76762168067349
2025-02-15,PLT_ALA,PLT_ALA_L01,Laminacion,195.20880000000002,0.9759666666666665,412.4626359786617,558.48,-146.01736402133832,12057.059500000001,4.3764061213908585,18080.082489999997,1.0,0.9712906666666665,0.9482611427599998,1,0,0.0,14769.951703295,75.66232517844995
2025-04-15,PLT_ALA,PLT_ALA_L01,Laminacion,194.99580000000003,1.0085533333333334,427.33665570485505,558.4799999999999,-131.14334429514486,12387.654699999997,5.070309268943456,17113.171789999997,1.0,0.967806,0.97600367139,2,0,0.0,15147.029893505998,77.67874945771138
2025-04-28,PLT_ALA,PLT_ALA_L01,Laminacion,195.97289999999998,1.0369066666666666,425.7175619567201,558.48,-132.76243804327993,12789.081900000001,5.861779998477101,17119.476020000002,1.0,0.9672746666666668,1.002991950893333,1,0,0.0,15578.141268854002,79.4913034856044
2025-07-10,PLT_ALA,PLT_ALA_L01,Laminacion,119.26649999999998,0.6070033333333333,1504.9858403491817,558.48,946.5058403491817,8086.337100000001,14.460450315082332,13049.71718,0.6447083333333333,0.9597213333333334,0.519277374948205,1,2,8.528,49823.052007652004,417.7455698595332
2025-07-18,PLT_ALA,PLT_ALA_L01,Laminacion,185.17679999999996,0.9849800000000001,423.90328996044235,558.4799999999999,-134.57671003955755,9233.6927,3.9625409039173776,15353.07874,0.9812916666666665,0.9685999999999998,0.9370346005231466,1,1,0.449,13856.74835697,74.82982942231426
2025-08-05,PLT_ALA,PLT_ALA_L01,Laminacion,190.42059999999998,0.9808433333333334,421.77646198502856,558.4799999999999,-136.70353801497134,9690.7327,3.590120819424984,15682.808799999999,1.0,0.9688353333333333,0.9502549487466667,0,0,0.0,12264.679031447,64.40836249569112
2025-09-11,PLT_ALA,PLT_ALA_L01,Laminacion,172.55800000000002,0.8574433333333333,461.631821279055,558.48,-96.84817872094504,8897.7727,4.411408942332158,16044.972,0.9042916666666666,0.9657306666666665,0.7649011049623917,0,0,0.0,11481.703493745998,66.53822769008679
2025-10-02,PLT_ALA,PLT_ALA_L01,Laminacion,186.99869999999999,0.9675866666666667,407.8423473900638,558.48,-150.6376526099362,8690.9505,3.7229801975224475,15747.480070000001,1.0,0.9694946666666667,0.9380591885,0,0,0.0,11226.285455251,60.03402940903333
2025-10-16,PLT_ALA,PLT_ALA_L01,Laminacion,193.4331,0.9525066666666668,400.3935430076859,558.4799999999999,-158.08645699231403,9379.1502,3.666940812345354,16107.752680000001,1.0,0.9714636666666667,0.9251813956466667,1,0,0.0,11903.785748944,61.53954906861338
2025-10-25,PLT_ALA,PLT_ALA_L01,Laminacion,195.11030000000002,0.9888533333333333,381.53404813130624,558.4799999999999,-176.94595186869367,7697.502200000001,2.993460901941143,15454.87964,1.0,0.9715176666666666,0.9607097404233333,0,0,0.0,10181.326289527,52.18241317617265
2025-11-24,PLT_ALA,PLT_ALA_L01,Laminacion,196.84560000000002,0.9938899999999999,398.5492599362314,558.48,-159.9307400637686,9683.6015,3.8887106622836995,16242.976120000001,1.0,0.9669853333333331,0.9611583643133333,0,0,0.0,12420.467635248,63.09751213767541
2025-12-16,PLT_ALA,PLT_ALA_L01,Laminacion,191.56759999999997,0.9934333333333333,416.6147310157807,558.48,-141.8652689842193,9995.9157,3.656718673697522,17909.565990000003,1.0,0.9760079999999999,0.9694814227466667,0,0,0.0,12477.388096698,65.13308146418288
2024-02-17,PLT_ALA,PLT_ALA_L01,Laminacion,190.84109999999998,0.9938199999999999,417.0725899865663,558.48,-141.40741001343372,11337.2589,4.1823721103015,17712.412500000002,1.0,0.9686463333333334,0.96242900421,1,0,0.0,14083.446395967001,73.79671567585285
2024-02-25,PLT_ALA,PLT_ALA_L01,Laminacion,190.9677,1.0105466666666665,418.71294278797,558.48,-139.76705721203,11771.5712,4.075937312798543,17900.45835,1.0,0.9718616666666667,0.9820529166166665,0,0,0.0,14424.937855196,75.53600873444043
2024-03-08,PLT_ALA,PLT_ALA_L01,Laminacion,189.20430000000002,1.0246866666666665,443.70241484281786,558.48,-114.77758515718216,13915.474400000001,4.481896500130592,17368.035290000003,1.0,0.9624580000000001,0.9860923003800001,5,0,0.0,16883.479827349,89.23412325908555
2024-05-06,PLT_ALA,PLT_ALA_L01,Laminacion,184.7379,1.0178533333333333,444.90309883016533,558.4799999999999,-113.57690116983457,11644.511,4.754543388558388,17095.42137,1.0,0.9698053333333334,0.9871645429733334,2,0,0.0,14266.900436057,77.22779373402534
2024-05-27,PLT_ALA,PLT_ALA_L01,Laminacion,198.1457,1.0009633333333332,412.78202685676774,558.4799999999999,-145.69797314323216,11664.0298,4.131807191861225,16988.36921,1.0,0.9676530000000002,0.9687106280600002,0,0,0.0,14449.886582115001,72.9255622610786
2024-07-30,PLT_ALA,PLT_ALA_L01,Laminacion,188.2865,0.9337966666666665,420.13438464358524,558.48,-138.34561535641478,9225.492600000001,3.6934323378983023,15472.69388,1.0,0.9694546666666667,0.9051298358866666,1,0,0.0,11742.150928771998,62.363212066568764
2024-08-10,PLT_ALA,PLT_ALA_L01,Laminacion,190.2689,0.9703499999999999,406.16929393955235,558.48,-152.31070606044767,8122.2657,3.407070971691151,15086.458129999999,1.0,0.9683516666666666,0.9396720210899999,0,0,0.0,10665.483919964,56.05479361032727
2024-08-27,PLT_ALA,PLT_ALA_L01,Laminacion,191.8018,0.9991699999999999,400.7211178613414,558.4799999999999,-157.75888213865852,8466.030100000002,3.762458191600377,15026.23815,1.0,0.9705000000000003,0.9698053461999999,1,0,0.0,10932.843796837,57.000736160124674
2024-08-29,PLT_ALA,PLT_ALA_L01,Laminacion,195.4636,1.0050666666666668,397.4639686364845,558.48,-161.01603136351554,8721.1235,3.5704457991948035,15108.193580000001,1.0,0.9709223333333332,0.9761510332000002,0,0,0.0,11181.336276193,57.20418674470847
2024-09-07,PLT_ALA,PLT_ALA_L01,Laminacion,168.55039999999997,0.8555933333333333,425.9066167420997,558.4799999999999,-132.57338325790022,7230.575700000001,3.249122854553527,14335.202040000002,0.8977499999999999,0.9660596666666666,0.7578317936531375,3,1,2.454,21083.500045914003,125.08721454184628
2024-09-09,PLT_ALA,PLT_ALA_L01,Laminacion,195.41379999999998,0.9982566666666665,401.38197114898776,558.48,-157.09802885101226,8924.7561,3.8735571865216563,16173.52567,1.0,0.9774493333333334,0.9757505379400001,0,0,0.0,11222.544083842,57.42963948217578
2024-09-26,PLT_ALA,PLT_ALA_L01,Laminacion,183.8075,0.9613866666666668,410.276558386021,558.48,-148.203441613979,8628.7891,4.222298264358685,15593.654680000001,1.0,0.9673506666666668,0.9299185366000001,3,0,0.0,11212.421118137,61.00089016028725
2024-10-01,PLT_ALA,PLT_ALA_L01,Laminacion,163.36839999999998,0.83391,456.71324215038726,558.48,-101.76675784961276,7748.9313,4.465119352874604,15026.23838,0.8865416666666667,0.9687639999999998,0.7340202582341834,1,1,2.723,22791.830396377998,139.51186640977082
2024-10-13,PLT_ALA,PLT_ALA_L01,Laminacion,185.0158,0.9866299999999999,406.9357263365209,558.48,-151.54427366347915,8166.0157,3.9702659138083525,15458.946600000003,1.0,0.9609516666666668,0.94823154337,3,0,0.0,10987.889612857,59.38892577205297
2024-11-19,PLT_ALA,PLT_ALA_L01,Laminacion,195.2262,0.9744999999999999,404.3198408299119,558.48,-154.1601591700881,9289.210200000001,4.277251589576546,16385.39521,1.0,0.9711526666666667,0.9462165504666668,0,0,0.0,11866.296257169999,60.78229385794529
2024-11-22,PLT_ALA,PLT_ALA_L01,Laminacion,195.2953,0.9905266666666667,403.07251308744753,558.48,-155.40748691255249,10109.249500000002,4.659210101249473,16260.23528,1.0,0.9716740000000001,0.96257821934,2,0,0.0,12648.160380648,64.76428455087245
2024-11-25,PLT_ALA,PLT_ALA_L01,Laminacion,191.88509999999997,0.9882333333333332,409.8253856017522,558.48,-148.65461439824782,9775.668,4.358037290814477,16234.74635,1.0,0.9657646666666667,0.9544252454499998,2,0,0.0,12534.665529319998,65.32380851519999
2024-02-02,PLT_ALA,PLT_ALA_L02,TratamientoTermico,150.1276,0.99829,458.91962892265263,786.5300000000001,-327.61037107734745,11268.6707,3.7559464513557823,15697.22108,1.0,0.9583016666666668,0.9564630105600002,4,0,0.0,13914.319103785001,92.68328477764915
2024-03-03,PLT_ALA,PLT_ALA_L02,TratamientoTermico,156.3913,0.9681933333333334,436.62245101141485,786.5299999999999,-349.907548988585,10441.4765,4.133764960076406,14265.13899,1.0,0.9650493333333334,0.934338882,0,0,0.0,12802.301268277999,81.86069984889184
2024-03-25,PLT_ALA,PLT_ALA_L02,TratamientoTermico,153.6248,1.05,450.894158436492,786.5299999999999,-335.6358415635079,11888.9177,4.264369458079327,14474.09231,1.0,0.9627646666666667,1.0109028999999998,1,0,0.0,14322.067172389001,93.22757245177212
2024-05-09,PLT_ALA,PLT_ALA_L02,TratamientoTermico,145.9094,1.0295500000000002,480.85569396315947,786.5299999999999,-305.6743060368404,10574.559000000001,4.115850994458067,14583.01298,1.0,0.9536206666666667,0.98188961922,2,0,0.0,13227.879831662,90.65817439905858
2024-07-15,PLT_ALA,PLT_ALA_L02,TratamientoTermico,156.1026,0.9783066666666667,433.3310435389764,786.5299999999997,-353.19895646102333,8587.8037,3.2552475328790624,13258.52675,1.0,0.9620099999999999,0.9411079657233333,1,0,0.0,10957.083096603,70.19154771671325
2025-12-26,PLT_CAN,PLT_CAN_L04,InspeccionFinal,181.0879,1.0069599999999999,406.72566672453655,294.97,111.75566672453652,9737.240899999999,3.210760137151558,16877.205109999995,1.0,0.9794730000000001,0.9861652357133334,0,0,0.0,11943.930761113003,65.95653691446532
2024-06-04,PLT_CAN,PLT_CAN_L01,Laminacion,196.91899999999998,0.9759433333333333,398.23071725943333,615.7399999999999,-217.50928274056656,11545.7724,4.158841564754884,16231.58018,1.0,0.9720849999999999,0.94882036678,0,0,0.0,14077.146501407002,71.48698958153862
2024-06-09,PLT_CAN,PLT_CAN_L01,Laminacion,197.12980000000002,0.98624,398.9621971563485,615.7399999999999,-216.7778028436514,9728.1199,4.198021090629733,16053.653139999999,1.0,0.9666999999999999,0.95409542424,1,0,0.0,12429.15418259,63.05061022022038
2024-06-16,PLT_CAN,PLT_CAN_L01,Laminacion,196.84519999999998,0.9724966666666668,388.86147948343597,615.7399999999999,-226.87852051656392,9400.8807,3.372415299749465,15741.701060000001,1.0,0.971432,0.9448098233633332,0,0,0.0,11909.752670585001,60.50313988141445
2024-06-17,PLT_CAN,PLT_CAN_L01,Laminacion,193.8841,0.9871866666666667,417.48305131707684,615.7399999999999,-198.25694868292305,11025.788499999999,4.847831717852171,16700.667680000006,1.0,0.9670106666666666,0.9544592832466666,2,0,0.0,13794.37907922,71.14755196130059
2024-07-19,PLT_CAN,PLT_CAN_L01,Laminacion,191.92000000000004,0.9855899999999999,394.0209598112129,615.7399999999999,-221.719040188787,8949.0929,3.9625624590379034,14797.41013,1.0,0.9662689999999999,0.95241190563,1,0,0.0,11567.270969897998,60.271316016558956
2024-07-23,PLT_CAN,PLT_CAN_L01,Laminacion,188.40709999999999,0.9982033333333332,415.55559346629093,615.7399999999999,-200.18440653370897,9394.9673,4.255684478072588,15246.805029999998,1.0,0.971619,0.9700648135666666,3,0,0.0,11799.145526277,62.62580086566271
2024-07-28,PLT_CAN,PLT_CAN_L01,Laminacion,187.9814,0.9449700000000002,402.1451153804142,615.7399999999999,-213.59488461958568,7948.9692000000005,3.3898973308826172,14836.9253,1.0,0.968013,0.9149556143899998,0,0,0.0,10466.25789425,55.67709302223518
2024-08-12,PLT_CAN,PLT_CAN_L01,Laminacion,196.30129999999997,0.9741966666666665,394.1264527403466,615.74,-221.6135472596534,8636.4627,2.9004431365903263,15143.979229999999,1.0,0.9691520000000001,0.9440140345466665,0,0,0.0,11190.740483485999,57.00797948605537
2024-08-16,PLT_CAN,PLT_CAN_L01,Laminacion,192.85449999999997,0.93682,389.5681006697749,615.7399999999999,-226.17189933022502,8611.046,3.580233543503572,14656.67787,1.0,0.9729446666666667,0.9112216288799999,0,0,0.0,10951.184644265,56.78469853835406
2024-08-24,PLT_CAN,PLT_CAN_L01,Laminacion,190.02779999999998,0.9656133333333333,389.1378054684986,615.7399999999999,-226.6021945315013,6916.599499999999,2.909649325689927,14361.433350000001,1.0,0.9637786666666667,0.93056225741,0,0,0.0,9585.403753526,50.44211296202977
2024-09-09,PLT_CAN,PLT_CAN_L01,Laminacion,197.9408,1.0044333333333333,377.567988376164,615.7399999999999,-238.17201162383589,8685.349,3.726271197134446,15430.88766,1.0,0.9704363333333333,0.9747859342700002,1,0,0.0,11226.996800634999,56.71896244046199
2024-09-30,PLT_CAN,PLT_CAN_L01,Laminacion,183.23260000000002,0.9042433333333332,399.0731779598782,615.7399999999999,-216.6668220401217,8237.2048,3.594925366653845,14984.818150000001,0.9398333333333334,0.9722416666666666,0.8293047513744174,1,1,1.444,17592.429914981,96.01146256168934
2024-11-04,PLT_CAN,PLT_CAN_L01,Laminacion,189.5233,0.9505033333333331,399.9346383886441,615.7399999999999,-215.8053616113558,8682.6676,3.2320655341651006,15556.980439999998,1.0,0.9724550000000001,0.9242365072799998,1,0,0.0,11091.576055458001,58.52354858456982
2025-01-06,PLT_CAN,PLT_CAN_L01,Laminacion,192.94060000000002,1.022166666666667,425.56372245647134,615.7399999999999,-190.17627754352856,11390.625199999999,4.4898513291806585,18302.028380000003,1.0,0.9653776666666668,0.9868341941666667,1,0,0.0,14342.188953718001,74.33473801635321
2025-01-31,PLT_CAN,PLT_CAN_L01,Laminacion,192.66020000000003,1.0066833333333334,427.9820065192719,615.74,-187.7579934807281,11445.0872,3.6235582648209124,18306.77249,1.0,0.9666583333333333,0.973079965,1,0,0.0,14323.074885774999,74.34371440377927
2025-03-25,PLT_CAN,PLT_CAN_L01,Laminacion,199.41429999999997,1.02002,412.5042580383944,615.7399999999999,-203.23574196160547,14043.474199999999,5.64562479533246,17012.90452,1.0,0.9690213333333334,0.9884719905533332,0,0,0.0,16780.872062013004,84.15079591590477
2025-05-12,PLT_CAN,PLT_CAN_L01,Laminacion,194.7908,1.0187066666666664,414.55915044321495,615.7399999999999,-201.18084955678495,11797.001,5.460608353944455,16742.223509999996,1.0,0.9703099999999999,0.9883806541066669,1,0,0.0,14434.974933551,74.1050138587192
2025-06-17,PLT_CAN,PLT_CAN_L01,Laminacion,194.5236,1.0162833333333336,416.89907966944725,615.7399999999999,-198.84092033055265,11173.912999999999,4.649119717613539,16746.75177,1.0,0.9700300000000001,0.9857109244833334,1,0,0.0,13821.373497605002,71.05242498907589
2025-08-05,PLT_CAN,PLT_CAN_L01,Laminacion,197.571,0.9670333333333333,401.54804928525664,615.7399999999999,-214.19195071474326,9529.2518,3.584805828489767,15528.619219999999,1.0,0.9711043333333332,0.9390830833633332,0,0,0.0,12048.967549021001,60.98550672427128
2025-08-15,PLT_CAN,PLT_CAN_L01,Laminacion,194.01479999999998,0.9818266666666667,399.89628435320265,615.74,-215.84371564679736,8642.3855,2.927226077317379,15125.90906,1.0,0.9683026666666666,0.9509258687900001,1,0,0.0,11198.566253583998,57.72016492341821
2025-08-18,PLT_CAN,PLT_CAN_L01,Laminacion,170.45469999999997,0.8591199999999999,492.99323822706225,615.74,-122.74676177293776,8791.728,4.390881621803897,15258.0412,0.8746666666666668,0.9645110000000002,0.7552034249021599,1,0,0.0,11277.046996156,66.15861572697028
2025-10-12,PLT_CAN,PLT_CAN_L01,Laminacion,200.20730000000003,0.9344133333333332,366.66061501290324,615.7399999999999,-249.07938498709666,7278.675800000001,2.725744327654858,15154.846599999999,1.0,0.9686373333333335,0.90524572746,1,0,0.0,9883.126098441,49.364464225035746
2025-11-22,PLT_CAN,PLT_CAN_L01,Laminacion,193.9512,0.9908533333333335,392.25605206556634,615.7399999999999,-223.48394793443356,8254.871500000001,3.1840897445914504,15728.39975,1.0,0.9661789999999999,0.9573613220233335,0,0,0.0,10967.413564134,56.5472838741601
2025-12-02,PLT_CAN,PLT_CAN_L01,Laminacion,201.2161,0.98775,395.64146969213726,615.7399999999999,-220.09853030786263,9532.7571,4.054338642376391,17626.15863,1.0,0.9747910000000001,0.96278135136,0,0,0.0,12096.83128002,60.11860522105338
2025-12-06,PLT_CAN,PLT_CAN_L01,Laminacion,186.9621,0.92482,399.1893698426821,615.7399999999999,-216.5506301573178,8488.913299999998,3.453702779915536,16499.13484,0.9470833333333332,0.9697613333333331,0.8549637544108499,0,1,2.037,20996.291251242,112.30239311198366
2025-12-19,PLT_CAN,PLT_CAN_L01,Laminacion,165.2917,0.8719700000000001,544.3236624404168,615.7399999999999,-71.4163375595831,10681.4105,5.501249827735592,18187.065730000002,0.864,0.9626683333333336,0.768583039866,1,0,0.0,13457.911296504,81.41915956157509
2025-12-29,PLT_CAN,PLT_CAN_L01,Laminacion,164.5482,0.8567633333333334,466.47607471470155,615.7399999999999,-149.26392528529834,9911.5324,4.268414828809805,16986.695860000003,0.858625,0.9719383333333335,0.722511429676825,1,1,3.393,28838.810092139,175.2605625107962
2024-01-05,PLT_CAN,PLT_CAN_L01,Laminacion,204.0032,1.02006,383.38069638256496,615.7399999999999,-232.35930361743493,10488.6511,3.3382270014371316,17454.75884,1.0,0.9688313333333333,0.9884526750933335,1,0,0.0,13305.346368528002,65.22126304159936
2024-01-12,PLT_CAN,PLT_CAN_L01,Laminacion,197.65329999999997,1.00583,405.4520521118477,615.74,-210.2879478881523,11296.8389,4.0216898529917335,17824.992560000002,1.0,0.9693670000000001,0.9749577300733335,0,0,0.0,14076.438920571998,71.21782899942475
