iniciativa_id,planta_id,linea_id,categoria_iniciativa,tipo_iniciativa,quick_win_flag,initiative_class,mandatory_flag,compliance_flag,reliability_flag,financial_maturity_stage,financial_use_level,committee_claim_allowed_flag,committee_claim_caveat,capex_estimado,gross_technical_value,avoided_loss,net_captured_value,downside_adjusted_annual,annual_saving_proxy,discounted_value,downside_adjusted_value,cost_of_delay_12m,value_at_risk_95,screening_var_95_npv,robust_risk_metric_candidate_npv,npv_base,npv_risk_adjusted,irr_proxy_pct,screening_irr_pct,formal_irr_candidate_pct,formal_irr_candidate_flag,payback_months,implementation_burden,strategic_relevance_score,capital_efficiency,energy_saving_score,operational_impact_score,emissions_reduction_score,implementation_feasibility_score,payback_score,strategic_priority_score,financial_resilience_score,uncertainty_index,portfolio_objective_score,score_scaling_method,score_scale_version,component_score_comparability_tag,improvement_priority_comparability_tag,portfolio_objective_comparability_tag,objective_value_eur,improvement_priority_index,initiative_tier,selected_portfolio_flag,selection_variable_x,selection_model,optimizer_status,optimality_degree,portfolio_wave,portfolio_constraint_reason,portfolio_npv_contribution,portfolio_downside_value_contribution,recommended_sequence,main_business_case,decision_rule
INI_0000045,PLT_CAN,PLT_CAN_L04,EficienciaEnergetica,QuickWinOperativo,1,discretionary,0,0,0,screening,screening financiero,0,No committee-grade: usar solo para screening/pre-feasibility.,10541.91,573650.2239363726,121129.44865461424,389427.333564996,278551.3111734571,389427.333564996,1697861.922610395,1211452.7641564815,364148.8741880406,135791.21697236292,590189.2922991196,737736.6153738996,2452859.4110273304,1697861.922610395,250.0,250.0,0.0,0.0,2.0,39.13777867452004,29.251500000000007,135.01006953195892,34.5637774234964,0.0,100.0,80.01203666339443,100.0,0.7259089068825977,69.48274430080492,70.98107077008804,65.56337202454925,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,contextual_comparable_inter_release,contextual_comparable_inter_release,1401955.2248290651,51.39417018454854,Tier 4,0,0,branch_and_bound_binary_selection,solved_exact,exact_for_formulation,BACKLOG,dominada_por_funcion_objetivo,0.0,0.0,OLA_11,Optimización incremental orientada a valor,analizar técnicamente
INI_0000025,PLT_ALA,PLT_ALA_L03,EficienciaEnergetica,QuickWinOperativo,1,discretionary,0,0,0,screening,screening financiero,0,No committee-grade: usar solo para screening/pre-feasibility.,42037.59,663214.7323571058,163655.99572984467,471784.9814589719,339685.1866504598,471784.9814589719,2027666.3085785755,1448149.2169765749,441160.53252958576,161635.38908361577,702512.0862077035,878140.1077596293,2838040.498331112,2027666.3085785755,250.0,250.0,0.0,0.0,4.0,37.452617277918385,49.64375,40.379546973155485,44.97571018181043,0.0,100.0,97.24196502308956,100.0,34.5050354251012,79.6040032160653,59.74879137922966,64.65294875070072,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,contextual_comparable_inter_release,contextual_comparable_inter_release,1677887.1946621528,59.60484848646505,Tier 3,1,1,branch_and_bound_binary_selection,solved_exact,exact_for_formulation,OLA_1,seleccionada_modelo_optimizacion,2027666.3085785755,1448149.2169765749,OLA_12,Optimización incremental orientada a valor,ejecutar ahora
INI_0000027,PLT_ALA,PLT_ALA_L03,OptimizacionProceso,ControlAvanzado,0,discretionary,0,0,0,screening,screening financiero,0,No committee-grade: usar solo para screening/pre-feasibility.,212192.64,1016568.111937514,292449.52016357984,585579.3433527387,416206.92858545174,585579.3433527387,2238722.3063198617,1529821.988097103,536840.9467336743,203532.93840745592,837195.3223414293,1046494.1529267867,3876683.5688574896,2238722.3063198617,250.0,250.0,221.96378213091918,0.0,10.0,66.22140493182715,59.567000000000014,8.410440374040451,58.675924198376244,0.0,100.0,41.48974350062757,86.66666666666667,50.294376518218634,81.37463114695782,46.28046776585707,63.04912400903785,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,contextual_comparable_inter_release,contextual_comparable_inter_release,1789167.2043979773,53.88747776223218,Tier 3,1,1,branch_and_bound_binary_selection,solved_exact,exact_for_formulation,OLA_2,seleccionada_modelo_optimizacion,2238722.3063198617,1529821.988097103,OLA_13,Optimización incremental orientada a valor,ejecutar en siguiente ola
INI_0000023,PLT_ALA,PLT_ALA_L02,OptimizacionProceso,ControlAvanzado,0,discretionary,0,0,0,screening,screening financiero,0,No committee-grade: usar solo para screening/pre-feasibility.,222808.96,996703.4115078023,269461.7830588395,577624.6973829448,412193.59171992016,577624.6973829448,2194812.1877571847,1502408.034403214,529548.3744771034,199555.41301879648,820834.9135902023,1026043.6419877531,3809366.9403766366,2194812.1877571847,247.60338513351113,247.60338513351113,210.42433885600244,0.0,10.0,61.33840729319482,51.231,7.889646091492198,57.83031144254568,0.0,100.0,53.033934738946606,86.66666666666667,36.553129554655875,80.26243038850572,47.916508640979764,60.61991751190483,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,contextual_comparable_inter_release,contextual_comparable_inter_release,1757628.528483533,53.94735966473662,Tier 3,1,1,branch_and_bound_binary_selection,solved_exact,exact_for_formulation,OLA_2,seleccionada_modelo_optimizacion,2194812.1877571847,1502408.034403214,OLA_14,Optimización incremental orientada a valor,ejecutar en siguiente ola
INI_0000005,PLT_BIZ,PLT_BIZ_L02,EficienciaEnergetica,QuickWinOperativo,1,discretionary,0,0,0,screening,screening financiero,0,No committee-grade: usar solo para screening/pre-feasibility.,22150.41,586422.9934063714,124665.4746148472,406549.964884273,290629.7406878232,406549.964884273,1761369.79593334,1252831.9039437482,380160.0433604035,142921.81972810786,621170.8362136446,776463.5452670557,2492374.597271597,1761369.79593334,250.0,250.0,0.0,0.0,3.0,35.917139555564525,38.203,67.01927891031715,37.14974341298541,0.0,100.0,97.88174740740367,100.0,14.516999999999992,71.0479751346028,67.88291637863554,60.56040640153841,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,contextual_comparable_inter_release,contextual_comparable_inter_release,1449841.2711131566,55.76286581581201,Tier 3,0,0,branch_and_bound_binary_selection,solved_exact,exact_for_formulation,BACKLOG,dominada_por_funcion_objetivo,0.0,0.0,OLA_15,Optimización incremental orientada a valor,analizar técnicamente
INI_0000011,PLT_BIZ,PLT_BIZ_L03,OptimizacionProceso,ControlAvanzado,0,discretionary,0,0,0,pre_feasibility,pre-feasibility,0,No committee-grade: usar solo para screening/pre-feasibility.,251616.61,1009261.2809034334,250026.40023656376,575912.2238113971,409271.7544964792,575912.2238113971,2158837.059738487,1461371.1713974334,527978.431917069,202069.2418723671,831175.9123449994,1038969.8904312492,3806046.613705588,2158837.059738487,235.50745168725894,235.50745168725894,189.64410245793545,1.0,11.0,66.62981413519672,57.25525,6.878066206481647,58.13519624131438,0.0,100.0,41.04579542977914,83.33333333333333,47.31143016194332,77.97235783025256,46.88240876550006,59.98040388116655,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,contextual_comparable_inter_release,contextual_comparable_inter_release,1710972.020094653,52.71477393358154,Tier 3,1,1,branch_and_bound_binary_selection,solved_exact,exact_for_formulation,OLA_2,seleccionada_modelo_optimizacion,2158837.059738487,1461371.1713974334,OLA_16,Optimización incremental orientada a valor,ejecutar en siguiente ola
INI_0000016,PLT_BIZ,PLT_BIZ_L04,TransformacionIndustrial,CAPEXTransformacional,0,discretionary,0,0,0,business_case_candidate,business case candidate (no final),1,Candidato para comité con caveat: requiere business case corporativo auditado.,1474484.18,2788837.311949458,597685.6015702281,1113410.0688432483,797678.3414500455,1113410.0688432483,2498829.545976484,1372109.7135601903,958302.297874049,384379.8631586069,1291953.7816409096,1614942.227051137,7766501.747892346,2498829.545976484,88.7153884262267,88.7153884262267,46.54441317835423,1.0,32.0,92.57849827930737,95.233,1.1410107576380968,100.0,2.1526246781620433,100.0,1.4639300225108371,13.333333333333329,100.0,65.12441631733454,0.8046218359090318,59.695084341520754,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,contextual_comparable_inter_release,contextual_comparable_inter_release,1715690.290273917,48.75314158710868,Tier 4,1,1,branch_and_bound_binary_selection,solved_exact,exact_for_formulation,OLA_2,seleccionada_modelo_optimizacion,2498829.545976484,1372109.7135601903,OLA_17,Candidato business case (requiere cierre financiero corporativo),ejecutar en siguiente ola
INI_0000014,PLT_BIZ,PLT_BIZ_L04,Confiabilidad,MantenimientoPredictivo,0,reliability-protection,0,0,1,screening,screening financiero,0,No committee-grade: usar solo para screening/pre-feasibility.,131768.54,745211.7027162377,409068.9006441709,491420.96063789906,353587.3103890406,491420.96063789906,1944626.597712375,1362239.7153572275,452299.076008623,157363.60476062234,654775.932060062,818469.9150750773,2957669.913458218,1944626.597712375,250.0,250.0,122.68296624207893,0.0,8.0,56.890664034391634,60.42125,11.282902390640725,43.28040296113778,0.0,100.0,55.51938623567015,93.33333333333333,53.63725202429151,76.05489208803507,64.52240679399381,58.25665073216827,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,contextual_comparable_inter_release,contextual_comparable_inter_release,1594175.7081220425,54.46935348409366,Tier 3,1,1,branch_and_bound_binary_selection,solved_exact,exact_for_formulation,OLA_2,seleccionada_modelo_optimizacion,1944626.597712375,1362239.7153572275,OLA_18,Confiabilidad y disponibilidad estructural,ejecutar en siguiente ola
INI_0000003,PLT_BIZ,PLT_BIZ_L01,OptimizacionProceso,ControlAvanzado,0,discretionary,0,0,0,screening,screening financiero,0,No committee-grade: usar solo para screening/pre-feasibility.,211708.36,918378.9036042703,227576.42485764148,555914.47967501,398600.4161999538,555914.47967501,2115045.687214359,1456615.0341968175,509645.1214672022,190675.6139818573,784306.94352719,980383.6794089875,3529205.306213093,2115045.687214359,248.63665714908757,248.63665714908757,213.3268484892494,0.0,10.0,66.2159290071447,43.5795,8.065353197687875,55.26461695753408,0.0,100.0,48.43983263591193,86.66666666666667,22.19888056680161,78.5697034375867,51.569305647281,57.63694346898269,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,contextual_comparable_inter_release,contextual_comparable_inter_release,1703367.0978293356,51.40551669981018,Tier 4,1,1,branch_and_bound_binary_selection,solved_exact,exact_for_formulation,OLA_2,seleccionada_modelo_optimizacion,2115045.687214359,1456615.0341968175,OLA_19,Optimización incremental orientada a valor,ejecutar en siguiente ola
INI_0000001,PLT_BIZ,PLT_BIZ_L01,EficienciaEnergetica,QuickWinOperativo,1,discretionary,0,0,0,screening,screening financiero,0,No committee-grade: usar solo para screening/pre-feasibility.,32927.74,603388.8767211423,126793.56285618892,423548.2234278249,304298.72540147393,423548.2234278249,1825163.2203220013,1302019.922700646,396054.9130274267,147056.93648727942,639142.7976928595,798928.4971160745,2577268.839540139,1825163.2203220013,250.0,250.0,0.0,0.0,3.0,36.867263726649114,32.174,46.76213582881762,39.246432782360685,0.0,100.0,97.48586233611843,100.0,4.496931174089073,73.24765620181083,66.08572023071405,57.62909845597708,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,contextual_comparable_inter_release,contextual_comparable_inter_release,1507481.2989871455,55.23690923496155,Tier 3,0,0,branch_and_bound_binary_selection,solved_exact,exact_for_formulation,BACKLOG,dominada_por_funcion_objetivo,0.0,0.0,OLA_20,Optimización incremental orientada a valor,analizar técnicamente
INI_0000041,PLT_CAN,PLT_CAN_L03,EficienciaEnergetica,QuickWinOperativo,1,discretionary,0,0,0,screening,screening financiero,0,No committee-grade: usar solo para screening/pre-feasibility.,35045.7,591709.3270115245,134078.72027321593,411663.6971219879,294311.0147091979,411663.6971219879,1770908.2669995688,1256086.2318697225,384941.8336374657,144209.48883368887,626770.3476352431,783462.9345440539,2501934.677077809,1770908.2669995688,250.0,250.0,0.0,0.0,4.0,42.016658004072355,45.17575,42.38663766672063,37.63359711234387,0.0,100.0,85.75694805385875,100.0,26.499189271255062,71.11410705256003,67.32296523647568,57.384087301503314,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,contextual_comparable_inter_release,contextual_comparable_inter_release,1454644.0565156327,55.33339969657905,Tier 3,0,0,branch_and_bound_binary_selection,solved_exact,exact_for_formulation,BACKLOG,dominada_por_funcion_objetivo,0.0,0.0,OLA_21,Optimización incremental orientada a valor,analizar técnicamente
INI_0000018,PLT_ALA,PLT_ALA_L01,Confiabilidad,MantenimientoPredictivo,0,reliability-protection,0,0,1,screening,screening financiero,0,No committee-grade: usar solo para screening/pre-feasibility.,147822.27,760974.0728675551,438769.87944927893,503297.01877636946,356762.3802450993,503297.01877636946,1978752.634855192,1359601.570240826,463229.6844948428,166328.647873367,692077.5979477719,865096.9974347148,2926058.685004912,1978752.634855192,250.0,250.0,183.81820438079785,0.0,8.0,62.166185335834896,53.480500000000006,10.050170128631708,44.61305533588201,0.0,100.0,46.8208792350688,93.33333333333333,42.64334615384617,75.25007287144265,60.79224020522281,56.73603676545509,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,contextual_comparable_inter_release,contextual_comparable_inter_release,1592634.0993826322,52.1144104749283,Tier 3,1,1,branch_and_bound_binary_selection,solved_exact,exact_for_formulation,OLA_2,seleccionada_modelo_optimizacion,1978752.634855192,1359601.570240826,OLA_22,Confiabilidad y disponibilidad estructural,ejecutar en siguiente ola
INI_0000035,PLT_CAN,PLT_CAN_L01,OptimizacionProceso,ControlAvanzado,0,discretionary,0,0,0,pre_feasibility,pre-feasibility,0,No committee-grade: usar solo para screening/pre-feasibility.,424095.35,1086674.651242558,322956.0283574183,601233.1525014174,428312.0572658339,601233.1525014174,2092337.8821761732,1368584.727872032,551191.8725625309,207222.76516270664,852378.5412678883,1065473.1765848603,3956729.3844631794,2092337.8821761732,164.2960931613662,164.2960931613662,122.33022125727445,1.0,14.0,67.88096430965086,44.73125,3.825191918359056,60.37935248669108,0.0,100.0,32.3822693848677,73.33333333333333,25.92563259109312,72.83348735726435,44.762145873211175,53.83000213553838,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,contextual_comparable_inter_release,contextual_comparable_inter_release,1615319.2966682252,47.97102895844811,Tier 4,0,0,branch_and_bound_binary_selection,solved_exact,exact_for_formulation,BACKLOG,dominada_por_funcion_objetivo,0.0,0.0,OLA_23,Optimización incremental orientada a valor,mantener en pipeline
INI_0000038,PLT_CAN,PLT_CAN_L02,Confiabilidad,MantenimientoPredictivo,0,reliability-protection,0,0,1,screening,screening financiero,0,No committee-grade: usar solo para screening/pre-feasibility.,194273.08,706406.2092155734,393433.7800042524,473917.0322268609,338469.1830554398,473917.0322268609,1808162.9172712208,1235856.731820636,436188.630421286,154400.95475277217,642446.5176073513,803058.1470091892,2693687.4635066353,1808162.9172712208,240.11817597987863,240.11817597987863,197.3011764467498,0.0,10.0,62.821064861211354,59.4465,6.987313555536814,41.2131967314698,0.0,100.0,46.22543769671748,86.66666666666667,52.379491902834026,69.7949665702961,65.75534823926486,52.752414953939045,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,contextual_comparable_inter_release,contextual_comparable_inter_release,1451162.6350330412,51.27696736550332,Tier 4,1,1,branch_and_bound_binary_selection,solved_exact,exact_for_formulation,OLA_2,seleccionada_modelo_optimizacion,1808162.9172712208,1235856.731820636,OLA_24,Confiabilidad y disponibilidad estructural,ejecutar en siguiente ola
INI_0000007,PLT_BIZ,PLT_BIZ_L02,OptimizacionProceso,ControlAvanzado,0,discretionary,0,0,0,screening,screening financiero,0,No committee-grade: usar solo para screening/pre-feasibility.,232285.42,892245.705401286,222968.36860658205,512167.1400376943,364748.1840975332,512167.1400376943,1911366.1838034736,1294351.0404483136,469538.91981481714,178641.35624679836,734809.7160129446,918512.1450161808,3365601.4736334626,1911366.1838034736,231.4245776934388,231.4245776934388,183.21648780397595,1.0,11.0,61.43823078615249,49.76775,6.590193833905245,49.84811654439943,0.0,100.0,52.92653286688092,83.33333333333333,32.42443623481782,71.13686963500255,56.519028398705544,52.57924756347234,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,contextual_comparable_inter_release,contextual_comparable_inter_release,1516127.8773711643,51.126610201147585,Tier 4,0,0,branch_and_bound_binary_selection,solved_exact,exact_for_formulation,BACKLOG,dominada_por_funcion_objetivo,0.0,0.0,OLA_25,Optimización incremental orientada a valor,analizar técnicamente
