iniciativa_id,planta_id,linea_id,macro_scenario,scenario_key,escenario_label,reduccion_consumo_pct,mejora_sec_pct,mejora_oee_pct,reduccion_paradas_pct,reduccion_emisiones_pct,baseline_energy_exposure,baseline_non_energy_exposure,baseline_emission_cost,baseline_economic_exposure,gross_technical_value_energy,avoided_loss,gross_technical_value_emissions,gross_technical_value,implementation_opex,net_operational_value,net_captured_value,downside_adjusted_annual,discounted_value,downside_adjusted_value,cost_of_delay_12m,capital_efficiency,screening_irr_pct,formal_irr_candidate_pct,formal_irr_candidate_flag,screening_var_95_npv,robust_risk_metric_candidate_npv,capex_estimado,capex_base,capex_overrun_pct,success_probability,expected_capture_rate,downside_capture_rate,capture_shortfall_pct,start_delay_months,ramp_up_months,ramp_up_penalty_value,dependency_penalty_pct,conflict_penalty_pct,npv_base,npv_risk_adjusted,irr_proxy_pct,payback_meses,downside_annual_savings_p20,value_at_risk_95,implementation_burden,strategic_relevance_score,facilidad_ejecucion,financial_maturity_stage,financial_use_label,committee_wording_status,assumption_energy_price_mult,assumption_carbon_cost_eur_ton,assumption_margin_operativo_mult,gross_annual_savings,net_annual_savings,risk_adjusted_annual_savings
INI_0000003,PLT_BIZ,PLT_BIZ_L01,AltaDemanda,optimizacion_parametros,Optimización de Parámetros de Proceso,6.817025583333333,7.341412166666668,3.6402799999999997,11.536504833333334,6.292638999999999,8952671.718289534,3138176.087907354,1032817.2024645013,13123665.008661387,610305.9214276454,256410.77641230304,64991.45808099017,931708.1559209385,6067.329068666668,925640.8268522718,682512.9811269367,489710.49427216774,2607287.557468065,1807961.634999467,623248.0741842671,8.133208456241483,250.0,218.9232905514654,0.0,799325.922468598,999157.4030857475,222293.778,211708.36,0.05,0.7390515,0.7390515,0.5321170799999999,0.06,2.0,7.0,284380.4088028902,0.0,0.0,3615253.755064855,2607287.557468065,250.0,10.0,489710.49427216774,192802.486854769,65.68424994405765,43.579499999999996,58,screening,screening_financiero,not_committee_grade_proxy,1.2215041666666666,90.0,1.12,931708.1559209385,925640.8268522718,682512.9811269367
INI_0000003,PLT_BIZ,PLT_BIZ_L01,ShockEnergia,optimizacion_parametros,Optimización de Parámetros de Proceso,7.219479583333334,7.774824166666668,3.6402799999999997,12.217580833333335,6.664135,12390289.263981827,2745904.0769189345,1084458.0625877264,16220651.403488487,894514.40372911,235716.45786877626,72269.74930923058,1202500.610907117,5936.635304833335,1196563.9756022836,902484.2742007939,648126.4195392183,3523484.8410220393,2468960.9594517406,824118.517055166,11.32241294201072,250.0,285.9770464329221,0.0,1054523.8815702987,1318154.8519628732,218059.6108,211708.36,0.03,0.7554432,0.7554432,0.543919104,0.04,2.0,7.0,376035.1142503307,0.0,0.0,4742688.661661043,3523484.8410220393,250.0,9.0,648126.4195392183,254357.85466157563,65.63816010100703,43.579499999999996,58,screening,screening_financiero,not_committee_grade_proxy,1.6905333333333332,94.5,0.98,1202500.610907117,1196563.9756022836,902484.2742007939
INI_0000004,PLT_BIZ,PLT_BIZ_L01,RestriccionOperativa,capex_mayor,CAPEX Mayor,16.305773333333335,14.777107083333332,6.40572,21.4013275,17.324884166666667,8337402.094509198,2661845.7888499876,1032817.2024645013,12032065.085823687,1359477.8874192557,406673.8454153164,178934.383980382,1945086.116814954,3494.814070625,1941591.302744329,874776.3001372943,628860.3881590769,1091748.0709173386,346893.01883574075,709992.8114430173,0.22267233856258686,56.152321866971356,24.27978513414587,1.0,744855.0520815979,931068.8151019973,1557863.0964000002,1442465.83,0.08,0.5131060000000001,0.45153328000000004,0.3251039616,0.12,9.0,23.0,855759.4240473532,12.0,0.0,4323025.5345679205,1091748.0709173386,56.152321866971356,48.0,628860.3881590769,245915.91197821742,93.72838493868977,50.05799999999999,30,pre_feasibility,pre_feasibility,not_committee_grade_proxy,1.1375566666666663,90.0,0.95,1945086.116814954,1941591.302744329,874776.3001372943
INI_0000004,PLT_BIZ,PLT_BIZ_L01,Base,capex_mayor,CAPEX Mayor,14.816232000000001,13.427210249999998,6.40572,19.4463045,15.7422465,7448013.56719903,2801942.9356315657,1032817.2024645013,11282773.705295095,1103514.9695076842,394219.32238167635,162588.62990636588,1660322.9217957265,3474.2720945,1656848.6497012265,868332.736586181,624226.7741555902,1656265.2463024252,785149.0257298625,747366.3837568089,0.5443103118289204,60.19780285444827,34.62152990638215,1.0,871116.2205725627,1088895.2757157034,1442465.83,1442465.83,0.0,0.5966849999999999,0.5250828,0.37805961599999993,0.0,6.0,14.0,759791.1445129083,12.0,0.0,4470162.110003209,1656265.2463024252,60.19780285444827,37.0,624226.7741555902,244105.96243059076,83.54393954866583,50.05799999999999,30,business_case_candidate,business_case_candidate_not_final,candidate_with_caveat,1.0162083333333334,90.0,1.0,1660322.9217957265,1656848.6497012265,868332.736586181
INI_0000004,PLT_BIZ,PLT_BIZ_L01,AltaDemanda,capex_mayor,CAPEX Mayor,16.780370666666666,15.207210916666666,6.40572,22.0242365,17.829143833333333,8952671.718289534,3138176.087907354,1032817.2024645013,13123665.008661387,1502291.4988988196,491529.5740061882,184142.46456280546,2177963.537467813,3559.8564235000003,2174403.681044313,1065561.4112864034,766207.4563276304,2092048.4441393912,1078816.1630701965,899308.1496949373,0.7122830527145024,70.35316681999576,37.6603005272517,1.0,1013232.2810691947,1266540.3513364934,1514589.1215000001,1442465.83,0.05,0.5578194999999999,0.4908811599999999,0.35343443519999995,0.06,7.0,17.0,987211.3075153443,12.0,0.0,5845180.025405725,2092048.4441393912,70.35316681999576,36.0,766207.4563276304,299353.954958773,86.99420374263251,50.05799999999999,30,business_case_candidate,business_case_candidate_not_final,candidate_with_caveat,1.2215041666666666,90.0,1.12,2177963.537467813,2174403.681044313,1065561.4112864034
INI_0000004,PLT_BIZ,PLT_BIZ_L01,ShockEnergia,capex_mayor,CAPEX Mayor,17.771026666666668,16.104992916666667,6.40572,23.324472500000002,18.881715833333335,12390289.263981827,2745904.0769189345,1084458.0625877264,16220651.403488487,2201881.6091793478,452156.375763496,204764.28970948665,2858802.27465233,3483.1750651250004,2855319.0995872053,1431385.6388802852,1029622.3709755704,3410834.500660975,2036457.3648952798,1212756.8481954727,1.3706689140177857,96.34160935579341,51.94100468084558,1.0,1374377.1357656952,1717971.419707119,1485739.8049,1442465.83,0.03,0.5703552,0.5019125759999999,0.3613770547199999,0.04,7.0,16.0,1319558.635842763,12.0,0.0,8281915.924937557,3410834.500660975,96.34160935579341,30.0,1029622.3709755704,401763.2679047148,85.83700260985191,50.05799999999999,30,business_case_candidate,business_case_candidate_not_final,candidate_with_caveat,1.6905333333333332,94.5,0.98,2858802.27465233,2855319.0995872053,1431385.6388802852
INI_0000005,PLT_BIZ,PLT_BIZ_L02,RestriccionOperativa,quick_wins_operativos,Quick Wins Operativos,4.98478125,5.538645833333334,1.5208050000000002,6.646375,4.430916666666667,7437484.280638096,2428904.8608719655,913262.8005971989,10779651.94210726,370742.32189294515,116214.51789112,40465.91364212806,527422.7534261933,7494.8896183333345,519927.86380785995,416663.7629145456,297899.34020533954,1770240.3186429285,1258838.263617505,386551.3070463538,52.62164379038687,250.0,0.0,0.0,511402.0550254234,639252.5687817793,23922.4428,22150.41,0.08,0.8042100000000001,0.8042100000000001,0.5790312000000001,0.12,1.0,5.0,104165.9407286364,0.0,0.0,2214897.6680622683,1770240.3186429285,250.0,4.0,297899.34020533954,118764.42270920606,37.11963790984578,38.202999999999996,88,screening,screening_financiero,not_committee_grade_proxy,1.1375566666666663,90.0,0.95,527422.7534261933,519927.86380785995,416663.7629145456
INI_0000005,PLT_BIZ,PLT_BIZ_L02,Base,quick_wins_operativos,Quick Wins Operativos,4.52941875,5.032687500000001,1.5208050000000002,6.039225,4.02615,6644094.0715218065,2556741.9588125953,913262.8005971989,10114098.8309316,300938.8426431471,112292.69743844167,36769.33024624413,450000.87032783293,7450.835817333334,442550.0345104996,406549.964884273,290629.7406878232,1761369.79593334,1252831.9039437482,380160.0433604035,56.560212833249956,250.0,0.0,0.0,508537.89198959176,635672.3649869896,22150.41,22150.41,0.0,0.927485,0.92,0.6624,0.0,1.0,3.0,67758.3274807122,0.0,0.0,1919300.818290357,1761369.79593334,250.0,3.0,290629.7406878232,115920.2241964498,34.71297818877546,38.202999999999996,88,screening,screening_financiero,not_committee_grade_proxy,1.0162083333333334,90.0,1.0,450000.87032783293,442550.0345104996,406549.964884273
INI_0000005,PLT_BIZ,PLT_BIZ_L02,AltaDemanda,quick_wins_operativos,Quick Wins Operativos,5.129868749999999,5.6998541666666656,1.5208050000000002,6.839824999999998,4.559883333333333,7986343.278122941,2863550.993870107,913262.8005971989,11763157.072590247,409688.92809215427,140593.03551719888,41643.7182339649,591925.681843318,7634.377798666667,584291.3040446513,506613.78470487555,362624.29920388374,2178680.944523566,1552847.1135235375,471859.6471245857,66.76634937590588,250.0,0.0,0.0,625833.8310000284,782292.2887500355,23257.930500000002,22150.41,0.05,0.8687715,0.8687715,0.62551548,0.06,1.0,4.0,105544.53848018247,0.0,0.0,2516297.3985434384,2178680.944523566,250.0,3.0,362624.29920388374,143989.4855009918,35.94101508762422,38.202999999999996,88,screening,screening_financiero,not_committee_grade_proxy,1.2215041666666666,90.0,1.12,591925.681843318,584291.3040446513,506613.78470487555
INI_0000005,PLT_BIZ,PLT_BIZ_L02,ShockEnergia,quick_wins_operativos,Quick Wins Operativos,5.43271875,6.0363541666666665,1.5208050000000002,7.243625,4.829083333333333,11052913.196319649,2505607.1196363433,958925.9406270589,14517446.256583052,600473.6876376818,129561.64761262824,46307.332777831194,776342.6680281414,7469.928902333334,768872.739125808,681862.7371897516,488849.5906839678,2940823.481899233,2101913.9150596983,635086.3720480669,92.12890964172594,250.0,0.0,0.0,838909.5668395348,1048636.9585494185,22814.922300000002,22150.41,0.03,0.8879232,0.8879232,0.639304704,0.04,1.0,4.0,142054.73691453156,0.0,0.0,3319002.5041903234,2940823.481899233,250.0,3.0,488849.5906839678,193013.14650578378,35.89492703601264,38.202999999999996,88,screening,screening_financiero,not_committee_grade_proxy,1.6905333333333332,94.5,0.98,776342.6680281414,768872.739125808,681862.7371897516
INI_0000006,PLT_BIZ,PLT_BIZ_L02,RestriccionOperativa,mantenimiento_restauracion,Mantenimiento y Restauración de Performance,2.769322916666667,3.3231875,2.915276,19.939125,2.4370041666666666,7437484.280638096,2428904.8608719655,913262.8005971989,10779651.94210726,205967.95660719177,271267.5229390266,22256.252503170428,499491.7320493888,7518.93052875,491972.8015206388,339409.0458669376,242269.21247614504,1246727.794265304,855520.6819023862,306278.4767875868,7.119857999345549,250.0,182.98080924569155,0.0,391207.11236291775,489008.8904536472,120159.79560000001,111259.07,0.08,0.694562,0.694562,0.50008464,0.12,3.0,8.0,183846.56651125787,0.0,0.0,1861141.3074161643,1246727.794265304,250.0,12.0,242269.21247614504,97139.83339079257,63.52103074463107,41.936499999999995,67,screening,screening_financiero,not_committee_grade_proxy,1.1375566666666663,90.0,0.95,499491.7320493888,491972.8015206388,339409.0458669376
INI_0000006,PLT_BIZ,PLT_BIZ_L02,Base,mantenimiento_restauracion,Mantenimiento y Restauración de Performance,2.5163437500000003,3.0196125,2.915276,18.117675,2.2143824999999997,6644094.0715218065,2556741.9588125953,913262.8005971989,10114098.8309316,167188.24591285954,261638.94243193584,20223.131635434267,449050.31998022966,7474.735419,441575.5845612297,353061.0307383267,252111.01621427518,1380525.5022111093,953982.6070166462,324953.94126109174,8.574425500920025,250.0,242.26283030968244,0.0,426542.8951944631,533178.6189930788,111259.07,111259.07,0.0,0.802885,0.802885,0.5780772,0.0,2.0,5.0,117687.01024610893,0.0,0.0,1754524.9932708363,1380525.5022111093,250.0,8.0,252111.01621427518,100950.01452405154,60.003253493802944,41.936499999999995,67,screening,screening_financiero,not_committee_grade_proxy,1.0162083333333334,90.0,1.0,449050.31998022966,441575.5845612297,353061.0307383267
INI_0000006,PLT_BIZ,PLT_BIZ_L02,AltaDemanda,mantenimiento_restauracion,Mantenimiento y Restauración de Performance,2.8499270833333328,3.419912499999999,2.915276,20.519474999999996,2.507935833333333,7986343.278122941,2863550.993870107,913262.8005971989,11763157.072590247,227604.96005119683,328341.0229794312,22904.045028680695,578850.0280593088,7658.866137,571191.1619223087,427432.3103287093,305606.7809183107,1672175.9147240855,1162280.860766528,391856.66083716904,9.949158779693008,250.0,266.0117400259424,0.0,509895.05395755754,637368.8174469469,116822.02350000001,111259.07,0.05,0.7516475,0.7516475,0.5411862,0.06,2.0,6.0,160287.11637326604,0.0,0.0,2273871.8625681507,1672175.9147240855,250.0,8.0,305606.7809183107,121825.52941039862,61.23129451892163,41.936499999999995,67,screening,screening_financiero,not_committee_grade_proxy,1.2215041666666666,90.0,1.12,578850.0280593088,571191.1619223087,427432.3103287093
INI_0000006,PLT_BIZ,PLT_BIZ_L02,ShockEnergia,mantenimiento_restauracion,Mantenimiento y Restauración de Performance,3.0181770833333332,3.6218125,2.915276,21.730875,2.6559958333333333,11052913.196319649,2505607.1196363433,958925.9406270589,14517446.256583052,333596.4931320455,302879.5630926033,25469.033027807156,661945.089252456,7493.88974775,654451.199504706,501083.2883295545,358681.6784679092,1982663.8189172465,1386648.5428461465,459377.5889687091,12.1002334570103,250.0,0.0,0.0,596015.2760711,745019.095088875,114596.84210000001,111259.07,0.03,0.7683072,0.7683072,0.5531811839999999,0.04,2.0,6.0,187906.23312358296,0.0,0.0,2624578.0360972187,1982663.8189172465,250.0,8.0,358681.6784679092,142401.60986164527,61.18520486487385,41.936499999999995,67,screening,screening_financiero,not_committee_grade_proxy,1.6905333333333332,94.5,0.98,661945.089252456,654451.199504706,501083.2883295545
INI_0000007,PLT_BIZ,PLT_BIZ_L02,RestriccionOperativa,optimizacion_parametros,Optimización de Parámetros de Proceso,7.200239583333333,7.754104166666667,3.624845000000001,12.185020833333333,6.646375,7437484.280638096,2428904.8608719655,913262.8005971989,10779651.94210726,535516.6871786986,207904.08464671785,60698.87046319208,804119.6422886086,14413.85357729167,789705.7887113169,514801.4066021104,366621.1337518778,1782423.2896347914,1197161.2996778141,460918.8735454106,4.772071724892871,205.20787274381155,131.10286679247568,1.0,585261.9899569773,731577.4874462216,250868.25360000003,232285.42,0.08,0.6581300000000001,0.6581300000000001,0.47385360000000004,0.12,3.0,10.0,321750.879126319,0.0,0.0,2868202.675962022,1782423.2896347914,205.20787274381155,14.0,366621.1337518778,148180.2728502326,64.30739936673643,49.76775,58,pre_feasibility,pre_feasibility,not_committee_grade_proxy,1.1375566666666663,90.0,0.95,804119.6422886086,789705.7887113169,514801.4066021104
INI_0000007,PLT_BIZ,PLT_BIZ_L02,Base,optimizacion_parametros,Optimización de Parámetros de Proceso,6.54249375,7.045762500000001,3.624845000000001,11.071912500000002,6.039225,6644094.0715218065,2556741.9588125953,913262.8005971989,10114098.8309316,434689.43937343475,201563.8434240192,55153.99536936619,691407.2781668201,14329.131177166668,677078.1469896534,512167.1400376943,364748.1840975332,1911366.1838034736,1294351.0404483136,469538.91981481714,5.572244011046037,220.49043802994365,168.057763532338,0.0,617015.14335516,771268.92919395,232285.42,232285.42,0.0,0.761485,0.761485,0.5482691999999999,0.0,2.0,6.0,192062.6775141353,0.0,0.0,2601593.4883341673,1911366.1838034736,220.49043802994365,11.0,364748.1840975332,147418.95594016113,59.678510173453915,49.76775,58,screening,screening_financiero,not_committee_grade_proxy,1.0162083333333334,90.0,1.0,691407.2781668201,677078.1469896534,512167.1400376943
INI_0000007,PLT_BIZ,PLT_BIZ_L02,AltaDemanda,optimizacion_parametros,Optimización de Parámetros de Proceso,7.409810416666667,7.979795833333333,3.624845000000001,12.539679166666664,6.839824999999998,7986343.278122941,2863550.993870107,913262.8005971989,11763157.072590247,591772.8961331118,251275.32734094356,62465.577350947344,905513.8008250026,14682.111324833335,890831.6895001692,630706.0982078719,449997.3995387145,2370899.2256567497,1621712.0672430238,575939.7578567397,6.649094390377984,250.0,187.82552927789308,0.0,749187.1584137259,936483.9480171574,243899.69100000002,232285.42,0.05,0.7127315,0.7127315,0.51316668,0.06,2.0,7.0,262794.2075866133,0.0,0.0,3449335.150469419,2370899.2256567497,250.0,10.0,449997.3995387145,180708.6986691574,60.906551733007475,49.76775,58,screening,screening_financiero,not_committee_grade_proxy,1.2215041666666666,90.0,1.12,905513.8008250026,890831.6895001692,630706.0982078719
INI_0000007,PLT_BIZ,PLT_BIZ_L02,ShockEnergia,optimizacion_parametros,Optimización de Parámetros de Proceso,7.847260416666667,8.450895833333334,3.624845000000001,13.279979166666667,7.243625,11052913.196319649,2505607.1196363433,958925.9406270589,14517446.256583052,867350.8821433183,231130.21901464756,69460.99916674678,1167942.1003247127,14365.85018779167,1153576.250136921,836553.783839502,598296.2863118597,3228954.0051206,2241179.432794685,763912.993813904,9.367365209304085,250.0,245.879791613197,0.0,987774.5723259151,1234718.2154073939,239253.98260000002,232285.42,0.03,0.7285632,0.7285632,0.5245655039999999,0.04,2.0,7.0,348564.0765997925,0.0,0.0,4543274.579768241,3228954.0051206,250.0,9.0,598296.2863118597,238257.4975276423,60.86046187141214,49.76775,58,screening,screening_financiero,not_committee_grade_proxy,1.6905333333333332,94.5,0.98,1167942.1003247127,1153576.250136921,836553.783839502
