fecha,planta_id,linea_id,familia_proceso,production_volume,planned_vs_actual_utilization,sec,sec_vs_target,sec_vs_benchmark,cost_energy_per_unit,emissions_per_unit,oee_synthetic,availability_rate,performance_loss_proxy,quality_loss_proxy,stop_density,process_deviation_density,loss_value_proxy,thermal_loss_proxy,process_loss_proxy,line_criticality_weight,trend_sec_7d,trend_oee_7d
2024-01-17,PLT_ALA,PLT_ALA_L01,Laminacion,192.3025,1.1770530303030304,428.1553479215376,-130.3246520784624,-129.36965207846237,4.055042958837572,96.05855051286385,1.0087544249133333,1.0,0.0,0.026057666666666535,0.0,0.0,14531.711448644002,0.0,4948.114351940739,0.8,1.4868855251796482,0.00448535182523812
2024-01-18,PLT_ALA,PLT_ALA_L01,Laminacion,201.858,1.1443181818181818,403.37970546521825,-155.10029453478188,-154.14529453478173,4.112944416139436,90.44954522486104,0.9778991007533334,1.0,0.0,0.02861333333333338,0.0,0.0,14568.213046292001,0.0,5286.31890739783,0.8,-0.6102060011736518,0.009456464750476264
2024-01-19,PLT_ALA,PLT_ALA_L01,Laminacion,196.689,1.129371212121212,417.9326716148116,-140.5473283851884,-139.59232838518835,4.601963700121316,93.44212777532043,0.9675180008666665,1.0,0.006153333333333344,0.02654533333333331,0.0,0.005084168407994347,14752.746016807,0.0,6211.410510571792,0.8,1.6042616090282087,0.006257837981309508
2024-01-20,PLT_ALA,PLT_ALA_L01,Laminacion,191.09339999999997,1.129871212121212,416.6238053456673,-141.85619465433274,-140.9011946543327,4.85790034381736,93.11512668674064,0.9608066113066666,1.0,0.005713333333333459,0.03362100000000001,0.0,0.005233043108762522,13165.304573742,0.0,6387.534529557253,0.8,0.9999082791057138,0.0015488191538094783
2024-01-21,PLT_ALA,PLT_ALA_L01,Laminacion,169.5147,0.9901439393939394,481.89598689608914,-76.58401310391088,-75.62901310391084,5.029466158818109,104.50305029593305,0.791234442485,0.9166666666666666,0.1286733333333333,0.03133066666666673,0.0,0.0,13026.648411741,0.0,5036.66676407692,0.8,6.267182756322581,-0.02114548623279761
2024-01-22,PLT_ALA,PLT_ALA_L01,Laminacion,172.4073,1.1106477272727273,446.351713247059,-112.12828675294111,-111.17328675294095,4.246153159713466,98.935667631243,0.9048832767691084,0.95375,0.02263000000000004,0.03445599999999993,0.005800218436226309,0.011600436872452618,28111.580767648,0.0,16529.51259319788,0.8,5.916479019697314,-0.022857918902357468
2024-01-23,PLT_ALA,PLT_ALA_L01,Laminacion,189.48590000000002,1.163715909090909,423.10578596920067,-135.37421403079935,-134.4192140307993,4.548368076050704,95.04534464041916,0.9906576885533335,1.0,0.0,0.0326156666666666,0.0,0.0,14351.580094001,0.0,5710.308344826774,0.8,4.8128087495696,-0.01345019340821839
2024-01-24,PLT_ALA,PLT_ALA_L01,Laminacion,197.9471,1.1364810606060607,415.75224477644423,-142.72775522355568,-141.77275522355575,4.3554860410660785,92.80553026540929,0.9685769084533336,1.0,0.0,0.031452666666666684,0.0,0.005051854763217041,14354.802002762,0.0,6653.287869916221,0.8,2.756848376566006,-0.001343233430865123
2024-01-25,PLT_ALA,PLT_ALA_L01,Laminacion,193.3829,1.1448787878787878,423.5666817430568,-134.91331825694323,-133.9583182569432,3.8556606351316347,95.47843004733096,0.9709619027733334,1.0,0.0,0.03631366666666658,0.0,0.0,14460.183449699,0.0,6221.415603239297,0.8,-1.5582604171642218,0.00804626950291677
2024-01-26,PLT_ALA,PLT_ALA_L01,Laminacion,191.80329999999998,1.1931818181818181,426.8918990278991,-131.5881009721009,-130.63310097210086,4.182837174479907,95.81319930366163,1.01463075,1.0,0.0,0.033685000000000076,0.0,0.0,14321.559257256,0.0,5832.365497772158,0.8,-4.159064204642275,0.020879320297889026
2024-01-27,PLT_ALA,PLT_ALA_L01,Laminacion,192.6845,1.0708636363636366,405.2153819029664,-153.26461809703352,-152.3096180970336,4.027981611718622,90.92533784502645,0.9154982546633331,1.0,0.0576399999999998,0.02862633333333342,0.0,0.0,13051.4489744,0.0,4737.420386831461,0.8,-9.58930527299398,0.0204496641863137
2024-01-28,PLT_ALA,PLT_ALA_L01,Laminacion,194.25529999999998,1.1119053030303032,415.5727645804832,-142.90723541951684,-141.9522354195168,4.332301965644726,93.2582881908499,0.9478784344733334,1.0,0.021523333333333228,0.03143733333333332,0.0,0.0,13486.442928317,0.0,5227.03059534734,0.8,-4.17778571002645,0.000882873102833607
2024-01-29,PLT_ALA,PLT_ALA_L01,Laminacion,190.95600000000002,1.1318143939393939,423.2070003419538,-135.2729996580461,-134.31799965804618,5.261444356660308,95.24946814973082,0.9677205785333335,1.0,0.004003333333333359,0.028615666666666706,0.0,0.0,14510.294285185,0.0,5265.598371459124,0.8,-0.6573791826340291,-0.005916854504642777
2024-01-30,PLT_ALA,PLT_ALA_L01,Laminacion,202.4252,1.1568939393939395,404.4054946616977,-154.07450533830234,-153.1195053383023,5.19772103488388,90.79367662721836,0.9825542196433332,1.0,0.0,0.03490733333333329,0.0,0.004940096391160785,14767.418351697,0.0,7266.169571315977,0.8,-1.6456695569236084,-0.0011179653727381627
2024-01-31,PLT_ALA,PLT_ALA_L01,Laminacion,184.4989,1.1406969696969698,434.69285062564876,-123.78714937435126,-122.83214937435122,5.391902697269601,97.68796854615394,0.9694039970966668,1.0,0.0,0.034413666666666565,0.0,0.010840173030841919,14568.12071712,0.0,8394.474260581466,0.8,0.22847558408430227,-0.0005930162097619288
2024-02-01,PLT_ALA,PLT_ALA_L01,Laminacion,189.40540000000001,1.1102575757575759,430.40135761922284,-128.07864238077707,-126.44064238077715,5.604348441785052,96.4817678376646,0.9438147973433334,1.0,0.02297333333333318,0.03418499999999991,0.0,0.01583904154791785,15440.359373934001,0.0,10023.948829627338,0.8,2.082715832162559,-0.0024985924261903525
2024-02-02,PLT_ALA,PLT_ALA_L01,Laminacion,191.6468,1.1762007575757574,424.8682856586852,-133.61171434131484,-131.9737143413148,5.489856824965763,95.16548254392977,1.0019745499066668,1.0,0.0,0.03197299999999981,0.0,0.005217932154358956,15982.242274065,0.0,7520.16812574222,0.8,3.5750624152975647,0.00903517964404766
2024-02-03,PLT_ALA,PLT_ALA_L01,Laminacion,195.93689999999998,1.1243560606060607,391.4515578906774,-167.0284421093226,-165.39044210932258,3.720095633429492,87.54541416139584,0.9618211474799999,1.0,0.010566666666666613,0.028323333333333367,0.0,0.0,13044.569977097,0.0,4700.339029372384,0.8,-1.5373280885153444,0.002557023552380999
2024-02-04,PLT_ALA,PLT_ALA_L01,Laminacion,174.87969999999999,1.0063371212121213,483.1953166745177,-75.2846833254822,-73.64668332548229,5.082836264365244,102.55711434774878,0.7965530424773082,0.8998750000000001,0.11442333333333321,0.027601666666666635,0.0,0.0,13881.267448202001,0.0,4914.17111181379,0.8,5.151161088881692,-0.018657078560169363
2024-02-05,PLT_ALA,PLT_ALA_L01,Laminacion,188.2368,1.1499053030303032,411.7345881982062,-146.7454118017938,-145.10741180179377,5.1333994690756395,92.41680383431932,0.9754989044033332,1.0,0.0,0.03595466666666669,0.005312457500339997,0.0,27015.852287987,0.0,11538.560565040212,0.8,2.858657606382786,-0.012459339457930357
2024-02-06,PLT_ALA,PLT_ALA_L01,Laminacion,142.7763,0.8654053030303032,937.912271342008,379.432271342008,381.070271342008,11.847174303838676,127.19669658059496,0.6814260580183333,0.75,0.23844333333333323,0.03245466666666663,0.0,0.007003963542968967,14797.969631474,4875.654222252713,7421.740933336177,0.8,54.666134082959886,-0.03592811109086988
2024-02-07,PLT_ALA,PLT_ALA_L01,Laminacion,169.8761,1.0745454545454547,423.6230170219796,-134.85698297802043,-133.2189829780204,5.8634491167760885,94.15631274793806,0.8533391631450833,0.9224583333333335,0.05439999999999989,0.03417899999999996,0.005886643265297473,0.011773286530594946,50578.952616441005,0.0,29748.79738083747,0.8,36.64414213865875,-0.0321016474802887
2024-02-08,PLT_ALA,PLT_ALA_L01,Laminacion,191.86249999999998,1.149337121212121,426.6761958047212,-131.80380419527881,-130.16580419527878,4.820946136513037,95.7988170173953,0.9812397447599999,1.0,0.0,0.02982533333333326,0.0,0.0,15933.219978445999,0.0,5950.606220716847,0.8,18.731557263150105,-0.01408197744888594
2024-02-09,PLT_ALA,PLT_ALA_L01,Laminacion,149.259,0.9525530303030303,653.9412296359005,95.46122963590051,97.09922963590054,8.11733647795923,125.09703977649589,0.7292527096739999,0.8166666666666665,0.1617533333333333,0.035547666666666644,0.0,0.013399526996697018,15621.872021754,1282.3602906802387,9756.405660076976,0.8,24.511400082851797,-0.016088987503959516
2024-02-10,PLT_ALA,PLT_ALA_L01,Laminacion,181.7847,1.018125,395.1327711019399,-163.34722889806,-161.70922889806008,4.635828544021895,86.9468728666384,0.8068681032470133,0.9203333333333333,0.10404999999999998,0.030320333333333394,0.0055010130115460765,0.0,42412.31955210001,0.0,16023.4980293821,0.8,-10.393229620701133,-0.005776197157424446
2024-02-11,PLT_ALA,PLT_ALA_L01,Laminacion,190.49089999999998,1.1868560606060607,413.1707737741333,-145.3092262258666,-143.6712262258667,4.988072969521547,92.76300337706422,1.0132994248666667,1.0,0.0,0.029809000000000085,0.0,0.0,13845.043158292,0.0,5168.752655981215,0.8,-30.39043682637264,0.008578542799152763
2024-02-12,PLT_ALA,PLT_ALA_L01,Laminacion,194.6048,1.16969696969697,414.13385972140827,-144.34614027859175,-142.7081402785917,5.193129091739327,92.89458363822476,0.9998192269333335,1.0,0.0,0.028598333333333392,0.0,0.0,15361.182763351997,0.0,5572.045030157312,0.8,-57.992255216438345,0.039311728166970754
2024-02-13,PLT_ALA,PLT_ALA_L01,Laminacion,185.41570000000002,1.1560454545454546,433.8240661028671,-124.65593389713291,-123.01793389713288,5.707117970818129,97.36150822179567,0.9801813211866666,1.0,0.0,0.036440999999999946,0.0,0.021573146179099178,15456.942728836,0.0,11669.310768899426,0.8,-8.401856456633233,0.02506186263086013
2024-02-14,PLT_ALA,PLT_ALA_L01,Laminacion,195.8895,1.1638977272727273,424.31366381914836,-134.16633618085166,-132.52833618085162,5.728101486251814,95.34063745121611,0.9898021763033334,1.0,0.0,0.03365499999999999,0.0,0.015314756533658005,16120.485710354998,0.0,10263.95513288341,0.8,-15.297172657261283,0.025731987190773388
2024-02-15,PLT_ALA,PLT_ALA_L01,Laminacion,96.8291,0.6325037878787878,538.082576353868,-20.397423646131983,-18.75942364613195,6.153009660182665,152.88684197209312,0.4500529065469334,0.5513333333333333,0.44339666666666677,0.038575666666666564,0.010327473868909243,0.010327473868909243,62835.24056727401,0.0,38012.12797052151,0.8,-9.591460074390922,-0.01803033453387703
2024-02-16,PLT_ALA,PLT_ALA_L01,Laminacion,192.91989999999998,1.1756098484848485,424.39255671864584,-134.08744328135418,-132.44944328135415,4.88599577820356,95.43012970668138,1.00193697258,1.0,0.0,0.03149600000000008,0.0,0.0,16327.376304309,0.0,6336.491469939291,0.8,12.420813075261718,-0.01968940997394662
2024-02-17,PLT_ALA,PLT_ALA_L01,Laminacion,190.8411,1.129340909090909,417.07258998656636,-141.40741001343366,-139.76941001343363,4.1823721103015,92.81235802979548,0.9624290042100001,1.0,0.006180000000000074,0.03135366666666661,0.0,0.0052399614129241545,14083.446395967,0.0,6555.0556880829745,0.8,4.8743340315277,-0.024232292332728503
2024-02-18,PLT_ALA,PLT_ALA_L01,Laminacion,192.5813,1.14892803030303,407.3774629353106,-151.10253706468944,-149.4645370646894,4.48472407066781,91.98799961366967,0.97936341008,1.0,0.0,0.03130366666666662,0.0,0.005192612159124484,14053.269940578999,0.0,6524.880754568769,0.8,-1.9176160604070398,-0.0030263317227380293
2024-02-19,PLT_ALA,PLT_ALA_L01,Laminacion,191.51959999999997,1.17575,432.6868732232976,-125.79312677670242,-124.15512677670239,5.454500118610926,97.34859920342357,1.00687402874,1.0,0.0,0.026886666666666614,0.0,0.01566419311652698,16429.785932132,0.0,9573.98506834337,0.8,-5.653355956203045,0.020413453138442915
2024-02-20,PLT_ALA,PLT_ALA_L01,Laminacion,189.69310000000002,1.174439393939394,437.1063070910091,-121.3736929089909,-119.73569290899087,4.791082609610682,97.61700088195089,0.9966731428866665,1.0,0.0,0.03559733333333337,0.0,0.0052716730339690794,16647.907161652,0.0,8374.759034214872,0.8,-6.765306079603318,0.0397029136298619
2024-02-21,PLT_ALA,PLT_ALA_L01,Laminacion,192.5728,1.1424621212121215,430.3142944813616,-128.1657055186384,-126.52770551863836,5.464779508391459,96.47992177503781,0.9714678744733334,1.0,0.0,0.03391400000000011,0.0,0.005192841356619419,15848.724458657998,0.0,7720.549540173429,0.8,-10.080823629859347,0.05707722389009052
2024-02-22,PLT_ALA,PLT_ALA_L01,Laminacion,201.2607,1.1686477272727271,409.16413987308033,-149.3158601269197,-147.67786012691965,5.6443748653344,92.15858868621643,0.9973364863,1.0,0.0,0.030366333333333384,0.0,0.0,16214.455250125,0.0,6132.394803896553,0.8,0.3759643788783076,0.0007709290890476171
2024-02-23,PLT_ALA,PLT_ALA_L01,Laminacion,192.6721,1.1427916666666669,433.1850925598034,-125.2949074401966,-123.65690744019656,5.116265960720889,96.85060395355633,0.97483278656,1.0,0.0,0.030797333333333454,0.0,0.005190165052438833,16005.228194932002,0.0,7359.670355644164,0.8,1.769224387618398,0.0013482623294048229
2024-02-24,PLT_ALA,PLT_ALA_L01,Laminacion,199.11450000000002,1.1788257575757575,400.745655853905,-157.734344146095,-156.09634414609496,3.7277063715971415,89.78100188584959,1.0081857760000001,1.0,0.0,0.028051333333333317,0.0,0.00502223594966715,13922.152283108,0.0,6032.227813339421,0.8,-1.6728982067547904,0.0008231413147619321
2024-02-25,PLT_ALA,PLT_ALA_L01,Laminacion,190.9677,1.1483484848484848,418.7129427879701,-139.76705721202978,-138.12905721202986,4.075937312798544,93.73552883550464,0.9820529166166666,1.0,0.0,0.028138333333333265,0.0,0.0,14424.937855196,0.0,5174.375468428121,0.8,-3.99186770363386,-0.0017168985020237742
2024-02-26,PLT_ALA,PLT_ALA_L01,Laminacion,142.0785,0.8568674242424242,607.2397656658999,48.75976566589975,50.3977656658999,7.099543951198857,114.76709241722007,0.6174210012274534,0.7503333333333333,0.2459566666666667,0.03677166666666665,0.007038362595325824,0.0,42105.936446281994,623.4942929546283,18284.59062249888,0.8,17.099256725668386,-0.03949060896396326
2024-02-27,PLT_ALA,PLT_ALA_L01,Laminacion,189.8147,1.174106060606061,443.3890446147803,-115.09095538521973,-113.4529553852197,6.461835904058593,98.96348017303191,0.9991525355366667,1.0,0.0,0.032949666666666655,0.0,0.0,16541.584803884,0.0,6630.0257129177435,0.8,15.032262579073652,-0.02391274488922948
2024-02-28,PLT_ALA,PLT_ALA_L01,Laminacion,200.11649999999997,1.1574545454545453,410.2788634661163,-148.2011365338838,-146.56313653388366,5.456007962247889,91.78956997548929,0.9857976361600002,1.0,0.0,0.03203433333333339,0.0,0.004997089195543597,16517.543654309,0.0,7726.192613700447,0.8,8.223078025037749,-0.013455065258543276
2024-02-29,PLT_ALA,PLT_ALA_L01,Laminacion,189.6683,1.180223484848485,428.6182177212543,-129.8617822787457,-128.22378227874566,5.316303147506524,96.39408467308455,1.00712681065,1.0,0.0,0.03034099999999995,0.0,0.005272362329392946,16211.186945833,0.0,7409.634004256345,0.8,1.0729247334137648,0.002471621839642862
2024-03-01,PLT_ALA,PLT_ALA_L01,Laminacion,193.56359999999998,1.1267651515151516,420.0282318663067,-138.4517681336934,-129.32276813369327,5.918579550341015,87.18984421657791,0.9638249930266668,1.0,0.008446666666666602,0.028111666666666646,0.0,0.0,16005.24194632,0.0,5737.512450961114,0.8,-4.2608080105717905,0.0101943597885433
2024-03-02,PLT_ALA,PLT_ALA_L01,Laminacion,189.81730000000002,1.0990227272727273,422.9115504028893,-135.5684495971107,-126.4394495971107,4.976369250121839,87.53452003584499,0.93116954589,1.0,0.03286,0.03727233333333313,0.0,0.010536447415488471,14796.421857188,0.0,8828.723487983445,0.8,-13.449931130284085,0.019576148090420045
2024-03-03,PLT_ALA,PLT_ALA_L01,Laminacion,190.2249,1.0838181818181818,417.661393046902,-140.81860695309803,-131.689606953098,5.007884319303656,86.34594687656559,0.9195781446133333,1.0,0.04624000000000006,0.03592766666666669,0.0,0.010513870686750262,14786.780964245001,0.0,8643.984606066704,0.8,-21.426454924306594,0.02673331456182053
2024-03-04,PLT_ALA,PLT_ALA_L01,Laminacion,194.9769,1.1635113636363636,422.1447502459508,-136.33524975404924,-127.20624975404922,5.728211107169549,87.53513626486011,0.9945934832833331,1.0,0.0,0.02862633333333342,0.0,0.005128812695247488,15850.859001643003,0.0,6972.992708114041,0.8,-1.9526604022600453,-0.007931193021904826
2024-03-05,PLT_ALA,PLT_ALA_L01,Laminacion,192.94129999999998,1.1353939393939396,421.4526145794639,-137.02738542053612,-127.8983854205361,4.751154354040398,87.7256533463805,0.9691955475866667,1.0,0.0008533333333331505,0.030069333333333392,0.0,0.0,15763.137209585002,0.0,5920.739423501533,0.8,0.6502671275011482,-0.0042542774595238425
2024-03-06,PLT_ALA,PLT_ALA_L01,Laminacion,194.47109999999998,1.1544280303030303,423.4826221918015,-134.9973778081985,-125.86837780819849,4.717558460409189,87.70267402200122,0.9884291502433332,1.0,0.0,0.02694266666666678,0.0,0.005142152227246105,15520.580102471002,0.0,6602.153936183131,0.8,-0.47588647567790576,0.0006454309033333117
2024-03-07,PLT_ALA,PLT_ALA_L01,Laminacion,199.7237,1.1679696969696969,414.77270769735713,-143.70729230264288,-134.57829230264286,5.601757745506453,85.6039305800964,0.9966159351766667,1.0,0.0,0.03022999999999998,0.0,0.0,15922.860200854,0.0,6003.117331474466,0.8,-0.38690026415936457,0.009375337076071447
2024-03-08,PLT_ALA,PLT_ALA_L01,Laminacion,189.2043,1.1644166666666667,443.70241484281786,-114.77758515718216,-105.64858515718214,4.481896500130593,91.79514043814015,0.9860923003800001,1.0,0.0,0.037542000000000075,0.0,0.026426460709402484,16883.479827349,0.0,14138.047222193634,0.8,2.0690390916623733,0.011167125412738135
2024-03-09,PLT_ALA,PLT_ALA_L01,Laminacion,198.78750000000002,1.1155151515151516,397.9396676468156,-160.54033235318428,-151.41133235318438,4.7472009302198375,81.96207165943532,0.9523527084166666,1.0,0.018346666666666622,0.029836333333333243,0.0,0.0,14401.732277447,0.0,5380.025123276953,0.8,-0.8117769245939862,0.003883632614047685
2024-03-10,PLT_ALA,PLT_ALA_L01,Laminacion,190.57240000000002,1.1327045454545452,414.7179238220927,-143.76207617790732,-134.6330761779073,4.857291095896166,86.13320066284521,0.9628957290300001,1.0,0.0032200000000001117,0.034095666666666635,0.0,0.005247349563735357,14282.85943123,0.0,6992.135653466894,0.8,-1.7530921602090688,-0.004682706820118931
2024-03-11,PLT_ALA,PLT_ALA_L01,Laminacion,189.7512,1.1450568181818181,426.759288053856,-131.72071194614415,-122.59171194614402,5.1364747598845275,88.14963863206133,0.9761900089066667,1.0,0.0,0.031181333333333394,0.0,0.0052700588981782455,15597.941098478,0.0,7243.489653939939,0.8,-0.6586577273850859,-0.0026552387580952618
2024-03-12,PLT_ALA,PLT_ALA_L01,Laminacion,177.76369999999997,1.069780303030303,452.23454246545265,-106.24545753454737,-97.11645753454735,5.6819393283265995,91.87941143214279,0.8539998945191,0.9246666666666669,0.058593333333333386,0.034103666666666865,0.005625445464962757,0.005625445464962757,24135.366586883,0.0,11953.975917067843,0.8,2.9015868040437787,-0.016690578252239283
2024-03-13,PLT_ALA,PLT_ALA_L01,Laminacion,191.2471,1.1557007575757579,424.8801290429069,-133.59987095709312,-124.4708709570931,5.621509823629321,88.18244972080623,0.9851475465533334,1.0,0.0,0.03127499999999994,0.0,0.0,16238.302059256,0.0,6270.521829569567,0.8,2.721647846034248,-0.009812595610778583
2024-03-14,PLT_ALA,PLT_ALA_L01,Laminacion,193.07389999999998,1.1791439393939394,429.6789950392772,-128.80100496072282,-119.6720049607228,5.243581320344309,88.92624078137958,1.0041696686266666,1.0,0.0,0.03222333333333338,0.0,0.005179363963746525,16253.776856346001,0.0,7674.133396923958,0.8,1.7616886437471506,0.0003902123750869591
2024-03-15,PLT_ALA,PLT_ALA_L01,Laminacion,193.04729999999998,1.0898598484848485,428.41211662875315,-130.06788337124686,-120.93888337124685,5.418061676037403,88.28557633284692,0.9328300649666666,1.0,0.04092333333333331,0.02748533333333336,0.0,0.0,16463.433421824,0.0,5811.537119792469,0.8,4.266440370329725,0.0011763388032142842
2024-03-16,PLT_ALA,PLT_ALA_L01,Laminacion,194.9576,1.1493977272727272,413.9786205626233,-144.50137943737673,-135.3723794373767,5.0436938689982105,85.6313873375544,0.98095521001,1.0,0.0,0.02992466666666671,0.0,0.005129320426595321,14286.003026929999,0.0,6446.996585210023,0.8,-0.7667071448139159,0.004201011755984574
2024-03-17,PLT_ALA,PLT_ALA_L01,Laminacion,193.13879999999997,1.151147727272727,420.571727236036,-137.90827276396413,-128.779272763964,4.694275451910102,87.04353863646249,0.9795346486633334,1.0,0.0,0.03296166666666667,0.0,0.0,14876.076009044,0.0,5964.035814800871,0.8,-3.2693763811882603,0.0075581095951833795
2024-03-18,PLT_ALA,PLT_ALA_L01,Laminacion,199.2791,1.135810606060606,420.71673101045184,-137.76326898954818,-128.63426898954816,5.607417390500181,86.86027215096816,0.97197934156,1.0,0.0004866666666667463,0.02763800000000005,0.0,0.0,16469.921377083,0.0,5835.828416345268,0.8,-4.24537901626421,0.011410645954501197
2024-03-19,PLT_ALA,PLT_ALA_L01,Laminacion,187.4361,1.1318863636363636,433.0715872496797,-125.40841275032022,-116.27941275032032,6.101318983986338,89.27826421911254,0.9684027273466667,1.0,0.003940000000000055,0.027933333333333366,0.0,0.005335151552982589,16010.287050112,0.0,6995.5979035890105,0.8,-0.04251938678749039,-0.0024253760020237496
