iniciativa_id,planta_id,linea_id,equipo_id,categoria_iniciativa,tipo_iniciativa,descripcion_resumida,expected_energy_saving,expected_oee_gain,expected_emissions_reduction,annual_saving_proxy,implementation_complexity_score,execution_risk_score,payback_months,strategic_alignment_score,operational_urgency_score,quick_win_flag,capex_estimado,implementation_complexity_score_scaling_method,operational_urgency_score_scaling_method,strategic_alignment_score_scaling_method,score_scale_version,opportunity_feature_comparability_tag
INI_0000020,PLT_ALA,PLT_ALA_L01,PLT_ALA_L01_EQ04,TransformacionIndustrial,CAPEXTransformacional,Revamping de equipos termicos y recuperacion de calor,108087.3282633,7.446,10037.005838490133,763289.1388347007,73.12568722222223,100.0,10.99,82.66315789473684,45.11097243337353,0,961311.85,anchored_reference_linear,anchored_reference_linear,anchored_reference_linear,anchored_reference_v1,contextual_comparable_inter_release
INI_0000021,PLT_ALA,PLT_ALA_L02,PLT_ALA_L02_EQ01,EficienciaEnergetica,QuickWinOperativo,Ajuste fino de setpoints y secuencia de arranque/parada,19424.8310711,1.679,2361.1470670953113,263250.2097367701,15.0,16.0,2.5,52.95394736842105,40.29654414635478,1,25771.92,anchored_reference_linear,anchored_reference_linear,anchored_reference_linear,anchored_reference_v1,contextual_comparable_inter_release
INI_0000022,PLT_ALA,PLT_ALA_L02,,Confiabilidad,MantenimientoPredictivo,Analitica predictiva de fallo en equipos criticos,5518.23184,4.643,1796.7521544777605,242586.30967663613,51.78120133333333,94.0,4.37,61.17236842105264,38.5308298606405,0,120308.12,anchored_reference_linear,anchored_reference_linear,anchored_reference_linear,anchored_reference_v1,contextual_comparable_inter_release
INI_0000023,PLT_ALA,PLT_ALA_L02,PLT_ALA_L02_EQ04,OptimizacionProceso,ControlAvanzado,Control multivariable para reducir variabilidad de proceso,31929.591612,5.596,3926.060233898522,470166.0201128648,40.92009955555555,68.0,4.12,55.12105263157895,39.89225843206907,0,222808.96,anchored_reference_linear,anchored_reference_linear,anchored_reference_linear,anchored_reference_v1,contextual_comparable_inter_release
INI_0000024,PLT_ALA,PLT_ALA_L02,,TransformacionIndustrial,CAPEXTransformacional,Revamping de equipos termicos y recuperacion de calor,111470.8701069,6.225,12122.138544065187,605948.1179283927,80.41516411111111,94.0,31.11,75.47105263157896,40.79082986064051,0,2157364.77,anchored_reference_linear,anchored_reference_linear,anchored_reference_linear,anchored_reference_v1,contextual_comparable_inter_release
INI_0000025,PLT_ALA,PLT_ALA_L03,,EficienciaEnergetica,QuickWinOperativo,Ajuste fino de setpoints y secuencia de arranque/parada,7632.5206071,0.4,2577.4214497692983,120180.79455604107,15.0,16.0,2.98,53.92763157894736,39.652526002917924,1,42037.59,anchored_reference_linear,anchored_reference_linear,anchored_reference_linear,anchored_reference_v1,contextual_comparable_inter_release
INI_0000026,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ02,Confiabilidad,MantenimientoPredictivo,Analitica predictiva de fallo en equipos criticos,5022.974394,4.098,936.662926861897,241556.89562649297,39.63070133333333,68.0,3.89,51.22631578947369,38.0782402886322,0,106763.12,anchored_reference_linear,anchored_reference_linear,anchored_reference_linear,anchored_reference_v1,contextual_comparable_inter_release
INI_0000027,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ02,OptimizacionProceso,ControlAvanzado,Control multivariable para reducir variabilidad de proceso,20513.9615394,4.162,3455.7427438147124,324616.9676851123,52.80214044444445,74.0,5.81,64.37368421052632,38.16966886006078,0,212192.64,anchored_reference_linear,anchored_reference_linear,anchored_reference_linear,anchored_reference_v1,contextual_comparable_inter_release
INI_0000028,PLT_ALA,PLT_ALA_L03,PLT_ALA_L03_EQ02,TransformacionIndustrial,CAPEXTransformacional,Revamping de equipos termicos y recuperacion de calor,173474.8489824,7.429,10167.42811905892,771104.14896598,59.95472244444444,74.0,9.94,75.42368421052632,42.83681171720364,0,855925.02,anchored_reference_linear,anchored_reference_linear,anchored_reference_linear,anchored_reference_v1,contextual_comparable_inter_release
INI_0000029,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ02,EficienciaEnergetica,QuickWinOperativo,Ajuste fino de setpoints y secuencia de arranque/parada,4477.347685600001,1.78,1032.226276338191,108325.85234806137,27.0,22.0,2.81,30.518421052631584,28.518968946204478,1,34303.97,anchored_reference_linear,anchored_reference_linear,anchored_reference_linear,anchored_reference_v1,contextual_comparable_inter_release
INI_0000030,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ06,Confiabilidad,MantenimientoPredictivo,Analitica predictiva de fallo en equipos criticos,7220.179728,4.342,1204.0171630745326,279505.1990450985,51.96736833333333,74.0,4.26,39.82368421052632,26.178968946204474,0,137063.15,anchored_reference_linear,anchored_reference_linear,anchored_reference_linear,anchored_reference_v1,contextual_comparable_inter_release
INI_0000031,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ03,OptimizacionProceso,ControlAvanzado,Control multivariable para reducir variabilidad de proceso,29231.30144,3.398,4346.605625613473,296542.57701810036,41.86055566666666,68.0,9.12,45.40789473684211,24.83039751763305,0,307450.01,anchored_reference_linear,anchored_reference_linear,anchored_reference_linear,anchored_reference_v1,contextual_comparable_inter_release
INI_0000032,PLT_ALA,PLT_ALA_L04,PLT_ALA_L04_EQ03,TransformacionIndustrial,CAPEXTransformacional,Revamping de equipos termicos y recuperacion de calor,97133.32951,6.724,6320.7198671612605,618574.2554102975,72.38527344444444,74.0,20.35,48.915789473684214,29.581826089061625,0,1434674.61,anchored_reference_linear,anchored_reference_linear,anchored_reference_linear,anchored_reference_v1,contextual_comparable_inter_release
INI_0000033,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ01,EficienciaEnergetica,QuickWinOperativo,Ajuste fino de setpoints y secuencia de arranque/parada,6108.2335791000005,0.868,3405.8270896561876,156322.4159793741,15.0,16.0,2.5,39.935526315789474,35.82695672451548,1,39381.48,anchored_reference_linear,anchored_reference_linear,anchored_reference_linear,anchored_reference_v1,contextual_comparable_inter_release
INI_0000034,PLT_CAN,PLT_CAN_L01,,Confiabilidad,MantenimientoPredictivo,Analitica predictiva de fallo en equipos criticos,5287.4825925,4.22,1040.2664049839373,280460.5120440741,52.451986222222224,74.0,5.45,45.28815789473684,34.42695672451548,0,180678.76,anchored_reference_linear,anchored_reference_linear,anchored_reference_linear,anchored_reference_v1,contextual_comparable_inter_release
INI_0000035,PLT_CAN,PLT_CAN_L01,PLT_CAN_L01_EQ06,OptimizacionProceso,ControlAvanzado,Control multivariable para reducir variabilidad de proceso,20835.3133681,4.548,2794.8092504695605,381005.1508978643,55.156614999999995,94.0,9.75,47.99342105263158,34.89552815308691,0,424095.35,anchored_reference_linear,anchored_reference_linear,anchored_reference_linear,anchored_reference_v1,contextual_comparable_inter_release
INI_0000036,PLT_CAN,PLT_CAN_L01,,TransformacionIndustrial,CAPEXTransformacional,Revamping de equipos termicos y recuperacion de calor,155497.9814958,4.332,8020.035827759672,741572.7886974508,94.0,100.0,27.63,65.05000000000001,34.58695672451548,0,2309286.26,anchored_reference_linear,anchored_reference_linear,anchored_reference_linear,anchored_reference_v1,contextual_comparable_inter_release
INI_0000037,PLT_CAN,PLT_CAN_L02,PLT_CAN_L02_EQ01,EficienciaEnergetica,QuickWinOperativo,Ajuste fino de setpoints y secuencia de arranque/parada,5802.784463,0.595,1517.9634518414803,128144.19383361234,15.0,16.0,2.5,57.530263157894744,45.972184442147814,1,16798.48,anchored_reference_linear,anchored_reference_linear,anchored_reference_linear,anchored_reference_v1,contextual_comparable_inter_release
INI_0000038,PLT_CAN,PLT_CAN_L02,PLT_CAN_L02_EQ04,Confiabilidad,MantenimientoPredictivo,Analitica predictiva de fallo en equipos criticos,2422.32704,2.186,1512.5537460259366,104158.82946355124,58.60303422222222,54.0,16.86,66.52368421052633,41.66647015643353,0,194273.08,anchored_reference_linear,anchored_reference_linear,anchored_reference_linear,anchored_reference_v1,contextual_comparable_inter_release
INI_0000039,PLT_CAN,PLT_CAN_L02,PLT_CAN_L02_EQ05,OptimizacionProceso,ControlAvanzado,Control multivariable para reducir variabilidad de proceso,12080.601547500002,4.617,6260.11156974683,245828.8088669017,41.12798188888889,48.00000000000001,8.47,72.29736842105264,45.13932729929068,0,241518.37,anchored_reference_linear,anchored_reference_linear,anchored_reference_linear,anchored_reference_v1,contextual_comparable_inter_release
INI_0000040,PLT_CAN,PLT_CAN_L02,PLT_CAN_L02_EQ02,TransformacionIndustrial,CAPEXTransformacional,Revamping de equipos termicos y recuperacion de calor,136198.86223680002,8.189,17268.862904377664,674332.0886993769,88.70910022222222,100.0,23.97,94.68552631578947,50.24218444214782,0,1823819.02,anchored_reference_linear,anchored_reference_linear,anchored_reference_linear,anchored_reference_v1,contextual_comparable_inter_release
INI_0000041,PLT_CAN,PLT_CAN_L03,PLT_CAN_L03_EQ03,EficienciaEnergetica,QuickWinOperativo,Ajuste fino de setpoints y secuencia de arranque/parada,11453.1287301,0.595,3028.8376738427937,159590.46296964574,27.0,22.0,2.5,48.327631578947376,32.989731775176764,1,35045.7,anchored_reference_linear,anchored_reference_linear,anchored_reference_linear,anchored_reference_v1,contextual_comparable_inter_release
INI_0000042,PLT_CAN,PLT_CAN_L03,,Confiabilidad,MantenimientoPredictivo,Analitica predictiva de fallo en equipos criticos,2650.5948076,2.195,1878.7547940044983,119800.506988173,27.46667988888889,62.0,6.83,46.564473684210526,28.69687463231962,0,92001.19,anchored_reference_linear,anchored_reference_linear,anchored_reference_linear,anchored_reference_v1,contextual_comparable_inter_release
INI_0000043,PLT_CAN,PLT_CAN_L03,PLT_CAN_L03_EQ01,OptimizacionProceso,ControlAvanzado,Control multivariable para reducir variabilidad de proceso,35014.362708,5.486,3037.4203819012887,348628.01618497976,42.630164,68.0,9.46,48.34078947368421,33.39830320374819,0,376714.76,anchored_reference_linear,anchored_reference_linear,anchored_reference_linear,anchored_reference_v1,contextual_comparable_inter_release
INI_0000044,PLT_CAN,PLT_CAN_L03,PLT_CAN_L03_EQ06,TransformacionIndustrial,CAPEXTransformacional,Revamping de equipos termicos y recuperacion de calor,61330.0205061,5.735,9313.954785078491,487606.9730045708,73.15696744444445,94.0,26.99,66.96315789473685,33.75401748946247,0,1504127.07,anchored_reference_linear,anchored_reference_linear,anchored_reference_linear,anchored_reference_v1,contextual_comparable_inter_release
INI_0000045,PLT_CAN,PLT_CAN_L04,,EficienciaEnergetica,QuickWinOperativo,Ajuste fino de setpoints y secuencia de arranque/parada,6381.688420800001,1.046,1510.6203030799472,101361.40170491202,27.0,42.0,2.5,31.128947368421056,27.66441280468561,1,10541.91,anchored_reference_linear,anchored_reference_linear,anchored_reference_linear,anchored_reference_v1,contextual_comparable_inter_release
INI_0000046,PLT_CAN,PLT_CAN_L04,PLT_CAN_L04_EQ04,Confiabilidad,MantenimientoPredictivo,Analitica predictiva de fallo en equipos criticos,3688.9919136000003,1.871,1565.0936939875667,121205.28891027931,27.84807944444444,62.0,9.53,31.2171052631579,22.842984233257045,0,126327.15,anchored_reference_linear,anchored_reference_linear,anchored_reference_linear,anchored_reference_v1,contextual_comparable_inter_release
INI_0000047,PLT_CAN,PLT_CAN_L04,PLT_CAN_L04_EQ03,OptimizacionProceso,ControlAvanzado,Control multivariable para reducir variabilidad de proceso,10759.024524600001,2.704,3370.8459507908833,180359.12636965563,48.09168322222222,68.0,15.81,43.13947368421053,24.032984233257043,0,328251.49,anchored_reference_linear,anchored_reference_linear,anchored_reference_linear,anchored_reference_v1,contextual_comparable_inter_release
INI_0000048,PLT_CAN,PLT_CAN_L04,PLT_CAN_L04_EQ04,TransformacionIndustrial,CAPEXTransformacional,Revamping de equipos termicos y recuperacion de calor,32482.2343985,3.022,14165.520743036555,281376.888201605,71.55203499999999,74.0,41.96,60.609210526315785,24.48726994754276,0,1359683.15,anchored_reference_linear,anchored_reference_linear,anchored_reference_linear,anchored_reference_v1,contextual_comparable_inter_release
