periodo,planta_id,linea_id,causa_parada,n_eventos,horas_parada,impacto_produccion_proxy,impacto_energia_proxy,emisiones_asociadas_kg,loss_root_cause_score,ranking_causa
2024-05-01 00:00:00,PLT_BIZ,PLT_BIZ_L01,MantenimientoPreventivoProgramado,1,3.421,29.914,161.901,489366.54781999934,131.9473,12
2024-05-01 00:00:00,PLT_BIZ,PLT_BIZ_L04,CambioFormatoPlanificado,1,3.0,27.477,147.123,493420.9483800004,117.87540000000001,13
2024-05-01 00:00:00,PLT_BIZ,PLT_BIZ_L01,DesalineacionRodillos,1,1.615,11.827,116.361,489366.54781999934,73.12180000000001,14
2024-05-01 00:00:00,PLT_BIZ,PLT_BIZ_L03,DefectoSuperficial,1,0.868,6.806,94.182,454566.0471299996,49.0176,15
2025-05-01 00:00:00,PLT_ALA,PLT_ALA_L01,AtascoMaterial,3,14.152000000000001,131.721,6372.465,518783.7787199999,2260.64,1
2025-05-01 00:00:00,PLT_ALA,PLT_ALA_L04,ErrorInspeccion,1,6.372,48.847,2801.395,471639.09042999905,992.2819999999999,2
2025-05-01 00:00:00,PLT_ALA,PLT_ALA_L02,ParadaPlanificadaUtilidades,2,8.113,53.359,1853.77,444514.0687100001,745.0704999999999,3
2025-05-01 00:00:00,PLT_ALA,PLT_ALA_L02,CambioFormatoPlanificado,1,5.485,35.819,1432.637,444514.0687100001,557.4005999999999,4
2025-05-01 00:00:00,PLT_ALA,PLT_ALA_L01,DesalineacionRodillos,1,4.379,43.42,1157.851,518783.7787199999,456.64529999999996,5
2025-05-01 00:00:00,PLT_ALA,PLT_ALA_L01,InestabilidadTorque,2,4.424,44.449,1134.1409999999998,518783.7787199999,450.94679999999994,6
2025-05-01 00:00:00,PLT_ALA,PLT_ALA_L02,CurvaTermicaFueraBanda,3,6.873,50.146,515.203,444514.0687100001,317.09389999999996,7
2025-05-01 00:00:00,PLT_ALA,PLT_ALA_L03,BloqueoManipulador,2,4.3740000000000006,44.68000000000001,198.274,449686.02731999947,169.30220000000003,8
2025-05-01 00:00:00,PLT_ALA,PLT_ALA_L03,VariacionEspesor,1,3.931,37.977,146.201,449686.02731999947,141.4688,9
2025-05-01 00:00:00,PLT_ALA,PLT_ALA_L01,FalloHidraulico,1,1.047,11.691,64.729,518783.7787199999,46.2042,10
2025-11-01 00:00:00,PLT_BIZ,PLT_BIZ_L02,ParadaPlanificadaUtilidades,2,13.623999999999999,83.52,4132.244,402871.4215899999,1553.9132,1
2025-11-01 00:00:00,PLT_BIZ,PLT_BIZ_L03,DefectoSuperficial,2,7.287,52.557,2766.107,423925.0344999996,1001.8506,2
2025-11-01 00:00:00,PLT_BIZ,PLT_BIZ_L03,BloqueoManipulador,2,3.02,25.942,1502.008,423925.0344999996,523.9734,3
2025-11-01 00:00:00,PLT_BIZ,PLT_BIZ_L01,MantenimientoPreventivoProgramado,1,4.859,37.609,1208.291,456569.4933899994,478.4718,4
2025-11-01 00:00:00,PLT_BIZ,PLT_BIZ_L02,CurvaTermicaFueraBanda,1,5.956,34.669,294.809,402871.4215899999,224.8972,5
2025-11-01 00:00:00,PLT_BIZ,PLT_BIZ_L04,ErrorInspeccion,1,0.885,10.868,641.573,461661.5668099999,215.60589999999996,6
2025-11-01 00:00:00,PLT_BIZ,PLT_BIZ_L04,NoConformidadLote,2,3.378,38.525000000000006,379.603,461661.5668099999,200.7034,7
2025-11-01 00:00:00,PLT_BIZ,PLT_BIZ_L02,InspeccionSeguridadReglamentaria,1,2.503,13.077,463.092,402871.4215899999,195.52609999999999,8
2025-11-01 00:00:00,PLT_BIZ,PLT_BIZ_L03,FalloVision,1,1.041,9.168,279.305,423925.0344999996,109.19550000000001,9
2025-11-01 00:00:00,PLT_BIZ,PLT_BIZ_L03,VariacionEspesor,1,2.267,15.953,149.296,423925.0344999996,98.1053,10
2025-11-01 00:00:00,PLT_BIZ,PLT_BIZ_L01,AtascoMaterial,1,0.888,8.94,210.963,456569.4933899994,85.5189,11
2025-11-01 00:00:00,PLT_BIZ,PLT_BIZ_L01,FalloHidraulico,1,1.506,13.943,83.598,456569.4933899994,62.1709,12
2025-11-01 00:00:00,PLT_BIZ,PLT_BIZ_L02,TermoparDescalibrado,1,0.432,2.761,34.412,402871.4215899999,20.344099999999997,13
2024-04-01 00:00:00,PLT_CAN,PLT_CAN_L03,CambioFormatoPlanificado,1,5.063,37.192,2595.912,421676.88897999976,898.6295999999999,1
2024-04-01 00:00:00,PLT_CAN,PLT_CAN_L04,ParadaPlanificadaUtilidades,2,13.515,110.764,1331.3700000000001,450519.8614300007,725.0930000000001,2
2024-04-01 00:00:00,PLT_CAN,PLT_CAN_L01,InspeccionSeguridadReglamentaria,1,1.953,22.517,1393.299,492897.7953899995,468.3082,3
2024-04-01 00:00:00,PLT_CAN,PLT_CAN_L03,MantenimientoPreventivoProgramado,1,3.452,31.597,996.867,421676.88897999976,383.8986,4
2024-04-01 00:00:00,PLT_CAN,PLT_CAN_L02,FalloQuemador,2,5.062,36.339999999999996,855.7950000000001,454069.6612600001,376.1485,5
2024-04-01 00:00:00,PLT_CAN,PLT_CAN_L01,MantenimientoPreventivoProgramado,1,1.817,16.69,1051.018,492897.7953899995,359.9904,6
2024-04-01 00:00:00,PLT_CAN,PLT_CAN_L04,InspeccionSeguridadReglamentaria,1,5.525,48.441,623.423,450519.8614300007,321.74739999999997,7
2024-04-01 00:00:00,PLT_CAN,PLT_CAN_L02,ParadaPlanificadaUtilidades,1,4.437,28.847,701.401,454069.6612600001,313.5838,8
2024-04-01 00:00:00,PLT_CAN,PLT_CAN_L04,NoConformidadLote,1,3.388,26.297,673.625,450519.8614300007,282.996,9
2024-04-01 00:00:00,PLT_CAN,PLT_CAN_L02,InspeccionSeguridadReglamentaria,1,5.709,49.556,476.805,454069.6612600001,281.99949999999995,10
2024-04-01 00:00:00,PLT_CAN,PLT_CAN_L04,MantenimientoPreventivoProgramado,1,1.2,10.556,479.394,450519.8614300007,173.09619999999998,11
2024-04-01 00:00:00,PLT_CAN,PLT_CAN_L03,DefectoSuperficial,1,1.354,11.805,370.923,421676.88897999976,144.2594,12
2024-04-01 00:00:00,PLT_CAN,PLT_CAN_L03,ParadaPlanificadaUtilidades,1,3.769,29.241,112.787,421676.88897999976,123.8366,13
2024-04-01 00:00:00,PLT_CAN,PLT_CAN_L04,ErrorInspeccion,1,1.064,9.277,253.227,450519.8614300007,101.88659999999999,14
2024-04-01 00:00:00,PLT_CAN,PLT_CAN_L03,BloqueoManipulador,1,1.561,13.171,136.425,421676.88897999976,78.733,15
2024-04-01 00:00:00,PLT_CAN,PLT_CAN_L03,FalloVision,2,1.3840000000000001,12.868,45.449,421676.88897999976,47.7487,16
2024-04-01 00:00:00,PLT_CAN,PLT_CAN_L01,FalloHidraulico,1,0.759,7.954,41.969,492897.7953899995,31.747700000000002,17
2024-04-01 00:00:00,PLT_CAN,PLT_CAN_L01,AtascoMaterial,1,0.567,5.113,34.088,492897.7953899995,24.1229,18
2024-05-01 00:00:00,PLT_CAN,PLT_CAN_L04,ErrorInspeccion,2,7.269,58.611000000000004,1910.2740000000001,465272.5008900004,747.7677000000001,1
2024-05-01 00:00:00,PLT_CAN,PLT_CAN_L03,MantenimientoPreventivoProgramado,2,10.692,92.31099999999999,1104.531,435460.1484400004,591.3548000000001,2
2024-05-01 00:00:00,PLT_CAN,PLT_CAN_L04,FalloTransportador,2,5.2620000000000005,51.497,1066.047,465272.5008900004,450.8026,3
2024-05-01 00:00:00,PLT_CAN,PLT_CAN_L01,MantenimientoPreventivoProgramado,1,6.368,73.652,853.771,505285.30792999995,420.3173,4
2024-05-01 00:00:00,PLT_CAN,PLT_CAN_L04,AnomaliaInstrumentacion,1,6.233,47.208,828.77,465272.5008900004,396.895,5
2024-05-01 00:00:00,PLT_CAN,PLT_CAN_L01,ParadaPlanificadaUtilidades,2,9.121,82.222,475.343,505285.30792999995,366.13390000000004,6
2024-05-01 00:00:00,PLT_CAN,PLT_CAN_L02,FalloQuemador,1,4.848,34.952,404.658,466792.0071599995,235.8334,7
2024-05-01 00:00:00,PLT_CAN,PLT_CAN_L03,CambioFormatoPlanificado,1,4.176,31.44,442.277,435460.1484400004,231.9231,8
2024-05-01 00:00:00,PLT_CAN,PLT_CAN_L01,InspeccionSeguridadReglamentaria,1,4.042,34.98,410.368,505285.30792999995,221.4404,9
2024-05-01 00:00:00,PLT_CAN,PLT_CAN_L02,InspeccionSeguridadReglamentaria,1,5.527,47.814,276.136,466792.0071599995,217.2878,10
2024-05-01 00:00:00,PLT_CAN,PLT_CAN_L04,CambioFormatoPlanificado,1,2.156,17.443,507.386,465272.5008900004,204.0573,11
2024-05-01 00:00:00,PLT_CAN,PLT_CAN_L01,InestabilidadTorque,1,0.78,6.332,543.603,505285.30792999995,181.84689999999998,12
2024-05-01 00:00:00,PLT_CAN,PLT_CAN_L02,TermoparDescalibrado,1,3.656,29.653,276.614,466792.0071599995,170.9307,13
2024-05-01 00:00:00,PLT_CAN,PLT_CAN_L03,FalloVision,1,1.225,8.166,266.062,435460.1484400004,108.4016,14
2024-05-01 00:00:00,PLT_CAN,PLT_CAN_L02,CaidaGasIndustrial,3,1.569,10.478,136.369,466792.0071599995,77.52969999999999,15
2025-11-01 00:00:00,PLT_CAN,PLT_CAN_L02,ParadaPlanificadaUtilidades,1,14.0,116.079,3115.465,431493.41071,1272.679,1
2025-11-01 00:00:00,PLT_CAN,PLT_CAN_L04,AnomaliaInstrumentacion,1,3.657,33.259,1948.85,436547.7652700004,674.4245,2
2025-11-01 00:00:00,PLT_CAN,PLT_CAN_L01,InestabilidadTorque,1,2.51,23.188,2011.781,476346.3670799994,665.3283,3
2025-11-01 00:00:00,PLT_CAN,PLT_CAN_L02,MantenimientoPreventivoProgramado,1,2.378,17.869,970.067,431493.41071,347.51460000000003,4
2025-11-01 00:00:00,PLT_CAN,PLT_CAN_L02,CurvaTermicaFueraBanda,2,3.787,27.08,747.248,431493.41071,313.4544,5
2025-11-01 00:00:00,PLT_CAN,PLT_CAN_L02,TermoparDescalibrado,1,1.559,12.986,868.484,431493.41071,298.2182,6
2025-11-01 00:00:00,PLT_CAN,PLT_CAN_L01,InspeccionSeguridadReglamentaria,1,6.715,71.4,287.079,476346.3670799994,256.1237,7
2025-11-01 00:00:00,PLT_CAN,PLT_CAN_L03,CambioFormatoPlanificado,1,1.2,8.486,234.078,408736.0508699999,98.4664,8
2025-11-01 00:00:00,PLT_CAN,PLT_CAN_L01,DesalineacionRodillos,2,1.6989999999999998,17.929000000000002,174.11599999999999,476346.3670799994,95.17929999999998,9
2025-11-01 00:00:00,PLT_CAN,PLT_CAN_L04,ErrorInspeccion,1,1.37,11.935,174.935,436547.7652700004,85.848,10
2025-11-01 00:00:00,PLT_CAN,PLT_CAN_L03,DefectoSuperficial,1,1.595,11.544,137.693,408736.0508699999,78.9799,11
2025-11-01 00:00:00,PLT_CAN,PLT_CAN_L01,AtascoMaterial,1,0.949,11.085,79.315,476346.3670799994,48.317,12
2025-11-01 00:00:00,PLT_CAN,PLT_CAN_L02,FalloQuemador,1,0.611,5.181,55.654,431493.41071,31.506700000000002,13
2024-03-01 00:00:00,PLT_ALA,PLT_ALA_L02,CurvaTermicaFueraBanda,1,4.058,32.899,2027.496,447703.0570700001,705.8583,1
2024-03-01 00:00:00,PLT_ALA,PLT_ALA_L04,NoConformidadLote,2,2.893,31.384,1444.156,464090.9380400005,506.79879999999997,2
2024-03-01 00:00:00,PLT_ALA,PLT_ALA_L04,CambioFormatoPlanificado,1,7.27,72.385,479.807,464090.9380400005,325.5346,3
2024-03-01 00:00:00,PLT_ALA,PLT_ALA_L04,ErrorInspeccion,1,5.618,53.029,585.029,464090.9380400005,314.3832,4
2024-03-01 00:00:00,PLT_ALA,PLT_ALA_L03,DefectoSuperficial,2,4.606,34.436,359.52700000000004,446900.1221999987,217.1961,5
2024-03-01 00:00:00,PLT_ALA,PLT_ALA_L01,InestabilidadTorque,1,1.808,15.633,523.637,520618.2464200006,201.06759999999997,6
2024-03-01 00:00:00,PLT_ALA,PLT_ALA_L01,AtascoMaterial,1,2.054,21.307,365.653,520618.2464200006,161.4294,7
2024-03-01 00:00:00,PLT_ALA,PLT_ALA_L02,FalloQuemador,1,3.579,25.032,256.294,447703.0570700001,160.98420000000002,8
2024-03-01 00:00:00,PLT_ALA,PLT_ALA_L03,FalloVision,1,2.525,24.681,138.079,446900.1221999987,104.2642,9
2024-03-01 00:00:00,PLT_ALA,PLT_ALA_L03,VariacionEspesor,1,1.618,14.933,92.19,446900.1221999987,67.4835,10
2025-04-01 00:00:00,PLT_BIZ,PLT_BIZ_L02,MantenimientoPreventivoProgramado,1,3.835,18.908,1359.903,425644.3681299997,494.12489999999997,1
2025-04-01 00:00:00,PLT_BIZ,PLT_BIZ_L01,InestabilidadTorque,2,10.206,88.721,801.846,478929.35681999964,489.03430000000003,2
2025-04-01 00:00:00,PLT_BIZ,PLT_BIZ_L03,FalloVision,1,2.415,18.655,1281.386,449925.83625000063,442.0433,3
2025-04-01 00:00:00,PLT_BIZ,PLT_BIZ_L04,AnomaliaInstrumentacion,2,8.068,85.509,524.556,484778.7914400002,361.48130000000003,4
2025-04-01 00:00:00,PLT_BIZ,PLT_BIZ_L02,CaidaGasIndustrial,2,6.352,38.876,442.467,425644.3681299997,279.2181,5
2025-04-01 00:00:00,PLT_BIZ,PLT_BIZ_L02,InspeccionSeguridadReglamentaria,1,2.071,11.832,526.326,425644.3681299997,205.2338,6
2025-04-01 00:00:00,PLT_BIZ,PLT_BIZ_L01,ParadaPlanificadaUtilidades,1,3.628,36.563,263.187,478929.35681999964,169.79760000000002,7
2025-04-01 00:00:00,PLT_BIZ,PLT_BIZ_L01,FalloHidraulico,1,3.468,32.817,191.567,478929.35681999964,143.23860000000002,8
2025-04-01 00:00:00,PLT_BIZ,PLT_BIZ_L03,DefectoSuperficial,1,1.114,7.71,281.781,449925.83625000063,110.6693,9
2025-04-01 00:00:00,PLT_BIZ,PLT_BIZ_L01,DesalineacionRodillos,1,2.711,27.613,107.781,478929.35681999964,100.3608,10
2025-04-01 00:00:00,PLT_BIZ,PLT_BIZ_L04,MantenimientoPreventivoProgramado,1,1.718,15.79,189.755,484778.7914400002,99.1815,11
2025-04-01 00:00:00,PLT_BIZ,PLT_BIZ_L04,ErrorInspeccion,1,1.874,16.201,152.138,484778.7914400002,91.2219,12
2025-04-01 00:00:00,PLT_BIZ,PLT_BIZ_L02,FalloQuemador,1,0.881,4.61,98.997,425644.3681299997,49.6241,13
2025-09-01 00:00:00,PLT_ALA,PLT_ALA_L01,InestabilidadTorque,2,7.576,67.657,3498.724,468968.0395699999,1234.9657,1
2025-09-01 00:00:00,PLT_ALA,PLT_ALA_L02,InspeccionSeguridadReglamentaria,1,7.567,56.176,3320.695,403254.8958000003,1175.6364999999998,2
2025-09-01 00:00:00,PLT_ALA,PLT_ALA_L03,InspeccionSeguridadReglamentaria,1,5.491,51.625,1762.484,403743.25821000023,664.3777,3
2025-09-01 00:00:00,PLT_ALA,PLT_ALA_L01,CambioFormatoPlanificado,2,8.189,75.544,1330.62,468968.0395699999,600.7379999999999,4
2025-09-01 00:00:00,PLT_ALA,PLT_ALA_L03,ParadaPlanificadaUtilidades,2,7.992,68.75399999999999,917.259,403743.25821000023,469.39470000000006,5
2025-09-01 00:00:00,PLT_ALA,PLT_ALA_L01,FalloHidraulico,2,3.608,37.605,441.736,468968.0395699999,223.48329999999999,6
2025-09-01 00:00:00,PLT_ALA,PLT_ALA_L03,VariacionEspesor,1,3.06,30.584,410.144,403743.25821000023,199.5352,7
2025-09-01 00:00:00,PLT_ALA,PLT_ALA_L02,CurvaTermicaFueraBanda,1,3.609,28.522,307.589,403254.8958000003,178.71769999999998,8
2025-09-01 00:00:00,PLT_ALA,PLT_ALA_L01,DesalineacionRodillos,1,3.467,27.043,283.564,468968.0395699999,167.9307,9
2025-09-01 00:00:00,PLT_ALA,PLT_ALA_L04,ErrorInspeccion,1,0.735,7.392,381.42,427896.7766799999,132.822,10
2025-09-01 00:00:00,PLT_ALA,PLT_ALA_L02,TermoparDescalibrado,1,2.155,19.384,135.229,403254.8958000003,93.36070000000001,11
2025-09-01 00:00:00,PLT_ALA,PLT_ALA_L01,ParadaPlanificadaUtilidades,1,2.297,20.515,119.57,468968.0395699999,92.0685,12
2025-09-01 00:00:00,PLT_ALA,PLT_ALA_L01,AtascoMaterial,1,1.081,8.977,50.274,468968.0395699999,41.19070000000001,13
2024-07-01 00:00:00,PLT_ALA,PLT_ALA_L01,InspeccionSeguridadReglamentaria,1,6.484,65.384,4349.552,474013.6332300001,1467.2376,1
2024-07-01 00:00:00,PLT_ALA,PLT_ALA_L04,NoConformidadLote,2,3.774,41.044,1646.56,427658.14273999963,589.97,2
2024-07-01 00:00:00,PLT_ALA,PLT_ALA_L03,InspeccionSeguridadReglamentaria,1,8.612,63.661,478.558,408135.2112900002,347.6379,3
2024-07-01 00:00:00,PLT_ALA,PLT_ALA_L01,InestabilidadTorque,1,2.096,21.177,910.267,474013.6332300001,325.58860000000004,4
2024-07-01 00:00:00,PLT_ALA,PLT_ALA_L01,AtascoMaterial,1,1.506,13.962,626.582,474013.6332300001,225.07559999999998,5
2024-07-01 00:00:00,PLT_ALA,PLT_ALA_L01,DesalineacionRodillos,1,3.856,31.79,404.694,474013.6332300001,214.4232,6
2024-07-01 00:00:00,PLT_ALA,PLT_ALA_L02,CurvaTermicaFueraBanda,1,2.116,17.497,384.201,407755.89375000034,166.3288,7
2024-07-01 00:00:00,PLT_ALA,PLT_ALA_L03,CambioFormatoPlanificado,1,3.508,33.987,261.368,408135.2112900002,165.5639,8
2024-07-01 00:00:00,PLT_ALA,PLT_ALA_L03,FalloVision,1,1.631,12.228,84.076,408135.2112900002,63.9568,9
2024-09-01 00:00:00,PLT_BIZ,PLT_BIZ_L02,TermoparDescalibrado,3,16.307,93.452,1488.864,388313.4246099991,819.5252,1
2024-09-01 00:00:00,PLT_BIZ,PLT_BIZ_L04,NoConformidadLote,1,4.07,35.531,1119.488,447070.46077000047,435.01189999999997,2
2024-09-01 00:00:00,PLT_BIZ,PLT_BIZ_L04,CambioFormatoPlanificado,1,2.01,24.849,1087.387,447070.46077000047,378.8406,3
2024-09-01 00:00:00,PLT_BIZ,PLT_BIZ_L04,FalloTransportador,3,4.593,51.431,648.918,447070.46077000047,312.2509,4
2024-09-01 00:00:00,PLT_BIZ,PLT_BIZ_L03,ParadaPlanificadaUtilidades,1,5.35,42.893,389.376,411819.7332499995,245.2593,5
2024-09-01 00:00:00,PLT_BIZ,PLT_BIZ_L02,MantenimientoPreventivoProgramado,1,2.604,14.358,411.613,388313.4246099991,182.7429,6
2024-09-01 00:00:00,PLT_BIZ,PLT_BIZ_L02,FalloQuemador,1,3.641,20.976,300.41,388313.4246099991,173.431,7
2024-09-01 00:00:00,PLT_BIZ,PLT_BIZ_L02,CurvaTermicaFueraBanda,1,2.156,11.379,414.181,388313.4246099991,173.0638,8
2024-09-01 00:00:00,PLT_BIZ,PLT_BIZ_L03,InspeccionSeguridadReglamentaria,1,2.724,22.377,278.761,411819.7332499995,149.29680000000002,9
2024-09-01 00:00:00,PLT_BIZ,PLT_BIZ_L03,CambioFormatoPlanificado,1,2.523,23.625,122.379,411819.7332499995,98.98620000000001,10
2024-09-01 00:00:00,PLT_BIZ,PLT_BIZ_L03,BloqueoManipulador,1,2.208,17.226,107.575,411819.7332499995,85.0455,11
2024-09-01 00:00:00,PLT_BIZ,PLT_BIZ_L01,DesalineacionRodillos,1,1.469,14.353,56.596,445549.5424699999,53.5353,12
2025-01-01 00:00:00,PLT_BIZ,PLT_BIZ_L02,FalloQuemador,2,12.491,79.55199999999999,2092.267,468454.4647099999,917.2760999999999,1
2025-01-01 00:00:00,PLT_BIZ,PLT_BIZ_L04,FalloTransportador,3,7.808999999999999,83.751,662.012,533695.8252800005,396.65909999999997,2
2025-01-01 00:00:00,PLT_BIZ,PLT_BIZ_L02,CambioFormatoPlanificado,1,5.379,29.132,540.265,468454.4647099999,284.2255,3
2025-01-01 00:00:00,PLT_BIZ,PLT_BIZ_L01,MantenimientoPreventivoProgramado,1,5.107,35.958,345.9,529701.0610000003,223.889,4
2025-01-01 00:00:00,PLT_BIZ,PLT_BIZ_L02,TermoparDescalibrado,1,1.417,8.847,369.254,468454.4647099999,143.5397,5
2025-01-01 00:00:00,PLT_BIZ,PLT_BIZ_L04,ErrorInspeccion,1,2.04,24.933,227.847,533695.8252800005,121.6206,6
2025-01-01 00:00:00,PLT_BIZ,PLT_BIZ_L03,CambioFormatoPlanificado,1,1.706,13.033,248.207,498266.28063000075,115.09859999999998,7
2025-01-01 00:00:00,PLT_BIZ,PLT_BIZ_L02,MantenimientoPreventivoProgramado,1,1.2,7.554,288.328,468454.4647099999,114.27539999999999,8
2025-01-01 00:00:00,PLT_BIZ,PLT_BIZ_L04,AnomaliaInstrumentacion,1,0.683,7.922,60.882,533695.8252800005,35.8856,9
2025-01-01 00:00:00,PLT_BIZ,PLT_BIZ_L02,CurvaTermicaFueraBanda,1,0.35,1.72,58.488,468454.4647099999,25.406399999999998,10
2025-01-01 00:00:00,PLT_BIZ,PLT_BIZ_L01,DesalineacionRodillos,1,0.35,3.17,28.559,529701.0610000003,17.1527,11
2025-02-01 00:00:00,PLT_ALA,PLT_ALA_L01,InestabilidadTorque,3,11.432,114.474,1354.365,511629.05812999996,692.1865,1
2025-02-01 00:00:00,PLT_ALA,PLT_ALA_L04,FalloTransportador,1,1.786,20.02,1109.475,462911.88085999974,378.5725,2
2025-02-01 00:00:00,PLT_ALA,PLT_ALA_L03,DefectoSuperficial,1,1.87,16.999,772.966,442684.32993999927,277.7893,3
2025-02-01 00:00:00,PLT_ALA,PLT_ALA_L02,TermoparDescalibrado,2,4.067,30.058,555.968,441335.3197800001,263.1594,4
2025-02-01 00:00:00,PLT_ALA,PLT_ALA_L02,CambioFormatoPlanificado,1,5.002,40.941,272.722,441335.3197800001,202.32709999999997,5
2025-02-01 00:00:00,PLT_ALA,PLT_ALA_L01,FalloHidraulico,2,1.46,12.665,411.51099999999997,511629.05812999996,158.98579999999998,6
2025-02-01 00:00:00,PLT_ALA,PLT_ALA_L02,FalloQuemador,1,1.337,8.55,369.045,441335.3197800001,141.7285,7
2025-02-01 00:00:00,PLT_ALA,PLT_ALA_L03,FalloVision,1,1.243,8.849,202.485,442684.32993999927,90.03,8
2025-02-01 00:00:00,PLT_ALA,PLT_ALA_L02,CaidaGasIndustrial,1,1.534,11.992,164.987,441335.3197800001,86.1721,9
2025-02-01 00:00:00,PLT_ALA,PLT_ALA_L01,AtascoMaterial,1,1.314,11.856,122.435,511629.05812999996,68.9385,10
2025-06-01 00:00:00,PLT_ALA,PLT_ALA_L01,InestabilidadTorque,1,6.581,65.405,3495.543,499402.05167000013,1212.9854000000003,1
2025-06-01 00:00:00,PLT_ALA,PLT_ALA_L01,FalloHidraulico,3,7.554,70.013,1708.4,499402.05167000013,698.6065,2
2025-06-01 00:00:00,PLT_ALA,PLT_ALA_L03,DefectoSuperficial,2,3.9959999999999996,33.844,1734.1149999999998,431086.1081600006,617.0764999999999,3
2025-06-01 00:00:00,PLT_ALA,PLT_ALA_L02,TermoparDescalibrado,1,2.788,17.669,1371.229,428115.5459899992,475.9632,4
2025-06-01 00:00:00,PLT_ALA,PLT_ALA_L04,InspeccionSeguridadReglamentaria,1,2.754,24.999,1351.647,452136.460550001,473.07359999999994,5
2025-06-01 00:00:00,PLT_ALA,PLT_ALA_L02,FalloQuemador,2,4.888,36.728,1123.34,428115.5459899992,453.1259999999999,6
2025-06-01 00:00:00,PLT_ALA,PLT_ALA_L01,MantenimientoPreventivoProgramado,1,5.146,48.004,983.936,499402.05167000013,422.1028,7
2025-06-01 00:00:00,PLT_ALA,PLT_ALA_L02,CurvaTermicaFueraBanda,2,7.3100000000000005,50.199,718.7059999999999,428115.5459899992,386.9113,8
2025-06-01 00:00:00,PLT_ALA,PLT_ALA_L03,ParadaPlanificadaUtilidades,1,4.461,43.848,355.842,431086.1081600006,217.89659999999998,9
