timestamp,planta_id,linea_id,equipo_id,fuente_energia,consumo_kwh,demanda_kw,factor_carga,energia_reactiva_proxy,coste_energia_proxy,precio_energia_proxy
2024-01-01T15:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,807.1932,807.1932,0.33333,14.5295,87.1796,108.0034
2024-01-01T16:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1210.4709,1210.4709,0.78525,21.7885,132.177,109.1947
2024-01-01T17:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1476.618,1476.618,1.08118,26.5791,168.4241,114.0607
2024-01-01T18:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1420.0024,1420.0024,1.02302,25.56,192.2583,135.393
2024-01-01T19:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1407.4344,1407.4344,1.0101,25.3338,195.4058,138.8383
2024-01-01T20:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1414.9739,1414.9739,1.01785,25.4695,199.0616,140.6822
2024-01-01T21:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1464.1115,1464.1115,1.06833,26.354,161.6334,110.3969
2024-01-01T22:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1489.5504,1489.5504,1.09104,26.8119,150.9129,101.3144
2024-01-01T23:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1405.5269,1405.5269,1.0049,25.2995,141.314,100.5417
2024-01-02T00:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1374.0156,1374.0156,0.97576,24.7323,147.8515,107.6054
2024-01-02T01:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1305.8346,1305.8346,0.90571,23.505,137.1528,105.0308
2024-01-02T02:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1335.0315,1335.0315,0.93571,24.0306,146.4506,109.6983
2024-01-02T03:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1267.7587,1267.7587,0.86659,22.8197,134.284,105.9224
2024-01-02T04:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1401.7397,1401.7397,1.00424,25.2313,148.7045,106.0857
2024-01-02T05:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1301.53,1301.53,0.90129,23.4275,138.223,106.2004
2024-01-02T06:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1487.6573,1487.6573,1.09251,26.7778,150.7989,101.3667
2024-01-02T07:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1452.3249,1452.3249,1.05621,26.1418,147.9853,101.8955
2024-01-02T08:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1543.6154,1543.6154,1.15,27.7851,164.7997,106.7622
2024-01-02T09:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1543.6165,1543.6165,1.15,27.7851,205.7543,133.2937
2024-01-02T10:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1479.6675,1479.6675,1.0843,26.634,194.5248,131.4652
2024-01-02T11:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1457.7444,1457.7444,1.06177,26.2394,187.0079,128.2858
2024-01-02T12:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1427.6375,1427.6375,1.03084,25.6975,190.6152,133.5179
2024-01-02T13:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1903.5555,1903.5555,1.08242,34.264,250.3984,131.5425
2024-01-02T14:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1480.7348,1480.7348,1.08539,26.6532,172.5871,116.555
2024-01-02T15:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1338.7088,1338.7088,0.93947,24.0968,150.0219,112.0646
2024-01-02T16:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1428.4883,1428.4883,1.03171,25.7128,166.875,116.8193
2024-01-02T17:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1488.9869,1488.9869,1.09387,26.8018,170.4408,114.4676
2024-01-02T18:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1481.2375,1481.2375,1.0859,26.6623,214.5885,144.8711
2024-01-02T19:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1511.6157,1511.6157,1.10314,27.2091,219.8014,145.4082
2024-01-02T20:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1505.5138,1505.5138,1.11084,27.0992,217.8619,144.7093
2024-01-02T21:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1508.0329,1508.0329,1.11343,27.1446,171.7584,113.8957
2024-01-02T22:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1436.4896,1436.4896,1.03992,25.8568,153.3914,106.7822
2024-01-02T23:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1340.7334,1340.7334,0.94155,24.1332,143.5627,107.0777
2024-01-03T00:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1395.1857,1395.1857,0.99129,25.1133,136.5013,97.8374
2024-01-03T01:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1443.538,1443.538,1.04075,25.9837,130.9752,90.7321
2024-01-03T02:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1457.2079,1457.2079,1.05473,26.2297,140.8779,96.6766
2024-01-03T03:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1378.2681,1378.2681,0.97398,24.8088,129.4369,93.9127
2024-01-03T04:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1428.2712,1428.2712,1.02513,25.7089,136.0549,95.2584
2024-01-03T05:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1424.156,1424.156,1.02092,25.6348,132.7795,93.2338
2024-01-03T06:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1434.2693,1434.2693,1.03764,25.8168,155.5361,108.4427
2024-01-03T07:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1413.493,1413.493,1.01629,25.4429,147.0486,104.0321
2024-01-03T08:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1296.7181,1296.7181,0.89632,23.3409,144.8994,111.7432
2024-01-03T09:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1334.7933,1334.7933,0.93543,24.0263,179.1902,134.2457
2024-01-03T10:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1286.5915,1286.5915,0.88591,23.1586,180.6533,140.4123
2024-01-03T11:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1354.7207,1354.7207,0.9559,24.385,186.1637,137.4185
2024-01-03T12:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1380.9458,1380.9458,0.98285,24.857,186.2093,134.8419
2024-01-03T13:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1263.1439,1263.1439,0.86182,22.7366,177.6862,140.6698
2024-01-03T14:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1394.3137,1394.3137,0.99658,25.0976,156.6631,112.3585
2024-01-03T15:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1408.211,1408.211,1.01085,25.3478,153.7285,109.1658
2024-01-03T16:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1398.713,1398.713,1.00109,25.1768,155.409,111.1086
2024-01-03T17:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1365.589,1365.589,0.96706,24.5806,150.1392,109.9446
2024-01-03T18:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1417.976,1417.976,1.02088,25.5236,200.7295,141.5606
2024-01-03T19:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1376.8311,1376.8311,0.97861,24.783,192.2824,139.6558
2024-01-03T20:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1425.0139,1425.0139,1.02811,25.6502,192.1043,134.8087
2024-01-03T21:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1391.0932,1391.0932,0.99326,25.0397,152.1518,109.3757
2024-01-03T22:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1431.5609,1431.5609,1.02847,25.7681,133.8468,93.4971
2024-01-03T23:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1497.9632,1497.9632,1.0964,26.9633,141.3564,94.3657
2024-01-04T00:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1454.3177,1454.3177,1.05729,26.1777,142.0111,97.6479
2024-01-04T01:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1374.7006,1374.7006,0.97554,24.7446,134.042,97.5063
2024-01-04T02:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1351.4743,1351.4743,0.95169,24.3265,133.6751,98.9105
2024-01-04T03:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1465.9773,1465.9773,1.06925,26.3876,144.8638,98.8172
2024-01-04T04:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1430.0963,1430.0963,1.03241,25.7417,143.1484,100.0971
2024-01-04T05:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1298.9786,1298.9786,0.89779,23.3816,127.7216,98.3246
2024-01-04T06:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1468.8877,1468.8877,1.07317,26.44,161.5669,109.9927
2024-01-04T07:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1543.6686,1543.6686,1.15,27.786,171.8955,111.3552
2024-01-04T08:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1500.5326,1500.5326,1.10568,27.0096,162.1047,108.0314
2024-01-04T09:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1529.5552,1529.5552,1.1355,27.532,218.6539,142.9526
2024-01-04T10:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1347.545,1347.545,0.94851,24.2558,191.2351,141.9137
2024-01-04T11:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1533.5045,1533.5045,1.13955,27.6031,216.4515,141.1482
2024-01-04T12:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1543.6743,1543.6743,1.15,27.7861,219.525,142.2094
2024-01-04T13:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1373.6135,1373.6135,0.97529,24.725,187.5681,136.5508
2024-01-04T14:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1367.737,1367.737,0.96925,24.6193,143.449,104.8806
2024-01-04T15:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1465.4172,1465.4172,1.0696,26.3775,158.2327,107.9779
2024-01-04T16:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1355.0314,1355.0314,0.95619,24.3906,144.4765,106.6223
2024-01-04T17:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1450.327,1450.327,1.05409,26.1059,157.8052,108.8067
2024-01-04T18:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1668.9981,1668.9981,1.13253,30.042,232.5379,139.3278
2024-01-04T19:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1400.5466,1400.5466,1.00295,25.2098,186.4123,133.0997
2024-01-04T20:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1541.1353,1541.1353,1.14738,27.7404,218.046,141.484
2024-01-04T21:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1543.6844,1543.6844,1.15,27.7863,168.8083,109.3541
2024-01-04T22:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1473.9052,1473.9052,1.07737,26.5303,150.0096,101.777
2024-01-04T23:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1399.6525,1399.6525,1.00114,25.1937,141.7672,101.2874
2024-01-05T00:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1393.3121,1393.3121,0.99441,25.0796,140.4641,100.8131
2024-01-05T01:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1404.7393,1404.7393,1.00614,25.2853,140.0602,99.7054
2024-01-05T02:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1384.2055,1384.2055,0.98506,24.9157,135.4611,97.862
2024-01-05T03:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1429.7355,1429.7355,1.0318,25.7352,139.925,97.8677
2024-01-05T04:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1348.805,1348.805,0.94872,24.2785,130.5584,96.7956
2024-01-05T05:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1344.1565,1344.1565,0.94395,24.1948,134.5166,100.0751
2024-01-05T06:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1433.6544,1433.6544,1.03695,25.8058,144.6196,100.8748
2024-01-05T07:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1543.6958,1543.6958,1.15,27.7865,159.9213,103.5964
2024-01-05T08:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1501.111,1501.111,1.10625,27.02,147.9893,98.5865
2024-01-05T09:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1543.698,1543.698,1.15,27.7866,185.2842,120.0262
2024-01-05T10:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1492.38,1492.38,1.09728,26.8628,184.1203,123.3736
2024-01-05T11:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1445.5922,1445.5922,1.04921,26.0207,186.6265,129.1004
2024-01-05T12:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1531.2808,1531.2808,1.13724,27.5631,191.8959,125.3173
2024-01-05T13:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1564.9296,1564.9296,1.14089,28.1687,190.1239,121.4904
2024-01-05T14:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1403.2722,1403.2722,1.00573,25.2589,164.9534,117.5491
2024-01-05T15:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1487.6351,1487.6351,1.0924,26.7774,166.7318,112.0785
2024-01-05T16:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1478.8922,1478.8922,1.08341,26.6201,172.0315,116.3246
2024-01-05T17:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1378.1267,1378.1267,0.97989,24.8063,159.1984,115.5179
2024-01-05T18:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1441.3704,1441.3704,1.04487,25.9447,203.933,141.4855
2024-01-05T19:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1458.5086,1458.5086,1.06247,26.2532,202.8275,139.065
2024-01-05T20:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1407.7599,1407.7599,1.01033,25.3397,201.1817,142.9091
2024-01-05T21:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1458.4066,1458.4066,1.06236,26.2513,163.5601,112.1499
2024-01-05T22:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1410.0286,1410.0286,1.01155,25.3805,139.0704,98.6295
2024-01-05T23:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1394.0658,1394.0658,0.99516,25.0932,135.4886,97.1895
2024-01-06T00:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1322.3883,1322.3883,0.92182,23.803,128.0486,96.8313
2024-01-06T01:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1257.1189,1257.1189,0.8548,22.6281,119.6835,95.2046
2024-01-06T02:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1330.1727,1330.1727,0.92981,23.9431,123.5212,92.861
2024-01-06T03:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1370.4888,1370.4888,0.9712,24.6688,127.2278,92.8339
2024-01-06T04:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1367.6553,1367.6553,0.96829,24.6178,128.6973,94.1007
2024-01-06T05:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1311.7111,1311.7111,0.91085,23.6108,120.806,92.0981
2024-01-06T06:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1519.1348,1519.1348,1.12474,27.3444,150.7674,99.2456
2024-01-06T07:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1416.3192,1416.3192,1.01912,25.4937,141.3806,99.8225
2024-01-06T08:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1543.7241,1543.7241,1.15,27.787,144.692,93.7292
2024-01-06T09:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1543.7252,1543.7252,1.15,27.7871,196.7659,127.4617
2024-01-06T10:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1406.7658,1406.7658,1.0093,25.3218,174.6192,124.1281
2024-01-06T11:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1515.6271,1515.6271,1.12113,27.2813,192.8153,127.2182
2024-01-06T12:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1478.8075,1478.8075,1.08331,26.6185,181.8183,122.9493
2024-01-06T13:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1533.8162,1533.8162,1.13982,27.6087,197.4233,128.7138
2024-01-06T14:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1401.4405,1401.4405,1.00382,25.2259,139.6049,99.6153
2024-01-06T15:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1631.7242,1631.7242,0.96046,29.371,164.0355,100.5289
2024-01-06T16:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1364.2967,1364.2967,0.96566,24.5573,139.0232,101.901
2024-01-06T17:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1272.1497,1272.1497,0.871,22.8987,128.9306,101.3486
2024-01-06T18:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1381.8784,1381.8784,0.96287,24.8738,176.2722,127.5598
2024-01-06T19:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1344.3811,1344.3811,0.9452,24.1989,173.0845,128.7466
2024-01-06T20:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1346.9476,1346.9476,0.94784,24.2451,178.8396,132.774
2024-01-06T21:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1251.8922,1251.8922,0.85018,22.5341,129.9809,103.8275
2024-01-06T22:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1351.4282,1351.4282,0.95161,24.3257,123.407,91.316
2024-01-06T23:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1277.7043,1277.7043,0.87592,22.9987,120.1243,94.0158
2024-01-07T00:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1318.9089,1318.9089,0.91903,23.7404,130.545,98.9796
2024-01-07T01:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1330.3898,1330.3898,0.93082,23.947,118.9005,89.3727
2024-01-07T02:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1446.4229,1446.4229,1.05002,26.0356,131.4274,90.8637
2024-01-07T03:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1355.1127,1355.1127,0.95622,24.392,129.6419,95.6687
2024-01-07T04:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1314.4401,1314.4401,0.91443,23.6599,123.8378,94.2133
2024-01-07T05:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1284.5551,1284.5551,0.88373,23.122,117.7777,91.6875
2024-01-07T06:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1461.2917,1461.2917,1.06529,26.3033,140.1024,95.8757
2024-01-07T07:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1457.8115,1457.8115,1.06172,26.2406,137.4673,94.297
2024-01-07T08:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1411.9476,1411.9476,1.0146,25.4151,135.8965,96.2476
2024-01-07T09:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1447.5456,1447.5456,1.05117,26.0558,178.2421,123.134
2024-01-07T10:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1419.861,1419.861,1.02273,25.5575,174.2385,122.7152
2024-01-07T11:00:00,PLT_BIZ,PLT_BIZ_L01,PLT_BIZ_L01_EQ01,GasNatural,1409.2014,1409.2014,1.01177,25.3656,170.0008,120.6363
