fecha,planta_id,linea_id,familia_proceso,production_volume,planned_vs_actual_utilization,sec,sec_vs_target,sec_vs_benchmark,cost_energy_per_unit,emissions_per_unit,oee_synthetic,availability_rate,performance_loss_proxy,quality_loss_proxy,stop_density,process_deviation_density,loss_value_proxy,thermal_loss_proxy,process_loss_proxy,line_criticality_weight,trend_sec_7d,trend_oee_7d,sec_benchmark_gap,sec_gap_persistencia_14d,process_deviation_risk_score,process_deviation_risk_scaling_method,process_deviation_risk_scale_version,process_deviation_risk_comparability_tag,loss_stop_proxy,loss_process_proxy,loss_thermal_proxy
2024-01-20,PLT_ALA,PLT_ALA_L01,Laminacion,191.09339999999997,1.129871212121212,416.6238053456673,-141.85619465433274,-140.9011946543327,4.85790034381736,93.11512668674064,0.9608066113066666,1.0,0.0057133333333334,0.033621,0.0,0.0052330431087625,13165.304573742,0.0,6387.534529557253,0.8,0.9999082791057138,0.0015488191538094,-140.9011946543327,-144.2716646146983,22.775927758381844,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,6387.534529557253,0.0
2024-01-21,PLT_ALA,PLT_ALA_L01,Laminacion,169.5147,0.9901439393939394,481.89598689608914,-76.58401310391088,-75.62901310391084,5.029466158818109,104.50305029593304,0.791234442485,0.9166666666666666,0.1286733333333333,0.0313306666666667,0.0,0.0,13026.648411741,0.0,5036.66676407692,0.8,6.267182756322581,-0.0211454862327976,-75.62901310391084,-137.33581045865853,17.008047619047638,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,5036.66676407692,0.0
2024-01-22,PLT_ALA,PLT_ALA_L01,Laminacion,172.4073,1.110647727272727,446.351713247059,-112.12828675294112,-111.17328675294095,4.246153159713466,98.935667631243,0.9048832767691084,0.95375,0.02263,0.0344559999999999,0.0058002184362263,0.0116004368724526,28111.580767648,0.0,16529.51259319788,0.8,5.916479019697314,-0.0228579189023574,-111.17328675294095,-135.47537467941714,39.13244517347657,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,163.05330903997665,16529.51259319788,0.0
2024-01-23,PLT_ALA,PLT_ALA_L01,Laminacion,189.4859,1.163715909090909,423.10578596920067,-135.37421403079935,-134.4192140307993,4.548368076050704,95.04534464041916,0.9906576885533336,1.0,0.0,0.0326156666666666,0.0,0.0,14351.580094001,0.0,5710.308344826774,0.8,4.8128087495696,-0.0134501934082183,-134.4192140307993,-134.03896728781226,14.134791666666624,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,5710.308344826774,0.0
2024-01-24,PLT_ALA,PLT_ALA_L01,Laminacion,197.9471,1.1364810606060607,415.75224477644423,-142.72775522355568,-141.77275522355575,4.3554860410660785,92.80553026540927,0.9685769084533336,1.0,0.0,0.0314526666666666,0.0,0.005051854763217,14354.802002762,0.0,6653.287869916221,0.8,2.756848376566006,-0.0013432334308651,-141.77275522355575,-133.7447246326668,20.985698811492128,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,6653.287869916221,0.0
2024-01-25,PLT_ALA,PLT_ALA_L01,Laminacion,193.3829,1.1448787878787878,423.5666817430568,-134.91331825694323,-133.9583182569432,3.8556606351316343,95.47843004733096,0.9709619027733334,1.0,0.0,0.0363136666666665,0.0,0.0,14460.183449699,0.0,6221.415603239297,0.8,-1.5582604171642218,0.0080462695029167,-133.9583182569432,-133.11539491342393,16.44604166666656,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,6221.415603239297,0.0
2024-01-26,PLT_ALA,PLT_ALA_L01,Laminacion,191.8033,1.193181818181818,426.8918990278991,-131.5881009721009,-130.63310097210086,4.182837174479907,95.81319930366163,1.01463075,1.0,0.0,0.033685,0.0,0.0,14321.559257256,0.0,5832.365497772158,0.8,-4.159064204642275,0.020879320297889,-130.63310097210086,-133.42155676609102,14.803124999999998,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,5832.365497772158,0.0
2024-01-27,PLT_ALA,PLT_ALA_L01,Laminacion,192.6845,1.0708636363636366,405.2153819029664,-153.26461809703352,-152.3096180970336,4.027981611718622,90.92533784502643,0.9154982546633332,1.0,0.0576399999999998,0.0286263333333334,0.0,0.0,13051.4489744,0.0,4737.420386831461,0.8,-9.58930527299398,0.0204496641863137,-152.3096180970336,-133.70022196935196,13.28831547619051,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,4737.420386831461,0.0
2024-01-28,PLT_ALA,PLT_ALA_L01,Laminacion,194.2553,1.1119053030303032,415.5727645804832,-142.90723541951684,-141.9522354195168,4.332301965644726,93.2582881908499,0.9478784344733334,1.0,0.0215233333333332,0.0314373333333333,0.0,0.0,13486.442928317,0.0,5227.03059534734,0.8,-4.17778571002645,0.0008828731028336,-141.9522354195168,-132.8122195625346,14.01328571428569,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,5227.03059534734,0.0
2024-01-29,PLT_ALA,PLT_ALA_L01,Laminacion,190.956,1.131814393939394,423.2070003419538,-135.2729996580461,-134.31799965804618,5.261444356660308,95.24946814973082,0.9677205785333336,1.0,0.0040033333333333,0.0286156666666667,0.0,0.0,14510.294285185,0.0,5265.598371459124,0.8,-0.6573791826340291,-0.0059168545046427,-134.31799965804618,-131.8804268686579,11.749172619047638,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,5265.598371459124,0.0
2024-01-30,PLT_ALA,PLT_ALA_L01,Laminacion,202.4252,1.1568939393939397,404.4054946616977,-154.07450533830234,-153.1195053383023,5.19772103488388,90.79367662721836,0.9825542196433332,1.0,0.0,0.0349073333333332,0.0,0.0049400963911607,14767.418351697,0.0,7266.169571315977,0.8,-1.6456695569236084,-0.0011179653727381,-153.1195053383023,-133.8066797504225,22.9772279200743,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,7266.169571315977,0.0
2024-01-31,PLT_ALA,PLT_ALA_L01,Laminacion,184.4989,1.1406969696969698,434.6928506256488,-123.78714937435126,-122.83214937435122,5.391902697269601,97.68796854615394,0.9694039970966668,1.0,0.0,0.0344136666666665,0.0,0.0108401730308419,14568.12071712,0.0,8394.474260581466,0.8,0.2284755840843022,-0.0005930162097619,-122.83214937435122,-133.3397152715574,31.518801212929414,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,8394.474260581466,0.0
2024-02-01,PLT_ALA,PLT_ALA_L01,Laminacion,189.4054,1.110257575757576,430.4013576192229,-128.07864238077707,-126.44064238077716,5.604348441785052,96.4817678376646,0.9438147973433334,1.0,0.0229733333333331,0.0341849999999999,0.0,0.0158390415479178,15440.359373934,0.0,10023.948829627338,0.8,2.082715832162559,-0.0024985924261903,-126.44064238077716,-131.36081154627138,39.53056827425759,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,10023.948829627338,0.0
2024-02-02,PLT_ALA,PLT_ALA_L01,Laminacion,191.6468,1.1762007575757574,424.8682856586852,-133.61171434131484,-131.9737143413148,5.489856824965763,95.16548254392976,1.0019745499066668,1.0,0.0,0.0319729999999998,0.0,0.0052179321543589,15982.242274065,0.0,7520.16812574222,0.8,3.5750624152975647,0.0090351796440476,-131.9737143413148,-130.8166248288518,21.56002323153822,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,7520.16812574222,0.0
2024-02-03,PLT_ALA,PLT_ALA_L01,Laminacion,195.9369,1.1243560606060607,391.4515578906774,-167.0284421093226,-165.39044210932258,3.720095633429492,87.54541416139584,0.96182114748,1.0,0.0105666666666666,0.0283233333333333,0.0,0.0,13044.569977097,0.0,4700.339029372384,0.8,-1.5373280885153444,0.0025570235523809,-165.39044210932258,-132.56585678992252,11.753988095238077,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,4700.339029372384,0.0
2024-02-04,PLT_ALA,PLT_ALA_L01,Laminacion,174.8797,1.0063371212121213,483.1953166745177,-75.2846833254822,-73.64668332548229,5.082836264365244,102.55711434774878,0.7965530424773082,0.8998750000000001,0.1144233333333332,0.0276016666666666,0.0,0.0,13881.267448202,0.0,4914.17111181379,0.8,5.151161088881692,-0.0186570785601693,-73.64668332548229,-132.42426180574907,14.270279761904716,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,4914.17111181379,0.0
2024-02-05,PLT_ALA,PLT_ALA_L01,Laminacion,188.2368,1.1499053030303032,411.7345881982062,-146.7454118017938,-145.10741180179377,5.1333994690756395,92.41680383431932,0.9754989044033332,1.0,0.0,0.0359546666666666,0.0053124575003399,0.0,27015.852287987,0.0,11538.560565040212,0.8,2.858657606382786,-0.0124593394579303,-145.10741180179377,-134.84812788066714,21.53412416700652,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,143.5205671153914,11538.560565040212,0.0
2024-02-06,PLT_ALA,PLT_ALA_L01,Laminacion,142.7763,0.8654053030303032,937.912271342008,379.432271342008,381.070271342008,11.847174303838676,127.19669658059496,0.6814260580183333,0.75,0.2384433333333332,0.0324546666666666,0.0,0.0070039635429689,14797.969631474,4875.654222252713,7421.740933336177,0.8,54.666134082959886,-0.0359281110908698,381.070271342008,-98.02745035403804,31.35277864778664,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,7421.740933336177,4875.654222252713
2024-02-07,PLT_ALA,PLT_ALA_L01,Laminacion,169.8761,1.0745454545454547,423.6230170219796,-134.85698297802043,-133.2189829780204,5.8634491167760885,94.15631274793806,0.8533391631450833,0.9224583333333336,0.0543999999999998,0.0341789999999999,0.0058866432652974,0.0117732865305949,50578.952616441005,0.0,29748.79738083747,0.8,36.64414213865875,-0.0321016474802887,-133.2189829780204,-97.41646662221407,40.21273377547539,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,297.74025078536874,29748.79738083747,0.0
2024-02-08,PLT_ALA,PLT_ALA_L01,Laminacion,191.8625,1.149337121212121,426.6761958047212,-131.8038041952788,-130.16580419527878,4.820946136513037,95.7988170173953,0.98123974476,1.0,0.0,0.0298253333333332,0.0,0.0,15933.219978446,0.0,5950.606220716847,0.8,18.731557263150105,-0.0140819774488859,-130.16580419527878,-97.1455727606666,12.390833333333251,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,5950.606220716847,0.0
2024-02-09,PLT_ALA,PLT_ALA_L01,Laminacion,149.259,0.9525530303030304,653.9412296359005,95.46122963590052,97.09922963590054,8.11733647795923,125.09703977649588,0.7292527096739999,0.8166666666666665,0.1617533333333333,0.0355476666666666,0.0,0.013399526996697,15621.872021754,1282.360290680239,9756.405660076976,0.8,24.511400082851797,-0.0160889875039595,97.09922963590054,-80.87897771723794,40.688105971235935,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,9756.405660076976,1282.360290680239
2024-02-10,PLT_ALA,PLT_ALA_L01,Laminacion,181.7847,1.018125,395.1327711019399,-163.34722889806,-161.70922889806008,4.635828544021895,86.9468728666384,0.8068681032470133,0.9203333333333332,0.1040499999999999,0.0303203333333333,0.005501013011546,0.0,42412.31955210001,0.0,16023.4980293821,0.8,-10.393229620701131,-0.0057761971574244,-161.70922889806008,-81.55037848873984,21.174078487736452,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,233.31072170594896,16023.4980293821,0.0
2024-02-11,PLT_ALA,PLT_ALA_L01,Laminacion,190.4909,1.1868560606060607,413.1707737741333,-145.3092262258666,-143.6712262258667,4.988072969521547,92.76300337706422,1.013299424866667,1.0,0.0,0.029809,0.0,0.0,13845.043158292,0.0,5168.752655981215,0.8,-30.39043682637264,0.0085785427991527,-143.6712262258667,-81.67316354633626,12.380625,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,5168.752655981215,0.0
2024-02-12,PLT_ALA,PLT_ALA_L01,Laminacion,194.6048,1.16969696969697,414.1338597214082,-144.34614027859175,-142.7081402785917,5.193129091739327,92.89458363822476,0.9998192269333336,1.0,0.0,0.0285983333333333,0.0,0.0,15361.182763351995,0.0,5572.045030157312,0.8,-57.992255216438345,0.0393117281669707,-142.7081402785917,-82.27245930494666,11.623958333333311,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,5572.045030157312,0.0
2024-02-13,PLT_ALA,PLT_ALA_L01,Laminacion,185.4157,1.1560454545454546,433.8240661028671,-124.65593389713293,-123.01793389713288,5.707117970818129,97.36150822179567,0.9801813211866666,1.0,0.0,0.0364409999999999,0.0,0.0215731461790991,15456.942728836,0.0,11669.310768899426,0.8,-8.401856456633233,0.0250618626308601,-123.01793389713288,-80.12234705914885,48.88534426864859,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,11669.310768899426,0.0
2024-02-14,PLT_ALA,PLT_ALA_L01,Laminacion,195.8895,1.1638977272727271,424.3136638191483,-134.16633618085166,-132.52833618085162,5.728101486251814,95.34063745121612,0.9898021763033334,1.0,0.0,0.0336549999999999,0.0,0.015314756533658,16120.485710354998,0.0,10263.95513288341,0.8,-15.297172657261283,0.0257319871907733,-132.52833618085162,-80.81493183104172,37.75650980048694,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,10263.95513288341,0.0
2024-02-15,PLT_ALA,PLT_ALA_L01,Laminacion,96.8291,0.6325037878787878,538.082576353868,-20.397423646131983,-18.75942364613195,6.153009660182665,152.88684197209312,0.4500529065469334,0.5513333333333333,0.4433966666666667,0.0385756666666665,0.0103274738689092,0.0103274738689092,62835.24056727401,0.0,38012.12797052151,0.8,-9.591460074390922,-0.018030334533877,-18.75942364613195,-73.12341620713849,53.67847633893956,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,648.9293050051457,38012.12797052151,0.0
2024-02-16,PLT_ALA,PLT_ALA_L01,Laminacion,192.9199,1.1756098484848485,424.39255671864584,-134.08744328135418,-132.44944328135415,4.88599577820356,95.43012970668138,1.00193697258,1.0,0.0,0.031496,0.0,0.0,16327.376304309,0.0,6336.491469939291,0.8,12.420813075261718,-0.0196894099739466,-132.44944328135415,-73.15739684571274,13.435,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,6336.491469939291,0.0
2024-02-17,PLT_ALA,PLT_ALA_L01,Laminacion,190.8411,1.129340909090909,417.0725899865664,-141.40741001343366,-139.76941001343363,4.1823721103015,92.81235802979548,0.96242900421,1.0,0.00618,0.0313536666666666,0.0,0.0052399614129241,14083.446395967,0.0,6555.0556880829745,0.8,4.8743340315277,-0.0242322923327285,-139.76941001343363,-71.32732312457782,21.3825552146242,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,6555.0556880829745,0.0
2024-02-18,PLT_ALA,PLT_ALA_L01,Laminacion,192.5813,1.14892803030303,407.3774629353106,-151.10253706468944,-149.4645370646894,4.48472407066781,91.98799961366969,0.97936341008,1.0,0.0,0.0313036666666666,0.0,0.0051926121591244,14053.269940579,0.0,6524.880754568769,0.8,-1.91761606040704,-0.003026331722738,-149.4645370646894,-76.74288410594976,21.103709905353224,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,6524.880754568769,0.0
2024-02-19,PLT_ALA,PLT_ALA_L01,Laminacion,191.51959999999997,1.17575,432.6868732232976,-125.79312677670242,-124.1551267767024,5.454500118610926,97.34859920342356,1.00687402874,1.0,0.0,0.0268866666666666,0.0,0.0156641931165269,16429.785932132,0.0,9573.98506834337,0.8,-5.653355956203045,0.0204134531384429,-124.1551267767024,-75.24629231844322,34.05045634145697,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,9573.98506834337,0.0
2024-02-20,PLT_ALA,PLT_ALA_L01,Laminacion,189.6931,1.174439393939394,437.1063070910091,-121.3736929089909,-119.73569290899088,4.791082609610682,97.61700088195089,0.9966731428866664,1.0,0.0,0.0355973333333333,0.0,0.005271673033969,16647.907161652,0.0,8374.759034214872,0.8,-6.765306079603318,0.0397029136298619,-119.73569290899088,-111.01814690780029,23.905842884286812,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,8374.759034214872,0.0
2024-02-21,PLT_ALA,PLT_ALA_L01,Laminacion,192.5728,1.1424621212121215,430.3142944813616,-128.1657055186384,-126.52770551863836,5.464779508391459,96.4799217750378,0.9714678744733334,1.0,0.0,0.0339140000000001,0.0,0.0051928413566194,15848.724458657998,0.0,7720.549540173429,0.8,-10.080823629859347,0.0570772238900905,-126.52770551863836,-110.54019851784442,22.735512034929155,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,7720.549540173429,0.0
2024-02-22,PLT_ALA,PLT_ALA_L01,Laminacion,201.2607,1.1686477272727271,409.16413987308033,-149.3158601269197,-147.67786012691963,5.6443748653344,92.15858868621643,0.9973364863,1.0,0.0,0.0303663333333333,0.0,0.0,16214.455250125,0.0,6132.394803896553,0.8,0.3759643788783076,0.0007709290890476,-147.67786012691963,-111.79105965581876,12.728958333333312,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,6132.394803896553,0.0
2024-02-23,PLT_ALA,PLT_ALA_L01,Laminacion,192.6721,1.1427916666666669,433.1850925598034,-125.2949074401966,-123.65690744019656,5.116265960720889,96.85060395355632,0.97483278656,1.0,0.0,0.0307973333333334,0.0,0.0051901650524388,16005.228194932002,0.0,7359.670355644164,0.8,1.769224387618398,0.0013482623294048,-123.65690744019656,-127.55935516125427,20.78358091199157,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,7359.670355644164,0.0
2024-02-24,PLT_ALA,PLT_ALA_L01,Laminacion,199.1145,1.1788257575757577,400.745655853905,-157.734344146095,-156.09634414609496,3.7277063715971415,89.78100188584959,1.008185776,1.0,0.0,0.0280513333333333,0.0,0.0050222359496671,13922.152283108,0.0,6032.227813339421,0.8,-1.6728982067547904,0.0008231413147619,-156.09634414609496,-127.1584348218282,18.815437257833963,anchored_reference_linear,anchored_reference_v1,absolute_comparable_inter_release,0.0,6032.227813339421,0.0
