sector_profile_id,planta_id,nombre_planta,tipo_planta,region,linea_id,nombre_linea,familia_proceso,sector_process_family,equipo_id,tipo_equipo,sector_equipment_type,subsistema
tubacex,PLT_BIZ,Planta Bizkaia Norte,Tubos sin soldadura,Pais Vasco,PLT_BIZ_L01,Linea_Laminacion_1,Laminacion,Conformado de Tubo,PLT_BIZ_L01_EQ02,LaminadorPrincipal,Tren Laminador,Mecanico
tubacex,PLT_BIZ,Planta Bizkaia Norte,Tubos sin soldadura,Pais Vasco,PLT_BIZ_L01,Linea_Laminacion_1,Laminacion,Conformado de Tubo,PLT_BIZ_L01_EQ03,CompresorAire,Compresor de Servicios,Utilidades
tubacex,PLT_BIZ,Planta Bizkaia Norte,Tubos sin soldadura,Pais Vasco,PLT_BIZ_L01,Linea_Laminacion_1,Laminacion,Conformado de Tubo,PLT_BIZ_L01_EQ04,BombaRecirculacion,Bomba Hidraulica de Recirculacion,Hidraulico
tubacex,PLT_BIZ,Planta Bizkaia Norte,Tubos sin soldadura,Pais Vasco,PLT_BIZ_L01,Linea_Laminacion_1,Laminacion,Conformado de Tubo,PLT_BIZ_L01_EQ05,SistemaControl,Sistema de Control de Linea,Automatizacion
tubacex,PLT_BIZ,Planta Bizkaia Norte,Tubos sin soldadura,Pais Vasco,PLT_BIZ_L01,Linea_Laminacion_1,Laminacion,Conformado de Tubo,PLT_BIZ_L01_EQ06,ManipuladorCarga,Manipulador de Material,MovimientoMateriales
tubacex,PLT_BIZ,Planta Bizkaia Norte,Tubos sin soldadura,Pais Vasco,PLT_BIZ_L02,Linea_TratamientoTermico_2,TratamientoTermico,Tratamiento Termico Metalurgico,PLT_BIZ_L02_EQ01,HornoProceso,Horno de Tratamiento,Termico
tubacex,PLT_BIZ,Planta Bizkaia Norte,Tubos sin soldadura,Pais Vasco,PLT_BIZ_L02,Linea_TratamientoTermico_2,TratamientoTermico,Tratamiento Termico Metalurgico,PLT_BIZ_L02_EQ02,LaminadorPrincipal,Tren Laminador,Mecanico
tubacex,PLT_BIZ,Planta Bizkaia Norte,Tubos sin soldadura,Pais Vasco,PLT_BIZ_L02,Linea_TratamientoTermico_2,TratamientoTermico,Tratamiento Termico Metalurgico,PLT_BIZ_L02_EQ03,CompresorAire,Compresor de Servicios,Utilidades
tubacex,PLT_BIZ,Planta Bizkaia Norte,Tubos sin soldadura,Pais Vasco,PLT_BIZ_L02,Linea_TratamientoTermico_2,TratamientoTermico,Tratamiento Termico Metalurgico,PLT_BIZ_L02_EQ04,BombaRecirculacion,Bomba Hidraulica de Recirculacion,Hidraulico
tubacex,PLT_BIZ,Planta Bizkaia Norte,Tubos sin soldadura,Pais Vasco,PLT_BIZ_L02,Linea_TratamientoTermico_2,TratamientoTermico,Tratamiento Termico Metalurgico,PLT_BIZ_L02_EQ05,SistemaControl,Sistema de Control de Linea,Automatizacion
tubacex,PLT_BIZ,Planta Bizkaia Norte,Tubos sin soldadura,Pais Vasco,PLT_BIZ_L02,Linea_TratamientoTermico_2,TratamientoTermico,Tratamiento Termico Metalurgico,PLT_BIZ_L02_EQ06,ManipuladorCarga,Manipulador de Material,MovimientoMateriales
tubacex,PLT_BIZ,Planta Bizkaia Norte,Tubos sin soldadura,Pais Vasco,PLT_BIZ_L03,Linea_Acabado_3,Acabado,Acabado y Calibrado,PLT_BIZ_L03_EQ01,HornoProceso,Horno de Tratamiento,Termico
tubacex,PLT_BIZ,Planta Bizkaia Norte,Tubos sin soldadura,Pais Vasco,PLT_BIZ_L03,Linea_Acabado_3,Acabado,Acabado y Calibrado,PLT_BIZ_L03_EQ02,LaminadorPrincipal,Tren Laminador,Mecanico
tubacex,PLT_BIZ,Planta Bizkaia Norte,Tubos sin soldadura,Pais Vasco,PLT_BIZ_L03,Linea_Acabado_3,Acabado,Acabado y Calibrado,PLT_BIZ_L03_EQ03,CompresorAire,Compresor de Servicios,Utilidades
tubacex,PLT_BIZ,Planta Bizkaia Norte,Tubos sin soldadura,Pais Vasco,PLT_BIZ_L03,Linea_Acabado_3,Acabado,Acabado y Calibrado,PLT_BIZ_L03_EQ04,BombaRecirculacion,Bomba Hidraulica de Recirculacion,Hidraulico
tubacex,PLT_BIZ,Planta Bizkaia Norte,Tubos sin soldadura,Pais Vasco,PLT_BIZ_L03,Linea_Acabado_3,Acabado,Acabado y Calibrado,PLT_BIZ_L03_EQ05,SistemaControl,Sistema de Control de Linea,Automatizacion
tubacex,PLT_BIZ,Planta Bizkaia Norte,Tubos sin soldadura,Pais Vasco,PLT_BIZ_L03,Linea_Acabado_3,Acabado,Acabado y Calibrado,PLT_BIZ_L03_EQ06,ManipuladorCarga,Manipulador de Material,MovimientoMateriales
tubacex,PLT_BIZ,Planta Bizkaia Norte,Tubos sin soldadura,Pais Vasco,PLT_BIZ_L04,Linea_InspeccionFinal_4,InspeccionFinal,Inspeccion y Ensayos Finales,PLT_BIZ_L04_EQ01,HornoProceso,Horno de Tratamiento,Termico
tubacex,PLT_BIZ,Planta Bizkaia Norte,Tubos sin soldadura,Pais Vasco,PLT_BIZ_L04,Linea_InspeccionFinal_4,InspeccionFinal,Inspeccion y Ensayos Finales,PLT_BIZ_L04_EQ02,LaminadorPrincipal,Tren Laminador,Mecanico
tubacex,PLT_BIZ,Planta Bizkaia Norte,Tubos sin soldadura,Pais Vasco,PLT_BIZ_L04,Linea_InspeccionFinal_4,InspeccionFinal,Inspeccion y Ensayos Finales,PLT_BIZ_L04_EQ03,CompresorAire,Compresor de Servicios,Utilidades
tubacex,PLT_BIZ,Planta Bizkaia Norte,Tubos sin soldadura,Pais Vasco,PLT_BIZ_L04,Linea_InspeccionFinal_4,InspeccionFinal,Inspeccion y Ensayos Finales,PLT_BIZ_L04_EQ04,BombaRecirculacion,Bomba Hidraulica de Recirculacion,Hidraulico
tubacex,PLT_BIZ,Planta Bizkaia Norte,Tubos sin soldadura,Pais Vasco,PLT_BIZ_L04,Linea_InspeccionFinal_4,InspeccionFinal,Inspeccion y Ensayos Finales,PLT_BIZ_L04_EQ05,SistemaControl,Sistema de Control de Linea,Automatizacion
tubacex,PLT_BIZ,Planta Bizkaia Norte,Tubos sin soldadura,Pais Vasco,PLT_BIZ_L04,Linea_InspeccionFinal_4,InspeccionFinal,Inspeccion y Ensayos Finales,PLT_BIZ_L04_EQ06,ManipuladorCarga,Manipulador de Material,MovimientoMateriales
tubacex,PLT_CAN,Planta Cantabria Energy,Laminacion y conformado,Cantabria,PLT_CAN_L01,Linea_Laminacion_1,Laminacion,Conformado de Tubo,PLT_CAN_L01_EQ01,HornoProceso,Horno de Tratamiento,Termico
tubacex,PLT_CAN,Planta Cantabria Energy,Laminacion y conformado,Cantabria,PLT_CAN_L01,Linea_Laminacion_1,Laminacion,Conformado de Tubo,PLT_CAN_L01_EQ02,LaminadorPrincipal,Tren Laminador,Mecanico
tubacex,PLT_CAN,Planta Cantabria Energy,Laminacion y conformado,Cantabria,PLT_CAN_L01,Linea_Laminacion_1,Laminacion,Conformado de Tubo,PLT_CAN_L01_EQ03,CompresorAire,Compresor de Servicios,Utilidades
tubacex,PLT_CAN,Planta Cantabria Energy,Laminacion y conformado,Cantabria,PLT_CAN_L01,Linea_Laminacion_1,Laminacion,Conformado de Tubo,PLT_CAN_L01_EQ04,BombaRecirculacion,Bomba Hidraulica de Recirculacion,Hidraulico
tubacex,PLT_CAN,Planta Cantabria Energy,Laminacion y conformado,Cantabria,PLT_CAN_L01,Linea_Laminacion_1,Laminacion,Conformado de Tubo,PLT_CAN_L01_EQ05,SistemaControl,Sistema de Control de Linea,Automatizacion
tubacex,PLT_CAN,Planta Cantabria Energy,Laminacion y conformado,Cantabria,PLT_CAN_L01,Linea_Laminacion_1,Laminacion,Conformado de Tubo,PLT_CAN_L01_EQ06,ManipuladorCarga,Manipulador de Material,MovimientoMateriales
tubacex,PLT_CAN,Planta Cantabria Energy,Laminacion y conformado,Cantabria,PLT_CAN_L02,Linea_TratamientoTermico_2,TratamientoTermico,Tratamiento Termico Metalurgico,PLT_CAN_L02_EQ01,HornoProceso,Horno de Tratamiento,Termico
tubacex,PLT_CAN,Planta Cantabria Energy,Laminacion y conformado,Cantabria,PLT_CAN_L02,Linea_TratamientoTermico_2,TratamientoTermico,Tratamiento Termico Metalurgico,PLT_CAN_L02_EQ02,LaminadorPrincipal,Tren Laminador,Mecanico
tubacex,PLT_CAN,Planta Cantabria Energy,Laminacion y conformado,Cantabria,PLT_CAN_L02,Linea_TratamientoTermico_2,TratamientoTermico,Tratamiento Termico Metalurgico,PLT_CAN_L02_EQ03,CompresorAire,Compresor de Servicios,Utilidades
tubacex,PLT_CAN,Planta Cantabria Energy,Laminacion y conformado,Cantabria,PLT_CAN_L02,Linea_TratamientoTermico_2,TratamientoTermico,Tratamiento Termico Metalurgico,PLT_CAN_L02_EQ04,BombaRecirculacion,Bomba Hidraulica de Recirculacion,Hidraulico
tubacex,PLT_CAN,Planta Cantabria Energy,Laminacion y conformado,Cantabria,PLT_CAN_L02,Linea_TratamientoTermico_2,TratamientoTermico,Tratamiento Termico Metalurgico,PLT_CAN_L02_EQ05,SistemaControl,Sistema de Control de Linea,Automatizacion
tubacex,PLT_CAN,Planta Cantabria Energy,Laminacion y conformado,Cantabria,PLT_CAN_L02,Linea_TratamientoTermico_2,TratamientoTermico,Tratamiento Termico Metalurgico,PLT_CAN_L02_EQ06,ManipuladorCarga,Manipulador de Material,MovimientoMateriales
tubacex,PLT_CAN,Planta Cantabria Energy,Laminacion y conformado,Cantabria,PLT_CAN_L03,Linea_Acabado_3,Acabado,Acabado y Calibrado,PLT_CAN_L03_EQ01,HornoProceso,Horno de Tratamiento,Termico
tubacex,PLT_CAN,Planta Cantabria Energy,Laminacion y conformado,Cantabria,PLT_CAN_L03,Linea_Acabado_3,Acabado,Acabado y Calibrado,PLT_CAN_L03_EQ02,LaminadorPrincipal,Tren Laminador,Mecanico
tubacex,PLT_CAN,Planta Cantabria Energy,Laminacion y conformado,Cantabria,PLT_CAN_L03,Linea_Acabado_3,Acabado,Acabado y Calibrado,PLT_CAN_L03_EQ03,CompresorAire,Compresor de Servicios,Utilidades
tubacex,PLT_CAN,Planta Cantabria Energy,Laminacion y conformado,Cantabria,PLT_CAN_L03,Linea_Acabado_3,Acabado,Acabado y Calibrado,PLT_CAN_L03_EQ04,BombaRecirculacion,Bomba Hidraulica de Recirculacion,Hidraulico
tubacex,PLT_CAN,Planta Cantabria Energy,Laminacion y conformado,Cantabria,PLT_CAN_L03,Linea_Acabado_3,Acabado,Acabado y Calibrado,PLT_CAN_L03_EQ05,SistemaControl,Sistema de Control de Linea,Automatizacion
tubacex,PLT_CAN,Planta Cantabria Energy,Laminacion y conformado,Cantabria,PLT_CAN_L03,Linea_Acabado_3,Acabado,Acabado y Calibrado,PLT_CAN_L03_EQ06,ManipuladorCarga,Manipulador de Material,MovimientoMateriales
tubacex,PLT_CAN,Planta Cantabria Energy,Laminacion y conformado,Cantabria,PLT_CAN_L04,Linea_InspeccionFinal_4,InspeccionFinal,Inspeccion y Ensayos Finales,PLT_CAN_L04_EQ01,HornoProceso,Horno de Tratamiento,Termico
tubacex,PLT_CAN,Planta Cantabria Energy,Laminacion y conformado,Cantabria,PLT_CAN_L04,Linea_InspeccionFinal_4,InspeccionFinal,Inspeccion y Ensayos Finales,PLT_CAN_L04_EQ02,LaminadorPrincipal,Tren Laminador,Mecanico
tubacex,PLT_CAN,Planta Cantabria Energy,Laminacion y conformado,Cantabria,PLT_CAN_L04,Linea_InspeccionFinal_4,InspeccionFinal,Inspeccion y Ensayos Finales,PLT_CAN_L04_EQ03,CompresorAire,Compresor de Servicios,Utilidades
tubacex,PLT_CAN,Planta Cantabria Energy,Laminacion y conformado,Cantabria,PLT_CAN_L04,Linea_InspeccionFinal_4,InspeccionFinal,Inspeccion y Ensayos Finales,PLT_CAN_L04_EQ04,BombaRecirculacion,Bomba Hidraulica de Recirculacion,Hidraulico
tubacex,PLT_CAN,Planta Cantabria Energy,Laminacion y conformado,Cantabria,PLT_CAN_L04,Linea_InspeccionFinal_4,InspeccionFinal,Inspeccion y Ensayos Finales,PLT_CAN_L04_EQ05,SistemaControl,Sistema de Control de Linea,Automatizacion
tubacex,PLT_CAN,Planta Cantabria Energy,Laminacion y conformado,Cantabria,PLT_CAN_L04,Linea_InspeccionFinal_4,InspeccionFinal,Inspeccion y Ensayos Finales,PLT_CAN_L04_EQ06,ManipuladorCarga,Manipulador de Material,MovimientoMateriales
